,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27me3 private topic 1
Gm29687,-1.3419394,0.265805,-0.46695343,-1.0824027,-0.27329212,-1.0965629,-0.958247,-1.827549,-0.48152176,0.12823302,-1.7169759,-1.3472615,-1.4699073,-1.4104161,-2.9902518,0.0629065,-0.8800609,-0.84955895
Amer3,0.87175655,-2.9057012,-0.44548362,-0.33502543,-0.3973415,-0.43286967,-1.1388793,0.465649,-0.7742589,-0.35987762,-0.39354342,-0.033040404,-0.74477774,-0.12321314,-0.3474847,-0.22840673,-1.186228,-0.36368224
Gjb6,-0.6805772,-0.29971164,0.13305232,0.1616661,0.2171945,-0.09946846,-0.39855218,0.040100083,0.0847415,-1.1578242,-0.1001161,-1.163615,-0.5460842,-0.49651882,-0.370269,-0.06983276,0.17490554,-0.17326191
Dst,-1.0188224,-0.6488974,-0.6687505,-0.40211213,-0.43153933,-0.097791456,-0.26738262,-0.33581084,-1.1874523,-0.04426177,-0.006044179,0.049904138,-0.8081383,-0.38472682,-1.6804987,-0.12626836,0.00024832785,-0.19579476
Atp11a,-1.8221337,-1.5548567,-0.42358226,-1.3288432,-1.1922951,-1.6896943,1.1313062,-2.073007,-2.0395405,-0.42081365,-2.2846487,-0.57535887,-0.36692408,-2.9739916,-1.267307,0.22249404,-0.39269453,-1.1268076
Mdga1,-1.4934953,-0.23514229,-0.20044589,-0.004492596,-1.1845069,0.24980503,0.30056867,-0.40202558,-0.34610957,0.1546951,-0.2853477,-0.37360647,-0.26047033,-0.02616115,-0.37329528,-0.09496941,-0.30038822,-0.11564871
Adamts12,-0.77047324,0.20592892,-0.50654495,-0.538818,0.33391088,-1.8451302,-1.3397563,-0.7799772,-0.5290524,0.034439623,-0.6450305,-0.9836544,-0.68986017,0.79079413,-1.155158,-0.34766397,-0.56781757,-0.5271021
Prelp,-0.88618076,0.1613093,-0.4214822,-1.5092396,-1.5413009,-0.72632504,-0.11923114,-1.5209746,-1.056578,0.025972605,0.15084445,0.1352827,-0.10261437,-1.5704873,-1.373524,-0.07294768,-0.26418898,-0.56435037
Scube3,-0.95968163,0.33730054,0.8890419,-0.678434,-0.68429846,-1.359574,0.20106332,-0.18193354,-1.2939087,0.047858298,-0.72264695,-0.7334415,0.11114308,-0.3815577,-1.1629281,0.21082816,0.10991922,-0.37311077
Slc29a1,0.43013734,-0.8302578,-1.7030197,-0.06549904,-0.16189837,-0.053810105,-1.7463031,0.112347335,0.6855768,-0.73749006,-0.07699547,-0.25613526,-0.50775766,0.012658656,0.2569942,-0.66617334,-1.600304,-0.080347426
Hpca,-0.8415092,-0.24938163,0.33885014,-0.0763302,-1.2689439,-0.17527676,-0.055871997,-0.06477819,-0.94387645,-0.37240997,-1.7653471,0.26512834,-0.25981253,0.0032925606,-1.17251,-0.04252123,-0.119916044,-0.12813598
Lrp8os2,1.6432842,-0.62649465,0.4357649,-1.2987549,-0.27558482,0.34874624,-0.80276936,-1.5324405,-1.7313327,0.050165325,-0.072858125,-0.73051,-0.46701065,-2.4099784,-0.5057918,-2.2216644,-0.58033454,-0.53815186
Uchl1,-0.7360475,0.06801668,0.2496844,-0.37650758,0.39504778,-0.58318025,-0.4278695,-0.17991915,-2.0259979,0.3358878,0.3265589,-0.7277795,-0.46685773,-0.3622746,-0.92938703,-0.04864545,-0.26634797,-0.39649045
Phyhip,-0.7303542,0.03410235,0.2372317,-0.7962468,-1.3306972,-0.21683538,0.54065096,-0.28846574,-1.110306,-0.27217638,0.17547452,-1.178129,-0.9207137,-0.06438205,-0.7599449,-0.096502416,-0.118934125,-0.23679203
Hhipl1,-1.6699568,-0.84294873,-0.10214069,0.68610203,-0.717749,0.32349345,-0.4177826,0.5585504,-0.7654278,-0.21856178,0.2190255,-0.5609673,-0.67701656,0.66001165,-0.726865,0.07294658,-0.038337257,-0.028815832
Abca4,0.49829,0.58181185,0.20312637,-2.5427651,-0.06696333,-0.7596349,-0.9179311,-1.9371686,0.05217854,-0.40165788,-1.2435675,1.0266334,0.17470309,-0.8883906,0.37666106,-0.3607102,-0.6882068,-0.21229538
Gfi1b,-0.6601708,-0.40063652,-0.20381789,-0.97372967,-0.42804623,-0.38986245,-0.49789906,-0.017152458,-0.019305885,0.4881732,-0.8702877,-0.7011988,0.5011923,-0.57974625,-0.2492455,-1.024332,-0.50018924,-0.3772313
Nnat,0.39147168,0.161775,0.2594248,-0.986629,0.02607748,-0.75902545,-0.033096,-0.9990491,-0.76263165,0.46744454,-0.7939751,-0.28387117,-0.19514403,-2.1990614,-0.13637283,-0.5438045,-0.20011185,-0.43025166
Rasip1,-0.6354641,-0.59014857,0.051204383,-0.50422966,0.076392114,-0.6608137,0.072676875,-0.77719,-1.0147719,-0.23796012,-0.07798475,-1.3478172,0.4804222,-0.771727,-3.8467546,-0.23401085,-0.48781183,-0.57321125
Hs3st3b1,-0.2609582,-0.18911615,-0.9764341,-0.61128056,0.11667225,-0.2264444,-0.45838127,-0.72973204,0.46729878,0.006156981,0.32670063,0.45651656,-0.74610656,0.37463954,-0.8700195,0.15258417,-0.75556797,-0.06888345
Rbm43,-0.9334747,-1.2363657,-0.7625659,-0.6901299,0.64269257,-1.5206474,-1.5198361,-2.6231587,-0.27670452,-0.10781884,-1.152108,-1.2976068,-2.6124086,-1.1154068,-1.5403383,-0.18737382,-0.8419281,-0.9151445
Ky,-0.41913295,0.017178223,-0.31610996,-0.16325547,-0.5676954,-0.546682,-0.5278573,-0.86057675,-1.0887942,0.16804865,-0.18860278,-0.63861084,-0.6225347,0.28383577,-0.6504906,0.06402457,0.18972278,-0.23616542
Kcnk13,-0.6561018,-0.45747674,-0.44228452,-0.03357765,-1.284059,0.19038251,-0.58132195,-0.31392568,-0.25658175,-0.7448929,0.24751419,0.060289487,-1.1341287,0.45910406,0.05136925,-0.014868259,-0.15994224,-0.07049494
Tspo,0.23180187,-1.1733245,-2.1813188,-3.4262173,-0.09075409,-1.4418035,-2.3284242,-2.5999315,0.94564426,-1.0043495,-0.3196262,-0.47256398,-1.337461,0.43975008,0.16196555,-0.52837396,-2.546307,-1.138257
1700071K01Rik,-0.3581928,0.2136954,0.14899331,-0.45966852,-0.014156938,-0.47481415,-0.7370111,-1.6717088,-1.2920408,0.110975325,-0.302423,-1.4398525,0.68961096,-1.549011,-0.0111319125,-0.020917803,0.032282203,-0.61805713
Col4a2,0.6845526,0.00021485984,-0.58750165,-2.2738085,0.24079293,-1.5690688,-0.51174486,-3.3469925,0.847606,0.49134678,-1.181521,-0.37655205,-0.43190923,-1.8217416,0.44742864,-0.5277492,0.27576834,-0.5110704
Gm10244,-2.4515467,-1.039134,-0.33728307,-0.5725307,0.32775772,-0.36512828,-0.14106235,0.10633162,-1.6217134,-0.4852519,1.0389302,-1.0719956,-0.22298563,0.50938284,-3.4656258,0.77191055,-0.340351,-0.29049176
Carlr,-0.42360574,-1.3990592,-0.3949526,0.11958428,-0.691508,0.52422,-0.085219584,0.43582702,-2.2587376,0.15493926,0.7887574,0.2465516,-0.09088692,-0.0029982552,-2.1071708,-0.18652412,0.62855804,-0.04753861
Gm34637,0.6912232,0.32801026,-0.7520282,-1.7312526,-0.1993779,-0.32230377,-1.5547187,-1.5990012,0.08730264,-0.31967458,-0.5074608,0.77644396,-0.66174656,-1.1763577,-0.1221918,0.13378635,0.01782614,-0.25770363
Rgs2,-0.29944444,0.43099678,-0.7570483,-3.3630812,-0.5773851,-0.9659005,-1.2749033,-1.1366016,-0.36508262,-1.2663143,0.011037648,-1.1942748,-1.1528298,-0.001465857,-0.5039797,0.017872512,-0.61733824,-0.9616786
Adam15,0.076064765,-1.9924293,0.19879079,-0.6571615,0.5924431,-0.35510832,0.19570407,-0.5846573,-0.7099936,-0.8862124,-0.7662506,-0.22669607,0.45405608,-1.2026012,-0.903181,-0.48038176,-0.38815695,-0.42962798
Vtn,-2.440236,-0.115547836,0.71477526,-0.45312497,-0.22202477,0.2615103,0.06847193,0.8228767,-2.4132085,0.31075293,-0.5090995,-1.8733089,0.4232272,-0.200733,-1.5924342,-0.3479691,-0.38622838,-0.22905585
Asic1,-0.9681062,-0.33116952,0.13870355,0.26131073,-2.353659,0.33426094,0.3329581,0.3300691,-3.3203998,0.068468705,0.1837255,-0.66752195,0.47375935,0.3168761,-1.0238419,-0.25293574,-0.050617754,-0.1278208
Gsc,0.62219256,0.1154602,-0.28431264,-0.20790753,-0.036978543,0.22463842,-0.48381367,-0.4544718,0.11046286,-0.24743278,0.5150979,0.23569441,-0.40881917,0.4734832,0.68560183,-0.08776559,-0.12265058,-0.048071366
1700094M24Rik,-0.89527625,-0.07346851,-0.6102255,-0.82698286,0.31118566,-0.9688252,-0.8350961,-0.98923457,-0.2526,-0.37275115,-0.43204805,-0.15115234,-0.6178568,-1.1886935,-0.41539764,-0.39048892,-0.13016236,-0.42168447
Prokr1,-0.6826471,-0.104990155,0.8766891,-1.2064424,-1.0383215,-1.094437,0.052344978,-1.9077101,-0.6858549,-0.36740333,-1.9610347,-0.7815676,0.7263516,-0.759462,-1.3818176,-0.3733986,-0.019105494,-0.69075596
Rnd2,-1.3740077,-0.67914724,-2.0261612,0.013587892,-0.98925847,-1.0559037,0.87680095,-1.7129599,-0.7580373,-0.20428482,-0.3613436,-0.7963044,-0.31643924,-2.0086842,-3.7759955,-1.8897735,-0.58697796,-0.65608305
Sema4f,-2.773047,-0.2759538,0.13108492,-0.9302875,-0.34984592,-1.1265676,0.018399939,0.20441896,-1.4652891,-0.33281735,-0.47729862,-1.5508859,-0.32123476,0.00064623356,-1.102313,0.06163919,-0.25105408,-0.36065823
A930019D19Rik,1.5266073,-0.21741527,-1.900877,-1.3545573,0.25146204,-2.108586,-2.7223878,-1.8118991,-0.14528687,-0.94351405,-2.0944924,-0.26853788,-1.97006,-3.1727624,0.80727255,-1.1574463,-0.851907,-0.5817263
Ckap4,-1.6040183,-2.0330896,-0.92494607,-1.3425913,-1.0134298,-2.7531486,0.99780697,-3.1389558,-2.3816972,-0.6227927,-2.7610264,-0.76713794,1.308751,-4.084485,-3.4957967,-1.9988232,-1.1317476,-1.3930618
Cbx7,-2.3386471,-0.46680886,-0.0537809,-0.41783944,-0.17590186,-0.4757737,0.18378882,0.5886465,-0.4339875,-0.26733726,0.35766315,-1.8587168,0.08709344,0.83626604,-0.49567467,0.018172383,-0.357301,-0.27904952
Fhl4,0.44291162,-0.27540207,-0.43639672,-1.1236589,0.25992393,-1.4646776,-0.71364135,-1.5281569,-0.44898587,-1.5676537,-1.1545303,-0.51833916,-0.5829155,-2.41094,0.49731946,-1.0584431,-1.1919532,-0.8003181
Slitrk3,-1.9274114,-3.299158,0.4344933,0.7119962,-3.760427,0.5489965,-0.49412033,0.48058105,-3.0554328,0.3641644,0.44378465,0.031669274,-0.596179,0.79586756,-3.345965,-0.5909933,0.39093256,-0.14026237
1700073E17Rik,-2.1201558,-2.2982535,-0.7430103,-0.4771332,-3.5746913,-0.4475453,-1.5233102,-0.13015336,-0.85111845,0.23104376,-1.2851812,-0.29878777,-1.030586,-0.6088879,-1.0826111,-0.27904192,-0.11975512,-0.49722934
Prr36,-3.8019042,-2.151637,0.40521705,0.6127763,-0.60720444,-0.708431,0.45338446,0.9358655,-3.0266595,-0.22122508,0.13869444,-1.3983165,0.3554422,0.89487517,-2.9458265,0.25153238,0.21560869,-0.14654893
Flot1,-0.37686038,0.0023485422,-1.5107365,-3.1785998,-0.35039142,-0.86604136,-0.9263637,-0.7124094,0.65248936,-0.56236553,-0.898841,-0.16468096,-0.13831332,-0.70636636,0.5365224,-1.004526,-1.8130053,-0.884004
Yif1a,-0.13389814,-0.19228885,-0.5035188,-0.017341956,0.0012487322,0.17731473,-0.32579425,0.11986297,-0.44204906,-0.573942,-0.00382597,-0.010709394,-0.35712433,0.024333157,-0.29157254,-0.0056048743,-0.16026643,-0.05793947
1700122O11Rik,1.0220608,0.51105464,-0.66290516,-0.5591647,0.8699349,-1.2100958,-0.41453484,-1.2944747,0.9329349,-0.30957887,-1.1835632,0.29507685,-0.3066758,-4.0089664,0.7471605,-0.6194238,-0.95944756,-0.12717831
Sertad4,-0.2547591,-0.04090488,-0.49125904,-1.9926167,-0.8201531,-1.3310415,0.5827211,-1.4214185,-1.5929058,0.21968204,0.9302695,0.31022334,-0.9711581,-3.2041466,-1.5022722,0.16381276,-0.9526275,-0.70862937
Grik4,0.73542196,0.41548908,0.5138672,-0.80052173,0.43837988,-0.24488075,-0.06651607,-0.3279196,-0.27248853,0.22706234,-0.22126424,-0.58612645,0.23528972,-1.3363837,-0.18721646,-0.037768118,0.2184399,-0.13130854
Gm10007,-1.0835665,-0.6123303,-0.5927316,1.620148,0.048365712,-1.9137535,-2.1291971,-0.19793761,-1.0608124,-0.21404046,-2.3204422,-0.7120672,-0.966589,-0.7490419,-1.1413379,-1.2812121,0.5249996,-0.4597661
Podn,-0.4570649,0.41106468,0.049621373,-1.2137023,-0.8085705,-0.20851989,0.17289102,-1.112891,0.34804115,-1.9048947,0.13463905,0.047656074,-0.1914281,-2.1554751,0.28829232,-1.1408062,0.39680916,-0.25622588
Slc14a2,-0.18285352,0.4064077,-0.5268129,-1.1932906,-0.840518,-0.8466958,0.08192263,-0.94079924,-0.43250638,0.3651355,-0.5812739,-0.7490204,0.10654804,-0.18979478,-0.90269715,0.21251023,0.08262515,-0.4723957
A930018P22Rik,-0.51481897,-0.36852485,-1.4966528,-0.83823204,-3.4746356,-0.7807534,0.040178165,-1.2651861,-0.37474492,-1.6075221,-1.4417868,0.30144632,0.6453365,-0.5707781,-3.725575,-0.92022717,-0.47623888,-0.4184149
Gstp2,-0.77167517,-2.71741,-1.1425654,-1.3645586,0.4893278,-2.371714,-0.720651,-3.1942565,-1.5746632,-0.86634547,-3.0979533,-1.6992109,0.5192337,-3.2176309,-1.5641009,-0.47176242,-1.3758028,-1.1729989
Cebpe,-3.7710698,-0.01088506,-0.5131066,-0.82752764,-3.731166,-1.266473,0.5536587,-2.4057045,-2.0137453,0.33047533,-0.4505658,-0.8830056,1.5156446,-1.1040131,-0.9600611,-0.8341816,-0.10671787,-0.94847107
Cpn2,0.93443835,0.5671823,-0.04234314,-0.6618642,-0.790326,-0.90337825,-1.4008403,-0.13014734,0.6237859,-0.43633467,-1.0907081,-0.47415102,-0.2606515,-0.75788105,-0.1447474,-0.054832652,0.42168778,-0.6051806
2810001G20Rik,-2.492704,-0.45979866,-0.6921179,-1.0264626,-1.172723,-0.50975233,-1.3554068,-3.022518,-0.7032199,-0.32106012,0.8561014,-1.2548089,-0.6046779,-0.066036165,-0.3082857,0.6497946,0.027098417,-0.68139344
Jun,-0.15355845,-1.1401045,-0.317395,-0.6207793,-1.9362663,-0.40552127,0.6162712,-1.3493042,-0.5124873,-0.47826612,-0.48413503,-0.17398235,0.53623617,-0.63022876,-0.5769391,-0.45849133,-1.1387639,-0.3137021
AI463170,-1.1949404,-0.2721781,-0.48552653,-0.2793054,-2.9019823,-0.7805064,-0.5234232,-0.72180766,0.4869148,-0.17175701,0.06977105,-0.40285188,0.32213157,-0.32253292,0.18640095,-1.6265868,-1.0372484,-0.23297009
Ripk4,-0.57322526,-1.1262054,-0.897301,0.28703237,0.3571052,-0.8803939,-0.668481,0.0003360957,0.17741045,-0.62382877,0.23379827,-0.32782626,-0.49826673,0.8204474,-0.06786707,0.036111787,-0.28140575,-0.15438715
Gtf2ird1,-0.39661375,0.824916,-0.8954166,-0.7499201,-1.9125615,-1.6514225,-0.922672,-0.6878023,-1.1783079,0.018268049,-0.5697782,-1.278716,-0.24119985,-1.7086258,-3.1694899,-0.7508729,-1.0426372,-0.7894987
A530006G24Rik,-0.85743314,0.27980047,-0.2798221,-0.14843404,0.14771077,0.060486585,-2.0019279,-0.68046963,-1.1185079,0.084410906,0.17214188,-2.1545885,-0.47149825,-0.3817907,-1.1925732,1.5908242,-0.055300966,-0.33051574
Jag1,-0.2777563,-0.5331735,-2.7941747,-2.3968265,-1.3430828,-1.8270196,-0.5658382,-1.0569081,0.7548026,-0.7710568,-1.5079756,1.4062909,-1.1500475,-1.7285733,0.6837685,-1.383817,-2.387101,-0.33689982
Nlgn2,-1.085903,-1.0685381,0.2548051,-1.5433265,-0.44961303,-1.6189191,1.0465965,-0.9105373,-2.1524823,-0.6252973,-1.7652838,-0.7503798,0.74816084,-3.8777406,-1.4968883,-1.001663,-0.40179825,-0.8201041
