,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27me3 private topic 1
Cd40,0.15725198,-0.95084184,-0.07618334,-0.056287974,-0.42930922,-0.021438777,-0.74728644,0.22111681,-0.8334751,-0.14664531,-0.15072961,-0.8811927,-0.4338556,0.23442909,-0.60257804,-0.11624602,0.14778,-0.15284501
Wdr7,1.2461977,0.8039839,-1.3305223,-2.4023273,0.40513998,-2.2214954,-2.1773214,-3.3014581,0.7451724,-0.36606067,-3.153178,-0.2866707,-0.7994787,-2.3804646,1.4120486,-0.65662354,-1.73325,-0.6737545
9330188P03Rik,-2.8188815,-3.677621,-1.8216399,-0.37400943,0.43384707,-1.1995797,-1.4232438,-3.5410063,-1.2897915,1.1079702,0.056557834,-0.66452986,-0.60543585,-0.41315427,-1.5570564,-0.34851715,0.92442155,-0.8772693
Col25a1,-0.33657795,0.0056483,0.39427763,-0.06631338,-0.09931473,-0.7283199,-0.9770804,0.12455955,-0.6796593,-0.22584237,-0.5449145,0.15451431,-0.8651507,-0.2680268,-0.02540578,0.34053648,0.21360841,-0.17063074
Gm17597,-0.323016,-0.1461263,-0.7876667,-1.9682186,-0.6520549,-0.65291375,-0.50593126,-0.5443458,-0.593233,0.043869257,-1.2559211,-1.4368702,0.91090906,-1.79029,-0.59113705,-0.058751315,-0.4407984,-0.50171995
Slc1a5,0.52357864,-2.7793455,-1.3714418,-2.1724586,0.052792728,-1.3743575,-0.7752551,-2.3019028,0.42635494,-0.78052974,-0.9417248,-0.3136326,-0.20733881,-1.137319,0.36497587,-0.16393834,-0.81080294,-0.6828184
Prickle1,-0.20898595,0.09748191,-2.3276772,-1.1233139,0.76673007,-0.17245078,-0.61498266,-1.0454192,0.52004,-1.1039045,-2.016828,0.022870183,-0.29807103,-1.2716616,-0.49127272,-1.8739744,-0.3893772,-0.4177744
Hmox1,-4.0721626,-0.6599735,-0.47541288,-2.136677,-3.5097933,-1.6848323,0.65691674,-1.7436917,-2.854337,-0.17441398,-2.09512,-2.2368073,1.6363766,-4.0611877,-0.99822426,-0.45828238,-0.73734933,-1.7811483
0610009L18Rik,2.0992477,-0.043648273,-1.7783239,-3.4719763,0.61924565,-1.4976315,-1.3843417,-2.788176,-0.8315273,-0.8024096,-2.010842,-0.9398102,-0.48342508,-3.3669913,0.14891088,-1.7667036,-0.73998284,-1.4533498
Gpx7,-0.12081456,-2.0672755,-1.3447168,-1.5954859,-0.40968257,-1.5370852,-0.075253814,-1.2336931,-0.49377003,-0.5340887,-1.9566205,-1.3880643,0.14383924,-2.0877774,-3.655336,-0.67115307,-0.25791657,-0.6358934
Map2k5,-0.8422771,0.13265768,-0.43803367,-0.03798896,0.13021043,-1.0528467,-1.0903087,-0.5219604,0.8260854,-0.6987821,-0.39057648,0.4065534,-0.43427002,-1.5976766,0.28471464,-0.610883,-0.96756893,-0.25045204
Slc30a10,-1.1953733,-1.30502,-0.37566367,0.38232303,0.4475963,0.037012875,-0.23730415,-0.33771282,-0.8322592,0.17464349,-0.07391013,-0.8188509,-0.73317397,-0.051650345,-1.1322685,-1.5968851,-0.2444343,-0.22720265
Tmem104,-0.4195273,-0.39109242,-0.26864922,-0.9920987,0.18539241,-0.07795895,-0.7219614,0.36555296,-0.119505696,0.66305006,0.82093185,-0.46882054,-0.3066158,-1.1671131,-0.25951344,-0.29043823,0.024817422,-0.24418373
Enc1,-0.9848257,-1.5903728,-0.7761205,-2.5204713,0.796013,-0.642442,-0.6706114,-0.7218077,-0.36285925,-0.43729666,0.32513446,0.34500223,0.040981233,0.66062194,-1.284163,0.10604727,-0.040650025,-0.595225
Gm20063,-0.8708843,-1.4237916,-0.39956072,0.22913244,0.18292591,0.1513164,-0.78090286,0.2850839,-2.4702873,-0.64327943,0.03751117,-0.01023069,-1.3184197,0.330768,-0.4810319,0.17201445,-0.115282744,-0.1718801
Gm26851,-1.0854627,-1.5370007,-0.21140216,-0.21368463,-0.338543,0.4200824,0.059573933,-0.07267408,-1.5124571,-0.9370384,0.004928559,-0.76086587,-0.91818905,0.5234776,-0.85888445,-0.19124696,-0.21021782,-0.29162443
Fezf1,0.5745929,-0.31281632,-0.77515334,0.46252096,0.14470306,0.25279468,-0.69937587,0.4403623,0.14497547,-0.55105484,0.3231944,-0.17460853,-0.7837505,0.32277903,0.7393075,-0.25834176,-0.28554565,0.085414045
Hoxc4,-3.9893682,-1.7779722,0.14845972,0.99415886,-1.6769342,0.31762096,-0.18542755,1.1635095,-2.4413645,-0.4891128,0.08579569,1.010833,-0.43723333,-2.8753867,-2.405273,0.1143229,0.032793608,0.37456083
Magoh,0.80616856,-0.77749157,0.28609025,-0.50971,0.25267166,0.13432169,-1.0567725,-0.6554159,-1.6355923,-0.10057402,-0.2567472,-0.43389452,-0.022719264,-1.8064731,-1.6726321,-2.4540493,-0.84488606,-0.5678517
Tfap2a,0.37969577,-0.17020006,-0.5304658,-0.38530543,-0.017989136,0.0086657815,-0.30660856,0.4124361,-0.04092976,-0.3059269,0.3480462,0.4637709,-0.46846616,0.3114283,-0.020616906,-0.13242859,-0.008588134,-0.00944316
Mgarp,-0.06618284,-0.11278904,-0.95699763,-0.55626583,-2.1989124,-0.17365153,-0.52569354,-0.09894512,0.83061457,-0.7769007,-1.0983202,0.0751304,0.19021288,-1.1541326,0.38572955,-0.3239611,-0.30023444,-0.19779798
Wnt7b,-1.538447,-0.5951886,-0.027352486,0.35757256,-0.69863564,-0.14707112,-0.35054985,0.6390919,-0.1899162,-0.088662736,0.42918265,-0.32231972,-0.45742002,0.49019438,-0.4544665,0.03315749,-0.041126546,-0.04864449
Lrfn2,-0.53973436,0.26091802,1.3913252,-0.66814375,0.26714033,-0.46882287,-0.63360393,-0.87503576,-0.7019363,0.38835216,-1.0623951,-0.6818436,-0.69914174,-0.1157345,-0.32560182,-0.56164503,-0.61776686,-0.3111611
Drd4,0.19085085,0.44369823,-0.38804752,-0.017568931,-0.08139615,-0.1335751,0.098565646,-0.12854242,0.0824984,-0.5032741,0.10704191,0.097969115,-0.46167046,0.027993813,0.55271274,-0.28913325,-0.2664748,-0.05990949
B4galnt4,-1.4533294,-0.5173124,0.993855,-1.0267191,-0.23720837,-0.8994651,0.6345892,-0.74710846,-1.1623656,-0.23856577,-0.7560234,-0.68755865,0.5956854,-1.2063515,-0.8123137,-0.26889628,-0.43477553,-0.45973927
Stum,-0.44081637,-0.23802584,0.7098105,0.13724813,-0.94475555,-0.048106924,-0.43899474,0.49776828,-0.5763251,0.06310798,-0.0183772,-0.15375713,-0.28084922,-1.2410276,-0.6747023,-0.36220455,-0.31747398,-0.11905021
Mcm5,-2.3698516,-1.322248,-0.92209244,-1.2264204,-0.9017813,-1.1180917,-0.49488574,-1.9708395,-2.4841294,-0.55110395,-2.1820846,-0.8610409,0.47995937,-1.5193535,0.028544664,-0.9022758,-0.40561312,-0.87175
Mesp2,-0.9841025,0.976653,-0.9607508,-3.094391,0.52053124,-1.4985696,-0.76984704,-0.37008697,-0.8966357,0.15297759,0.31768185,-0.8968844,0.15004826,0.42878485,-2.0448074,0.1814475,-0.7068589,-1.0392666
Sypl2,-0.39154077,-2.2545135,-0.4981344,-0.11074903,-0.13968942,-0.16331637,0.0053078383,-0.88278854,-0.40899944,0.19447526,-0.1935479,-1.2629501,0.085388795,0.6217741,-0.037151948,0.05148624,-0.091985166,-0.16424248
Zfp467,-0.32865685,0.5605694,-0.57589376,-1.0333552,-0.42127818,-1.0217705,-0.9233751,-1.1568241,0.74980164,-1.4073273,-2.1643782,0.25174636,-1.2521007,-0.05244845,0.82771873,0.008091927,-1.2976863,-0.52673703
Cdc42ep2,-1.0363531,0.4038992,-1.0831068,-1.7033815,-0.9410429,-0.73697853,0.073609784,-1.5289774,-1.2370328,-1.1017498,-0.6212243,-1.2207104,-0.22520709,-1.9684125,-0.25072023,-0.89668417,-0.7077868,-0.64687544
Pmvk,-2.11208,0.5171726,-0.007850051,-0.97457075,-0.16757107,-0.8637328,-0.6369802,-0.77452976,-1.3900212,-0.61963403,-1.0152256,-0.52225214,0.04660982,-1.3712149,-0.20732272,-1.3478401,-0.35996833,-0.7180627
Tmem131l,0.9585782,0.16242266,-0.9054478,-2.4534686,-3.3942468,-1.3797836,-1.268625,-1.5569628,-0.2211133,0.06877649,-0.813375,-0.172589,0.05997652,-0.9388801,-0.7493633,0.97996175,-1.652591,-0.83722806
Lin28a,-0.9117388,0.27739525,-0.12900163,-0.029239401,-0.04363747,0.10644975,-0.055784963,0.1023401,-0.7666522,-0.2842564,0.10822636,-1.4530913,-0.089375496,0.4828713,-0.14214304,-0.72593904,-0.43181324,-0.19486763
Klhl26,-0.25658235,-0.07358411,0.20800942,-1.0768447,-0.14903808,-0.86514044,-0.020209,-1.2670159,-0.7328288,-1.8409425,-0.12032355,-0.57744706,0.47920126,-0.6864724,-0.9803219,-0.26039225,-0.25557333,-0.38288707
Ddit4,-1.3552107,-0.1755206,0.13955835,-0.68983465,-3.6851573,-1.1729403,0.5826752,-1.6611131,-1.0169945,-0.75899065,-0.67546046,-0.65185946,1.4130561,-1.5686166,-1.9491878,-0.62347656,-0.32687333,-0.73555446
Cdiptos,-0.1684807,-0.28056884,-1.1821315,-1.1537386,-3.5426352,-1.0419118,-0.73422366,-0.7722293,-2.1156883,-2.2644205,-1.9893353,-1.7207577,0.066498995,-1.7453697,-1.4739746,-1.3144474,-0.8361501,-0.9920163
Unc5c,1.3316294,0.09070492,-1.227742,-1.3114763,-0.697101,-0.88256633,-1.3417797,-1.3155409,0.45933524,-0.25330853,-1.5515434,0.63963354,-1.4961779,-2.135553,-0.27499375,-0.18047208,-0.84786135,-0.29360378
Lipg,-0.016243517,0.4815963,-0.29934484,-0.513868,0.516531,-0.5272467,-0.35781845,-0.13041015,-0.1878607,-0.66765845,0.21464393,-0.45326447,-0.21481448,0.77137476,0.74153894,0.10188532,-0.23336932,-0.16810536
Kif5c,-0.5031824,-0.40865576,-0.0024745166,-1.2345908,-0.21071851,-0.50783783,-0.23168415,-1.3811444,-1.5758356,0.26618457,-0.5301837,-0.58859885,-1.736958,-1.6473627,-0.52651095,-0.041267067,-0.19849013,-0.513079
Sorl1,1.1395643,-0.050803155,-0.41298485,-1.2469275,-0.4704299,-1.0273416,-0.78148234,-1.0234373,-0.39932698,-0.32528275,-1.1987805,0.5296734,-0.6934172,-2.4325845,-0.2992974,-0.28916922,-0.0610725,-0.29738885
Dusp5,-0.672983,0.041128665,-1.5525752,-2.0025105,-0.13888064,-0.17637461,-0.6247655,-0.62875855,0.43535283,-0.68194103,-0.096959606,-2.0697222,-0.3149389,1.3109915,-0.11385453,0.008762389,-0.89764446,-0.81025994
Hand1,0.44868705,-0.41700813,-1.3574524,0.1204367,0.32272354,0.12569639,-0.4712305,0.15401003,0.0011793897,-0.5647249,0.30994043,0.2879125,-0.35366955,0.33651263,0.49264437,-0.15637992,-0.7491292,0.12811592
Slc43a1,0.117284,0.30193862,-0.75525135,-0.6865336,-0.5160426,-0.42544806,-0.1794281,-0.22261553,0.8230077,-0.419727,-0.49598345,0.03856966,-0.61459744,-0.14865203,0.8523531,-0.33361316,-0.5791843,-0.19058776
Terc,0.14293355,-0.5890621,-0.6612846,-0.081499115,0.40699023,0.1856778,-0.59497607,0.24712616,0.16625446,-0.4308909,0.33565828,0.20933266,-0.19147597,0.14651205,0.14954361,-0.2299532,-0.2703498,-0.013872147
D930028M14Rik,-1.1467371,-1.130194,0.361279,0.17118302,-0.22258928,0.3931091,0.08984497,0.32150105,-1.0540345,-0.29153633,0.14083235,-0.67910224,0.32316825,0.33094096,-2.0540357,-0.1609769,-0.10649555,-0.06333875
Siglec15,-1.581794,-0.9134213,-0.011568405,0.18293345,-0.3081921,-0.07678075,0.1064018,0.23159888,-0.11732341,-0.47380683,-0.3103435,-0.7016096,-0.43865854,-0.36162195,0.24423403,-0.11427308,-0.11250545,-0.11440773
Pcdh15,-0.36889106,-1.2004212,-0.5333315,0.303321,-0.60339653,-0.15112135,-0.9366305,-0.016458273,-0.6743661,0.306573,-0.6938911,-0.12522528,-0.61580026,-0.017699689,-0.83899415,0.058379024,0.032593295,-0.105833374
Vwa5b2,-0.1927751,-1.4709787,-0.2863531,-0.012220815,-0.85928506,0.036216177,0.1194734,-0.0123646185,-0.6255479,-0.31789863,-0.11418097,-0.10514186,-0.43957826,0.15195061,-0.2700222,-0.08032439,-0.078242876,-0.08053145
Wfdc2,-0.19966882,-3.388386,0.3173325,-2.6837423,-0.42376626,-1.7580084,-0.20034865,-0.15385097,0.73198456,0.3018039,-1.4874387,-1.9238474,-0.3452315,-2.0172806,-0.4905916,-0.37142903,-0.36413512,-0.61049414
Castor1,-1.078667,0.20191497,-0.9460973,-1.5309783,0.62237465,-0.5013337,-0.6500399,0.2999692,0.680954,-1.2899096,-0.7081704,-0.6019155,-0.80540943,-2.3745437,1.0590816,-0.9938362,-1.8768275,-0.45019555
Tmem132c,-0.035961926,0.3510039,-0.7275255,-2.5410614,-0.1632914,-0.65705997,-0.9969207,-0.26990548,0.51804423,0.2522553,-1.317528,0.914917,-0.712944,0.797719,0.29208356,0.022091135,-0.4806133,-0.24326485
Ajuba,-1.0757773,0.32545698,-1.8913414,-3.4807365,0.23976362,-3.5513003,0.8773176,-3.3567631,1.1235219,-1.6112167,-3.7425518,-0.344818,0.7419115,-3.6556044,0.62643933,-3.8860264,-1.5752226,-0.9070856
Ccdc177,-1.9357244,-3.4230087,0.2726858,0.05102758,-0.6554213,0.12026538,0.6466812,-0.21653716,-3.611339,-0.014707737,0.7775931,-0.8915651,0.33788082,0.7641994,-2.0339022,0.30051476,0.36604002,-0.21303427
Gja1,-0.9995574,-0.6951497,-2.5726557,-3.7534213,0.5171883,-0.93911487,-1.013494,-3.8153272,0.8776414,-0.6395731,-0.4552524,0.28700256,-1.9537547,-1.2084963,0.3205967,-0.88040376,-2.355641,-0.98826575
Lrrc15,0.3394783,0.5296489,0.06829813,-0.29420695,-0.52760994,-0.45747697,-0.4704388,-0.04280846,0.18649589,-0.96417636,-0.28902212,-1.6130824,-0.42418164,-0.1135649,-0.22882806,-0.34987676,-0.06533016,-0.24588165
Emx2,0.49959004,0.026106726,-0.49449363,0.015215069,0.2538577,0.15522338,-0.38031638,0.398076,-0.05806376,-0.1948041,0.24273038,-0.02944982,-0.76293856,0.2130414,0.5038984,-0.26527822,-0.2244111,-0.014709095
Gm5577,-2.207571,-0.72143555,-0.4546146,-2.7400448,0.6536218,-1.244329,0.9534973,-2.6188004,-2.2764323,-0.27396655,-1.8154517,-0.5361321,0.16137058,-3.7790184,-3.5097394,-1.4639033,-0.5481721,-1.021842
Thtpa,-0.2732442,-1.2331351,0.36798984,-2.291399,-3.6114016,-1.2088535,-0.07304494,-2.0133538,0.031754196,-0.98103523,-1.1084145,-1.6820396,0.277799,0.72646594,-0.81133634,0.5586311,-0.088992,-0.72289073
Kcnd3os,-3.5555806,-1.7239425,-0.16171497,0.6720051,-1.0352473,0.37232977,-0.17914388,0.41537315,-1.0974536,0.21594161,0.33604994,-0.5883274,-0.5766134,0.55959165,-0.92477506,-0.815797,-0.15037712,-0.09507295
Pebp4,-0.056450725,0.28610075,-0.06213232,-0.8834,-0.15785542,-0.22434314,-0.5874338,-0.8629292,-0.00017213821,-0.022491202,-0.44391018,0.20455897,-0.20905498,-0.029499598,0.14250597,-0.08207778,-0.1468562,-0.15147012
A830052D11Rik,-3.056154,-1.069422,1.7067521,-2.7113154,-1.0619785,-2.6702614,-0.1287434,-1.0290065,-2.840676,-0.25551537,-1.6506906,-1.6116369,-0.5082686,-3.6305249,-3.6340418,-3.1794803,-0.7534355,-1.4321924
Ncan,-3.6658623,-3.347313,0.32784298,0.6821961,-1.6488715,0.45354396,0.06467536,0.7044492,-2.8164372,0.32583475,0.32231137,-0.8067875,0.13936356,0.62563396,-3.4717865,0.09220111,0.47872108,-0.07638134
Adat3,-1.6280776,0.91521657,-1.564933,-3.3441384,-3.192254,-1.0555174,-0.8571841,-0.71910435,-0.4270304,-2.6243255,-1.0375797,-0.59030604,-3.389678,-2.5400782,-0.4109475,-1.2591468,-0.4549728,-1.0039237
Col23a1,-1.0021894,-0.53998244,0.94660354,0.35008883,-0.23452315,-0.20211482,-0.43030077,-0.14002714,-1.0280919,0.3692029,-1.2769107,-0.7464755,-0.54841965,-0.5257354,-0.8953792,-0.14719883,0.3383407,-0.15621865
Calcb,-0.8173282,-1.4589007,-0.5358826,0.045956448,-0.17194338,0.24907228,-0.7808369,0.22269362,0.009743374,-0.3366115,0.32139856,-0.3533299,-1.0226421,0.55887824,-0.16822773,0.07156676,-0.0906514,-0.15067607
Trpm3,0.48626488,0.41003478,-0.5726325,-1.0717789,0.36806387,-0.53554666,-1.0119743,-0.9246001,0.10253772,0.1521723,-0.37030983,0.12512848,-0.37874115,-0.30120865,-0.12365414,-0.2570836,-0.19578308,-0.24837863
C630043F03Rik,0.41435605,-0.047673076,0.8140247,-2.272624,-0.14569713,-1.3583819,-1.2987931,-1.2489406,-0.04523029,-0.3400444,-3.130543,1.1250737,-1.2929792,-3.5077434,0.2868876,-0.48102957,-0.15827967,-0.38661468
Stmn3,-4.013876,-0.78184545,-0.10439344,0.21096241,-3.7880137,0.23375028,0.42718923,0.7523953,-3.9243903,0.7812828,-0.03123045,-1.1205554,0.31370288,0.8482908,-1.002367,-0.24862774,0.013518333,-0.16501185
Gm16793,0.53668827,-0.4800201,-2.0267699,-1.0914705,-1.9011682,0.16027665,0.21459974,-0.46116474,-1.7303603,0.30648023,-0.81653225,-0.1774905,-0.30420092,-1.0853024,0.11072278,-0.81285536,-0.8022573,-0.40817958
Hey1,-0.90492254,-0.48222455,-0.64164674,-0.9368543,-2.3942122,-0.41191864,0.41508916,-0.9024069,-1.1813842,-0.030773014,0.2707401,0.20984301,-0.1017626,-0.40858448,-1.7627056,0.22893357,-0.052582882,-0.17310664
Sema3f,0.7129568,0.34288847,0.2733352,-2.8596795,-0.13013609,-2.6416476,0.6928295,-1.0134231,-0.48088846,-0.9463176,-2.4542751,0.0024159104,0.59293824,-1.3586962,0.09661165,-1.6380403,-0.73259,-0.9290122
Pabpc6,-0.39320165,0.3643911,-0.34557623,-0.6739155,-0.3413952,-1.1904926,-0.72346306,-1.4331656,-0.6859785,0.2636932,-1.9843639,-2.2294178,-2.225236,-1.710902,-2.5075407,-0.05193478,-0.45946127,-0.72389483
Mdga2,-1.9532334,-0.53739953,-0.31289378,-0.119861156,0.24361423,0.16296646,-0.66928756,-0.09441589,-1.3977958,0.49193978,-0.06280233,-0.7774843,-0.591125,0.28205222,-1.1731071,-0.1293037,0.3082201,-0.23808181
Ppp1r16b,-0.7110526,-1.5380145,-0.4384976,0.33339685,-0.33151668,0.15946877,-0.25580302,0.2778171,-1.6314619,-0.026530296,0.22460455,-0.6314154,-0.9824051,-0.2694693,-0.47313228,-0.1618819,-0.04689394,-0.17588085
Prkcz,-0.6868846,0.24847555,-0.16559689,0.34526733,-0.46987453,-0.73806846,-0.40427083,0.26856488,-0.28359365,-0.010769054,0.13227853,-0.7396372,-0.27475646,0.15594822,-0.0006580949,-0.1987954,-0.008794807,-0.1241792
Irf8,-0.18333605,-0.042905785,0.043163195,-0.087689295,0.03419827,-0.114917204,-1.0600344,-0.6257083,-0.06137526,0.33214837,-0.37327406,-0.5425019,-0.37262297,0.33806628,-0.56048125,-0.119935,0.3456623,-0.14981708
Celf3,1.2594424,-0.2516465,-0.49676302,-1.4753869,0.14337116,-1.4003947,-0.680489,-0.86466694,-1.4968008,-2.8226283,-1.7718285,-1.1162622,-0.70790726,0.13100111,-1.4816457,0.3522144,-1.1654198,-0.5092909
Hba-x,-0.69105816,-3.0179296,0.2366302,-0.82270974,-3.2988176,0.06318456,-0.006764397,0.504991,-2.439817,0.51295084,-1.0225643,-1.3824393,-0.17525472,0.32080692,-0.42207778,-0.461754,-0.42677626,-0.3853702
Btbd11,0.2896716,-0.14342064,-0.1453966,-1.6699291,-0.53755647,-0.036422387,-0.6863011,-0.78795105,-0.16107865,-0.045932233,0.13106889,0.22310197,-0.47604054,-2.4105792,-0.7223289,-0.32532406,0.06660445,-0.18769184
4933427D06Rik,1.4902165,0.4853477,-0.7308922,-1.3686699,0.48716068,-2.9598706,-1.0040795,-2.8561974,-0.866986,-0.40974382,-2.6259365,0.33125925,-1.1958567,-1.3941252,0.056212842,-0.21737404,-1.3566645,-0.31450275
Fam78a,0.009457305,-0.13884974,-2.3005414,0.07765387,-0.51354635,0.09832299,-0.9690571,-0.1502279,-0.050100945,-0.2546465,0.07508403,0.18585342,-1.2590674,-0.035861604,-0.1521586,-0.10356121,-0.8566555,-0.0730298
A930012L18Rik,-1.5501305,-1.7383845,-3.0588386,-1.7500513,0.18416148,-0.66178113,-0.54128337,-0.5856343,-0.28505892,-0.63203686,-0.2634247,0.20289695,-1.3092272,-0.6780851,0.23492688,-2.9275362,-0.3543951,-0.5134537
1700067P10Rik,0.7635577,0.45379722,-0.2885485,0.4195192,0.88498497,-0.6302124,-0.40474516,-0.049989287,0.42755532,-0.22630212,-3.1715384,0.5146766,-1.0237168,-4.363967,0.7607159,-0.5728706,-0.8573032,-0.00095671415
Krtap31-1,-4.682331,-0.42291903,-1.5228963,-1.6763674,-3.6476512,-1.887127,-3.1371524,-2.4844685,-2.7011714,-3.189804,-1.7273257,-1.5005527,-0.3394376,-2.270877,-4.2788677,-1.2644285,-2.7116172,-1.8980267
2210416O15Rik,-0.62443817,-0.459549,-1.038959,-1.6434493,-3.5120063,-0.9470623,1.0379753,-2.0150583,-0.97435987,-0.87500226,-1.6404675,-0.4475735,0.7858522,-3.8114672,-0.1127006,-3.2253015,-0.7011089,-0.7441489
Ddx6,-0.64907324,-1.5225488,-0.68352914,-0.5272614,0.6581187,-1.3800445,-0.4180285,-1.3336986,-1.7647848,-0.44330135,-1.0477248,-1.1724024,0.13457751,-2.9243553,-1.3234903,-0.77343404,-1.1912193,-0.8089678
Fam102a,-1.429054,-0.645621,-0.59758615,-1.8411373,0.31582952,-1.5118736,0.6450868,-0.9991114,-1.5672802,-1.8030226,-1.2473795,-0.8171305,0.2100488,-2.1246839,-2.1268985,-2.897933,-1.0914547,-0.82689774
Chd3,-1.2989241,-3.9429257,-0.95093393,-0.88932717,-0.05335024,-2.186671,1.0068814,-2.993553,-1.6779361,-0.9161918,-1.8630719,-0.6587625,-0.03470224,-1.9925824,-3.7909749,-1.5219861,-1.8068868,-0.9809164
4930445N18Rik,-0.27214473,-3.5423667,-0.10359293,-1.0130699,0.512763,-0.4794898,-0.6484871,-1.3863282,-0.3596919,-0.24145588,-0.5329495,0.30677873,-0.41611865,-1.004466,-1.9265529,-0.6389134,-0.65603894,-0.5138067
Doc2g,-0.21042633,-2.4024324,-0.17730778,-2.0429096,-2.9674675,-0.41505408,-1.3087977,-1.59022,-1.0866697,-0.6184164,-1.7292635,-0.75343955,-0.3329321,-1.637825,-1.9722924,-1.1146178,-0.19856882,-0.9473604
Iqca,-0.8468098,0.003505081,0.16904283,-0.6857829,-0.87312317,-0.36045074,-0.5805868,-3.0956354,-0.79196763,0.29470265,0.6204417,-0.39008325,0.86354303,0.22485337,-1.3037703,-0.5148368,0.2633881,-0.25951415
Aatk,-0.32296845,-0.03487426,0.50211823,-0.5913745,-0.09155013,-0.4657993,0.0889539,-0.87443715,-1.239748,-0.14848925,-0.27792752,-1.1471511,-0.14995886,-0.6277771,-0.38098758,-0.28594017,-0.3083299,-0.36241972
Hand2,0.78817534,0.42722586,-4.3906617,-0.60881335,0.53377444,0.396053,-1.2026834,-0.107283,0.37988782,-0.77814037,0.2543159,0.8868405,-0.8819574,0.63319016,0.7258631,0.061289378,-1.5890532,0.27971905
Osbp2,-0.6894676,-0.34098482,0.27464446,0.13817447,-0.34384587,0.20472229,-0.44779384,-0.047726214,-1.1296382,0.27103406,0.010504782,-0.7777912,-0.11878059,0.13737997,-0.581074,-0.41389936,0.004098639,-0.15303981
Ptpn21,-0.3293371,0.065436125,-2.0215726,-0.040795714,0.21955931,-1.7479947,0.29238904,-0.43427286,-0.12047696,-0.37262386,-3.260769,-2.1613674,-0.13528812,-0.8282615,-0.76840997,-0.9196844,-0.86212957,-0.5391724
Btg1,-0.33497775,-3.445244,-0.36696714,-1.3848687,-1.8634318,-0.58482444,-0.8020748,-1.942267,-0.81450784,-0.45176837,-0.49861616,-0.28858432,0.0931012,-0.9011798,-1.6999363,-0.0030674338,-0.08929664,-0.58771515
Mapkap1,-0.828978,-0.40427387,-1.7733781,-2.6618867,0.09586936,-0.5178175,-1.616044,-1.2347087,-0.60610366,-0.23178759,-0.07680617,-0.6251571,-0.5253337,1.5275168,-0.5118489,1.2012204,-0.5537889,-0.45162308
Stn1,0.19532251,0.6876606,-1.0637419,-2.2581434,-1.6084023,-0.057036936,-0.38361496,-1.2347121,-0.8482076,-0.85133004,-0.7635231,-0.8108207,-0.12535727,-0.70339876,-0.17226067,-1.1606894,-0.5773794,-0.57277846
Mal,-1.7232077,-0.67237973,-0.32678333,0.28555688,-0.13120455,-0.2698527,-0.8287072,0.33214816,-0.13362038,-0.09859122,0.30041125,-0.52208257,-0.72853243,0.43784624,-0.83900195,-0.15020074,0.2263039,-0.11982362
Gria1,-1.0558417,0.45754462,-0.10869713,-0.6677923,-0.42528975,-0.29474288,-0.48762625,-0.9874385,-0.71105564,0.39518243,-0.554389,-0.51446927,-0.46512398,-1.678467,-1.2969905,-0.26149693,-0.109068796,-0.36286974
Tifa,-0.58048165,0.1975764,-3.1669257,-0.17517233,-3.4706893,-0.41345388,-1.197962,0.2946058,0.5373665,-0.17519431,-0.60839564,0.48655707,-1.0693207,-0.15051591,0.84958506,-0.38252065,-0.23382555,-0.114443764
Pmp22,-0.88481563,0.09195602,-2.0005302,0.062214375,0.3146994,-0.020432457,-0.48266834,-2.5055523,0.43594536,-0.18270262,-0.7921688,0.27110326,-1.1630867,-2.2656076,0.28720856,-1.6485941,-0.24036016,-0.10447305
Vav1,-0.37618485,-1.3501331,-0.8572152,-1.0902131,0.32369155,-1.1244054,-0.75887686,-0.043483853,0.33710733,0.2415412,-1.1807673,0.090700954,-0.21372314,-1.0030825,0.28743297,-0.14610487,-0.6030092,-0.3367387
Tmem176a,0.06786889,-2.4237864,-0.28095168,-2.1961186,-3.4701908,-1.4617269,-1.6999006,-2.861177,-0.97226846,-0.45009133,-0.570398,-0.6891738,-3.3383374,-1.2884045,0.28711295,-0.2636807,-0.9310957,-0.74075556
Reep6,-0.83276004,-1.1045516,0.38868642,-0.32836747,0.06564453,-0.3937919,-0.357109,-0.36846688,-0.6468541,-0.6268641,-0.15624553,-0.5732387,0.008765727,-0.023185283,0.019187182,-0.1618684,-0.21913072,-0.2976166
Erbb3,-0.20602964,-0.29881144,-0.7889003,-0.22166152,0.20153353,-1.2565932,0.36535063,-0.1806957,0.17440319,-0.4803944,-0.7161655,-0.65737647,0.3713981,-0.24959214,-0.20092356,-0.2366161,-0.12083514,-0.20671426
Slc9a5,-1.7208383,-3.2427197,-0.7137284,-0.37150288,-0.08032547,-0.29584816,0.7739037,-0.8684092,0.0013263002,-3.2310205,-1.8016984,-0.5835718,-0.07877499,-1.2855043,-0.8361085,-0.2505879,-0.709417,-0.43252516
Ctsf,-3.6289284,-4.1384077,-0.24415648,-0.4266653,-3.7875457,-1.1656605,1.127712,-1.5994521,-2.2768273,-0.49404016,-0.9369088,-2.760048,-1.5155597,-0.8152386,-3.9603546,-1.406209,-0.5401702,-0.72239244
