,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4,Proteomics private topic 4
88_50,0.17955743,0.071731456,0.08086618,0.4672983,0.03292435,0.041773014,0.12584926
70_22,0.05500021,0.11477902,0.03093115,0.011020067,0.30306655,0.44677976,0.03842322
31_46,0.020489287,0.74930865,0.0098475795,0.09689739,0.04420641,0.041568693,0.037682
98_38,0.06092637,0.2468527,0.09242031,0.27290666,0.044774678,0.049815707,0.2323036
83_12,0.13562986,0.09933483,0.14819525,0.28673643,0.06508311,0.08074525,0.18427525
85_44,0.17498133,0.06383312,0.24319188,0.3583422,0.035022154,0.041807916,0.082821436
49_41,0.058692385,0.15552743,0.085300796,0.026332324,0.25734967,0.2749219,0.14187549
32_54,0.17920619,0.047790248,0.048323367,0.021926535,0.2941898,0.3509678,0.057596084
47_30,0.023009647,0.106127225,0.059306018,0.010937156,0.27656078,0.41670135,0.10735777
90_6,0.20767872,0.055750277,0.20007624,0.051200684,0.2784673,0.14546484,0.06136196
115_54,0.08472297,0.04092796,0.07615587,0.011063481,0.2845676,0.40511936,0.09744265
78_27,0.07396008,0.050613556,0.055995423,0.022008833,0.29810798,0.37114838,0.12816574
67_17,0.1922119,0.06670711,0.123342596,0.33941767,0.04131447,0.051492684,0.1855135
122_62,0.13163549,0.04147975,0.08865912,0.025167158,0.33864322,0.27089155,0.10352368
91_47,0.15489462,0.056034777,0.13189773,0.50961745,0.029363217,0.035322182,0.08287003
112_47,0.062835,0.18262419,0.031743314,0.01909987,0.35574457,0.3282906,0.019662406
81_5,0.21486406,0.07430397,0.08571556,0.37923822,0.05853974,0.040224303,0.14711414
115_66,0.072251044,0.049089584,0.2778831,0.02901923,0.28140208,0.21234229,0.078012615
110_36,0.2689794,0.08312936,0.13289246,0.32207948,0.052217122,0.05587485,0.084827475
107_28,0.17397064,0.07246074,0.10774057,0.05994779,0.3363974,0.2085278,0.040955003
87_29,0.10685265,0.054025076,0.06397231,0.016991178,0.28105313,0.3317506,0.14535502
36_47,0.01960706,0.70756334,0.03163001,0.02271855,0.09518727,0.097297564,0.025996126
100_25,0.082295686,0.15915126,0.11909074,0.31188253,0.059554864,0.068749614,0.19927533
73_0,0.109049894,0.041631613,0.4963119,0.034074374,0.17546012,0.09821697,0.04525524
84_42,0.13555434,0.093938775,0.110173896,0.47458658,0.04774103,0.05588227,0.082123205
43_45,0.044192005,0.3542179,0.017511351,0.02946403,0.21996999,0.2680436,0.0666011
17_56,0.10149389,0.019434579,0.055349067,0.11259567,0.018568175,0.024701163,0.66785747
56_15,0.20675637,0.0863128,0.06992708,0.43389347,0.04116313,0.03775506,0.1241921
30_27,0.22623776,0.08108855,0.074091755,0.08039266,0.29774967,0.1830921,0.057347454
68_18,0.036363296,0.072541095,0.028063696,0.17244948,0.022787081,0.02634942,0.64144593
44_38,0.046502348,0.095388405,0.08478368,0.01713168,0.33246288,0.39725718,0.026473798
46_31,0.060316186,0.14874129,0.11066657,0.044832338,0.25171706,0.2887364,0.094990164
52_24,0.09187015,0.028903514,0.04592051,0.12884605,0.021728305,0.031429768,0.65130174
84_4,0.24903223,0.07033908,0.23466867,0.15403292,0.15036775,0.086398885,0.05516046
75_25,0.029108401,0.702665,0.025166148,0.12070309,0.034615014,0.03596538,0.05177694
52_37,0.042839028,0.15731378,0.055956863,0.009811452,0.34334138,0.3806919,0.010045589
86_41,0.3172973,0.05874199,0.07372211,0.38408577,0.03407683,0.042270765,0.08980531
94_43,0.33527365,0.048383586,0.1013587,0.35551244,0.050050814,0.05142825,0.057992533
81_44,0.19065951,0.07370909,0.13072193,0.3759239,0.04068375,0.06584812,0.12245364
56_25,0.037101805,0.5014336,0.09524486,0.066444844,0.11372599,0.11204408,0.074004866
70_13,0.13807006,0.07925672,0.07861005,0.3341651,0.04259306,0.053613413,0.27369156
60_40,0.22092049,0.07327439,0.20341183,0.20647252,0.11685572,0.11550874,0.063556306
33_39,0.13002205,0.08992238,0.061940975,0.10262705,0.19895676,0.22461624,0.19191453
69_47,0.18499617,0.07428182,0.20022278,0.4059114,0.047565952,0.047734533,0.039287325
115_57,0.1217956,0.1233314,0.22538516,0.27771357,0.062405914,0.07781619,0.111552194
105_52,0.19333893,0.07216777,0.13329256,0.40851387,0.05410625,0.0569887,0.081591845
95_16,0.23544224,0.066112205,0.086731665,0.37088418,0.046810146,0.047034647,0.1469849
121_57,0.12112935,0.14369488,0.22193342,0.30275828,0.10487119,0.08686674,0.018746147
77_39,0.06603607,0.52139485,0.03788735,0.16631538,0.03337805,0.037027307,0.137961
50_34,0.030915642,0.19402535,0.041958593,0.014239992,0.29992157,0.4047901,0.014148694
72_28,0.025244553,0.72009605,0.029649073,0.10129022,0.04252833,0.042172775,0.039018925
72_7,0.33608603,0.08079495,0.050077282,0.30277184,0.07094423,0.07851456,0.08081105
96_61,0.19988757,0.050625615,0.28441095,0.1746811,0.07584416,0.0417154,0.17283519
46_46,0.09539728,0.044628646,0.07992803,0.019885154,0.36864895,0.34333798,0.048173886
33_33,0.064347126,0.06192952,0.055171315,0.013204015,0.36872333,0.42478055,0.011844091
102_43,0.12804332,0.10084051,0.041571423,0.38417882,0.047052603,0.051347554,0.24696581
70_16,0.18330292,0.10158533,0.08406976,0.3341653,0.0823989,0.08809295,0.12638476
105_54,0.20311613,0.06376049,0.14853112,0.4440148,0.032774586,0.035445143,0.07235769
31_39,0.065508656,0.10308541,0.042894606,0.018917162,0.33585536,0.41133898,0.022399807
62_27,0.12340998,0.11011617,0.10920467,0.1864292,0.14155023,0.15505064,0.17423911
82_6,0.33051524,0.06280224,0.11442096,0.34789214,0.050230257,0.047807347,0.04633182
45_41,0.03800036,0.32834238,0.25987685,0.07204953,0.11347734,0.09692705,0.09132652
85_57,0.2306204,0.071845606,0.11997586,0.08537002,0.24406396,0.14161626,0.10650792
82_40,0.20161028,0.06238173,0.101495564,0.43169054,0.0359515,0.073989026,0.09288137
48_34,0.08740274,0.103866376,0.09574719,0.030912904,0.35800433,0.29412588,0.02994058
55_24,0.042129446,0.080949925,0.043659333,0.009968609,0.27205333,0.48875663,0.06248275
105_33,0.15372598,0.070465244,0.17396897,0.284436,0.030734418,0.036904965,0.24976434
90_48,0.24021263,0.07989007,0.051026847,0.39571866,0.037986506,0.03742025,0.157745
82_27,0.08779618,0.122637324,0.082765125,0.038433477,0.28970715,0.3145427,0.06411804
99_33,0.2093131,0.0835918,0.05571436,0.18235159,0.07242788,0.08081382,0.31578743
72_41,0.08485414,0.2586076,0.18127102,0.14375198,0.11953358,0.1062288,0.1057529
33_54,0.16438122,0.037884537,0.07202008,0.016621526,0.2863475,0.32298833,0.09975684
69_48,0.14342263,0.061683983,0.33829412,0.20057663,0.06521963,0.042659316,0.14814372
64_13,0.18730265,0.05973143,0.10109558,0.30534607,0.040970385,0.05291445,0.25263938
56_34,0.046672832,0.17748523,0.08181507,0.04416545,0.17721371,0.22108927,0.25155842
66_31,0.1318921,0.0641447,0.039953202,0.03989339,0.19090344,0.1720975,0.36111563
48_19,0.18393368,0.07000867,0.09454952,0.25763115,0.09534768,0.084266774,0.2142625
68_36,0.079545565,0.25844327,0.07715916,0.21862823,0.06459967,0.06524238,0.23638175
49_22,0.06467944,0.2655575,0.10140858,0.16393024,0.112625435,0.13217866,0.15962012
83_42,0.18727241,0.078281514,0.13038625,0.43022814,0.043852676,0.0639393,0.0660396
64_30,0.029357689,0.071175314,0.040333867,0.013282422,0.2208747,0.20278992,0.4221861
63_30,0.05329248,0.0677154,0.046005297,0.018413862,0.3959739,0.37616715,0.042431902
92_22,0.11248289,0.3052909,0.11091667,0.20605814,0.07986383,0.09783163,0.087555945
119_68,0.19539392,0.05197304,0.040146682,0.037099782,0.347499,0.22472872,0.103158794
22_56,0.16580732,0.078985505,0.20108497,0.3657234,0.058514,0.07360879,0.056275997
13_52,0.023447664,0.012094265,0.016603349,0.04239769,0.01295556,0.019628344,0.8728732
35_33,0.06523905,0.2562683,0.13358368,0.036930647,0.26930603,0.2226749,0.015997456
32_56,0.13757491,0.059836496,0.09529009,0.024284003,0.32543603,0.33653757,0.021040939
29_29,0.15929292,0.080144234,0.16876256,0.080299556,0.2846175,0.17800808,0.048875127
96_39,0.045120534,0.20337622,0.047133245,0.20710467,0.03784414,0.04335545,0.41606566
112_38,0.29254788,0.10048696,0.08449847,0.22664131,0.08887646,0.08610951,0.12083939
117_44,0.32785824,0.03145868,0.06211057,0.035336446,0.31442195,0.20379776,0.025016416
60_12,0.19893304,0.096324235,0.18060386,0.27249518,0.09749638,0.072827175,0.08132017
42_47,0.045005526,0.12271585,0.10893704,0.02129963,0.28516725,0.36159146,0.05528332
91_45,0.23199356,0.05159458,0.040630233,0.49703437,0.026377,0.030912364,0.12145787
70_25,0.03916555,0.6463221,0.057048034,0.11574047,0.040432483,0.041149214,0.060142178
89_43,0.16389465,0.065317236,0.137187,0.48150778,0.030887786,0.038970545,0.082235016
49_23,0.12180702,0.10393224,0.15915273,0.080034204,0.15971033,0.24110994,0.13425355
79_18,0.03239379,0.63482064,0.08124501,0.11793987,0.033660386,0.03407394,0.06586633
74_4,0.19103941,0.07805135,0.2007039,0.3112022,0.05142872,0.043932155,0.12364228
49_36,0.03749239,0.25914407,0.09350677,0.023032183,0.31471837,0.25610456,0.016001698
72_10,0.13774523,0.09516595,0.09445746,0.039996155,0.29825565,0.27568913,0.058690455
68_43,0.1476298,0.064288996,0.25459155,0.18743142,0.06458591,0.05940686,0.2220654
54_38,0.11524958,0.10282956,0.09211491,0.054660484,0.3310041,0.27056554,0.033575837
6_47,0.039311416,0.009218693,0.037245624,0.04758084,0.009937509,0.009618496,0.84708744
68_2,0.31203526,0.07691391,0.1251074,0.18712868,0.16041856,0.06834515,0.07005107
61_16,0.06833482,0.053194534,0.05681953,0.22100142,0.02288109,0.032326262,0.54544234
66_32,0.038319726,0.09311256,0.035303883,0.025865402,0.194008,0.19563314,0.41775727
41_55,0.1529612,0.03207862,0.07342008,0.013694693,0.36950314,0.31354803,0.04479424
43_43,0.021543957,0.4151374,0.014012609,0.016496051,0.21084204,0.27202135,0.049946636
89_4,0.070762284,0.04884215,0.55454785,0.14017364,0.04551635,0.03683483,0.1033229
122_66,0.026439963,0.11606835,0.05874291,0.009900093,0.28765973,0.4860003,0.015188704
90_26,0.09836958,0.20546302,0.12400152,0.14861763,0.17103626,0.1822851,0.07022695
57_41,0.19464226,0.06968296,0.1598309,0.14018804,0.21111749,0.1527776,0.0717607
37_35,0.118896864,0.15503916,0.119677566,0.34302256,0.10573835,0.12055147,0.037074067
14_52,0.01163822,0.01627219,0.1239143,0.026791569,0.009407991,0.014567839,0.79740787
29_44,0.059564214,0.57749665,0.0635656,0.07560304,0.079125896,0.06857373,0.07607088
73_38,0.041053887,0.64062256,0.067737326,0.120897435,0.035053737,0.0356939,0.058941152
33_43,0.08120204,0.22353514,0.16230255,0.22463442,0.08976228,0.08710118,0.13146238
50_45,0.14172444,0.08581347,0.06740172,0.05203687,0.35960835,0.23731688,0.05609828
119_49,0.25742027,0.09504932,0.075522915,0.3512775,0.07698581,0.072609454,0.07113472
84_16,0.0292503,0.31084952,0.036676936,0.013424251,0.22650337,0.33914354,0.044152033
58_32,0.084680945,0.13477458,0.041936077,0.04463105,0.26836708,0.30496457,0.12064572
47_19,0.18378083,0.047796305,0.21005467,0.16439784,0.08678381,0.06956334,0.23762324
89_22,0.056527015,0.33519718,0.04571039,0.057516146,0.19914654,0.20854954,0.0973532
74_51,0.1575879,0.07356738,0.18955705,0.30872038,0.04502085,0.041228976,0.18431748
112_55,0.11400654,0.103382036,0.09392955,0.049321584,0.31235832,0.27295548,0.05404652
63_24,0.05605065,0.08441633,0.09764847,0.027619187,0.28338608,0.35224313,0.09863608
109_56,0.14505629,0.07517777,0.11654387,0.3424429,0.04113185,0.03945288,0.24019442
47_37,0.023930274,0.09954406,0.021168087,0.008711851,0.39815184,0.43758902,0.0109049035
48_29,0.042883787,0.16653484,0.12715198,0.024867345,0.21747884,0.32855657,0.092526644
67_33,0.104532115,0.069466345,0.08360232,0.0481643,0.26311263,0.29023328,0.14088899
88_56,0.32278457,0.060466774,0.15995656,0.33452037,0.0386179,0.050421536,0.033232316
31_40,0.04234217,0.088180155,0.061790872,0.01587248,0.3340633,0.43377745,0.023973579
106_46,0.04393983,0.2984893,0.10387739,0.22120512,0.050306637,0.052623533,0.2295582
85_14,0.038825333,0.58901775,0.057865247,0.15030512,0.034850117,0.037299316,0.09183711
33_41,0.080095984,0.057941597,0.06673647,0.021066926,0.27711168,0.4147365,0.08231083
83_9,0.21399452,0.07872834,0.15220909,0.38761437,0.04269257,0.053058345,0.07170278
59_38,0.065079354,0.12057006,0.072215624,0.03672485,0.2541395,0.3185976,0.13267297
31_48,0.023112182,0.54378563,0.015443439,0.025827436,0.16674446,0.18407652,0.04101037
85_8,0.28057015,0.0889494,0.07167824,0.3496238,0.08151212,0.0701545,0.057511818
58_13,0.27361223,0.0819644,0.084647425,0.28629255,0.083327256,0.06442145,0.12573466
3_51,0.010336989,0.0041891183,0.17791262,0.0019891497,0.027808607,0.018117238,0.75964624
73_3,0.25715995,0.061494194,0.18189219,0.2703494,0.08919177,0.04646905,0.09344344
116_41,0.17027299,0.06207518,0.27928114,0.042376578,0.26687977,0.15525249,0.02386187
89_9,0.17852752,0.06942039,0.10878723,0.51598144,0.03345302,0.036232322,0.057598084
30_31,0.19719124,0.098457284,0.2542455,0.28810176,0.07894755,0.06280137,0.020255325
90_16,0.089031935,0.059399825,0.06955084,0.01866122,0.31937352,0.38356528,0.060417403
61_11,0.17092086,0.08227166,0.12292111,0.050280623,0.33209655,0.18639515,0.05511396
34_37,0.14422359,0.056216624,0.088479534,0.02666373,0.30268523,0.29887062,0.08286071
114_41,0.120173916,0.07114351,0.19533335,0.031169508,0.28779262,0.24960814,0.044778876
53_38,0.09527048,0.22659114,0.086339824,0.0519257,0.29652283,0.22234014,0.021009985
103_52,0.2087064,0.08808019,0.14161438,0.42676878,0.039381787,0.045739584,0.049708895
96_17,0.2581725,0.07607312,0.07636663,0.28646088,0.050055627,0.04104746,0.21182379
86_35,0.14353888,0.095177345,0.24547803,0.3861691,0.04332687,0.056776002,0.029533697
82_42,0.23285979,0.0717973,0.10017013,0.39746904,0.040501278,0.0700877,0.0871147
60_36,0.05172823,0.41426897,0.05428424,0.08157573,0.15877299,0.1302953,0.109074555
114_45,0.095502466,0.14611685,0.06765759,0.027880475,0.28308937,0.32603025,0.053723007
89_23,0.035986625,0.27468154,0.01561629,0.026527844,0.22646396,0.29049844,0.1302253
65_11,0.13286568,0.087176636,0.08017681,0.47770077,0.033013165,0.03867182,0.15039515
101_57,0.21259475,0.04908899,0.104176335,0.36923054,0.038990077,0.040872093,0.18504722
72_25,0.040303208,0.559935,0.059413638,0.14403097,0.05988079,0.059335597,0.07710084
75_7,0.3788773,0.053146522,0.11336253,0.28012198,0.055374235,0.05847775,0.06063975
29_40,0.10744119,0.14173445,0.10449638,0.10466256,0.27354676,0.23287088,0.035247777
66_15,0.12727334,0.03835953,0.12658845,0.2336722,0.024506124,0.033371948,0.41622844
76_50,0.16555233,0.0850945,0.10087417,0.47690737,0.045810413,0.050570916,0.07519036
12_48,0.016806206,0.65031296,0.013637301,0.115033925,0.022926273,0.02399863,0.1572847
93_33,0.07542229,0.20123087,0.10759478,0.11262832,0.12512761,0.19195303,0.18604322
57_36,0.035648745,0.37784928,0.05828293,0.029283134,0.19462436,0.23709725,0.06721426
27_38,0.14291342,0.095656864,0.16755547,0.36041424,0.07444229,0.06922205,0.089795634
49_21,0.044355012,0.10062001,0.040646065,0.015804987,0.2987969,0.38654462,0.11323244
72_40,0.026948052,0.7528077,0.025441384,0.07228745,0.03538568,0.032405842,0.054723933
98_47,0.27332246,0.05571704,0.066501245,0.45721516,0.044265285,0.049009215,0.053969633
35_29,0.03364874,0.17911278,0.1077999,0.019857923,0.32408458,0.31752238,0.01797374
90_49,0.29841405,0.052936353,0.10046109,0.38398978,0.03613201,0.040410228,0.08765652
73_11,0.16884466,0.05320148,0.036427405,0.02909066,0.29969895,0.2771414,0.13559552
56_40,0.19141522,0.06079485,0.05764814,0.029689876,0.3214109,0.2550571,0.08398395
63_45,0.17231691,0.077303864,0.17781489,0.3768928,0.041112598,0.031868808,0.12269023
82_43,0.15971568,0.060970746,0.10719426,0.3906263,0.038182188,0.06226516,0.18104576
15_44,0.05978199,0.10678329,0.08410117,0.027695563,0.32832322,0.3482832,0.04503155
12_52,0.048918597,0.013094036,0.040515553,0.008975862,0.14406802,0.11565671,0.62877125
72_18,0.11310355,0.09212827,0.097922616,0.23525974,0.069964886,0.109417364,0.28220353
66_18,0.18075083,0.08413563,0.094785094,0.39984998,0.050038047,0.05836533,0.13207518
81_52,0.13634485,0.04313054,0.060699325,0.26601163,0.023282604,0.02123854,0.44929254
54_26,0.047489207,0.14306854,0.08681658,0.025946308,0.25617,0.35025123,0.09025812
82_35,0.16664559,0.062299464,0.1515885,0.3762612,0.03870903,0.0570117,0.14748447
81_16,0.02698862,0.70973134,0.015326096,0.13181336,0.030674826,0.03261696,0.05284878
65_4,0.22130728,0.06587483,0.09831598,0.05791887,0.2852336,0.14356317,0.12778631
107_39,0.027827444,0.53676516,0.132956,0.18572918,0.031239485,0.03411002,0.051372733
95_15,0.27266443,0.070353985,0.070991695,0.3833738,0.05592176,0.05361602,0.09307848
124_61,0.17832433,0.057574436,0.19457197,0.05203076,0.26231137,0.16254023,0.09264698
83_55,0.38057742,0.060194664,0.075468935,0.2215346,0.10205116,0.069362745,0.09081053
124_71,0.11007176,0.06103062,0.22494228,0.030401884,0.3488761,0.17818327,0.046494152
66_14,0.12789379,0.033174593,0.14686035,0.21100669,0.015621927,0.01929097,0.4461516
52_18,0.2006272,0.0638754,0.0950858,0.37275225,0.034186557,0.042134684,0.19133812
47_21,0.118702725,0.06978952,0.10108751,0.032182463,0.24601379,0.2688568,0.16336721
62_6,0.06857181,0.051581,0.418735,0.038013525,0.17393911,0.10372456,0.14543496
104_44,0.026210623,0.037068047,0.022503795,0.106868334,0.012899972,0.015001714,0.7794475
49_46,0.11416496,0.06393738,0.045618337,0.02425261,0.37559688,0.32982188,0.046607908
100_24,0.19926572,0.07497574,0.13359722,0.27772564,0.056467835,0.07178469,0.18618315
80_13,0.15497197,0.05969515,0.19068334,0.20634371,0.069602735,0.10231314,0.21638988
121_71,0.12502433,0.042408206,0.20212202,0.02349826,0.29950598,0.1872637,0.12017757
87_16,0.034361064,0.5719,0.07805796,0.13960265,0.051440474,0.053130273,0.07150761
45_46,0.0958887,0.03777654,0.015859464,0.013809503,0.3225125,0.4064528,0.10770058
26_57,0.35841036,0.052171573,0.07312303,0.2461787,0.09578287,0.094361365,0.079972014
37_30,0.040830344,0.11331024,0.05802049,0.015385363,0.35142818,0.40690312,0.0141223585
65_20,0.12720196,0.09124359,0.1573348,0.22471812,0.07016434,0.08639794,0.24293926
66_17,0.18544444,0.08531063,0.119884685,0.34521836,0.050887592,0.06580626,0.14744803
28_59,0.19480719,0.050789062,0.32229328,0.047493797,0.21354222,0.102928035,0.06814642
44_31,0.08751245,0.14349465,0.13332729,0.046342377,0.24415296,0.26391608,0.08125413
46_38,0.09107912,0.2767462,0.13747217,0.19341473,0.0870965,0.08758311,0.12660824
103_24,0.2570772,0.07132579,0.16825381,0.13233228,0.16546485,0.095248036,0.11029804
82_33,0.20694748,0.050742675,0.05968575,0.3121432,0.061894048,0.09075535,0.21783152
66_26,0.019657934,0.441544,0.03569927,0.013184657,0.1862975,0.26541793,0.03819869
62_47,0.014651683,0.037354305,0.53135914,0.013416048,0.078812584,0.058908746,0.26549748
70_0,0.092922,0.053316806,0.43573892,0.03948748,0.21009396,0.10955285,0.05888804
65_6,0.37109736,0.06614455,0.07672904,0.06978785,0.21559761,0.12126535,0.0793783
94_44,0.33432308,0.049979314,0.06724196,0.40734065,0.04793524,0.05150346,0.04167636
93_53,0.1607391,0.079308294,0.24113373,0.37701115,0.034924794,0.05230155,0.054581515
65_23,0.039523084,0.080452256,0.103917934,0.014022775,0.2808814,0.42180046,0.059402082
81_31,0.08256175,0.036471833,0.06822466,0.18817955,0.029893486,0.036959037,0.5577097
28_55,0.3263402,0.06123528,0.096861936,0.09814433,0.16831861,0.1651435,0.08395619
104_35,0.02932957,0.6393134,0.031505,0.1529848,0.043497585,0.041840617,0.061529044
93_8,0.35107028,0.059360445,0.10187718,0.06488707,0.26223215,0.13106586,0.029507048
47_46,0.14576116,0.049183413,0.054360796,0.020213189,0.37414542,0.32716414,0.029171865
116_68,0.10829496,0.16714534,0.12953484,0.08351205,0.2892201,0.16703615,0.055256516
9_45,0.20835847,0.03331744,0.05792517,0.018113825,0.32058755,0.2547775,0.10692006
99_21,0.2754223,0.08063621,0.15983887,0.2873944,0.058625057,0.071540944,0.06654223
88_60,0.13842721,0.06314276,0.2175081,0.3547094,0.04416652,0.035032924,0.14701311
70_33,0.12373082,0.11443532,0.17776935,0.25938278,0.07960344,0.11138677,0.13369152
86_8,0.29907897,0.07890604,0.09440813,0.296005,0.08734349,0.06924088,0.07501747
5_50,0.015290064,0.012191469,0.017547619,0.020415977,0.028673096,0.015594531,0.8902873
