,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4,Proteomics private topic 4
85_9,0.2400663,0.07739175,0.110355556,0.36011273,0.058190133,0.0607263,0.09315721
106_36,0.02991839,0.5794002,0.02536286,0.14979778,0.05540239,0.05666397,0.10345439
64_9,0.20104168,0.09080173,0.14923544,0.33766472,0.07350883,0.05414564,0.093601935
68_9,0.17211726,0.07853783,0.16111416,0.3788683,0.04114177,0.047418788,0.120801814
7_48,0.04018491,0.015248126,0.036220804,0.07932815,0.008958548,0.009045498,0.811014
110_55,0.10617334,0.10332238,0.16132948,0.46048793,0.03778976,0.0438892,0.087007925
78_48,0.03334747,0.10583116,0.026922403,0.3428167,0.017365053,0.025033152,0.44868407
19_51,0.05123063,0.18149316,0.08458977,0.24182847,0.036721773,0.04433579,0.3598004
92_53,0.37020472,0.054141473,0.033405986,0.39775312,0.0314355,0.042797647,0.07026153
103_54,0.13495527,0.114423536,0.08451844,0.4904909,0.04929862,0.0481766,0.07813662
99_13,0.17090464,0.07102059,0.31367543,0.13581243,0.09437449,0.06286359,0.15134878
56_13,0.39966288,0.059794366,0.07253754,0.17250724,0.15010016,0.07798631,0.06741153
91_57,0.46696687,0.065633446,0.025340544,0.3016455,0.041970704,0.03890359,0.059539396
99_14,0.025830297,0.028737055,0.7409342,0.047449235,0.027054677,0.018267429,0.11172712
84_15,0.02735797,0.50146514,0.038146097,0.026132219,0.14741883,0.17603971,0.08344005
64_4,0.121358186,0.04338984,0.05735972,0.014539052,0.3366603,0.3247276,0.10196532
66_12,0.1470529,0.06719602,0.08201491,0.355053,0.025441365,0.034517676,0.2887241
99_51,0.2786698,0.06677262,0.122423515,0.40002838,0.035022456,0.038042787,0.059040476
76_31,0.06404338,0.22697641,0.103510864,0.05361938,0.20559049,0.21872987,0.12752958
39_19,0.10213044,0.0447429,0.10600789,0.029494502,0.39675793,0.27663103,0.04423532
41_30,0.054917354,0.25044525,0.045684833,0.042516403,0.24959683,0.28304473,0.07379465
67_24,0.020414624,0.7486927,0.065785274,0.05459924,0.038274553,0.036853287,0.035380326
44_39,0.07468989,0.20545785,0.11068051,0.07844429,0.22777498,0.20651944,0.09643312
59_19,0.11980799,0.13398461,0.108754046,0.3332368,0.040138822,0.05396016,0.2101174
104_41,0.056952823,0.2906405,0.07901102,0.33143064,0.042496216,0.047394987,0.15207373
80_54,0.22646238,0.0745576,0.09579216,0.27430364,0.12158948,0.07946206,0.12783271
99_48,0.13209131,0.07006598,0.30089432,0.3683511,0.034398448,0.03581065,0.058388203
86_42,0.22140528,0.067313604,0.11375923,0.42649555,0.045661174,0.05455663,0.07080852
37_49,0.08025416,0.2058695,0.07566731,0.043168418,0.24503899,0.28422064,0.06578102
35_52,0.1525791,0.040439118,0.06717799,0.011365154,0.3222789,0.36580205,0.04035765
69_12,0.11483609,0.14461452,0.03834151,0.22712898,0.03728092,0.047678698,0.39011925
119_54,0.17192799,0.096664004,0.09697952,0.32759026,0.049361527,0.05533699,0.20213962
32_30,0.12623937,0.122782126,0.12290622,0.44550875,0.049092617,0.052583642,0.08088735
85_48,0.077553056,0.06636145,0.061513763,0.32529843,0.026188744,0.031802036,0.41128248
70_46,0.2663137,0.053623237,0.071962915,0.4298012,0.03575733,0.048393562,0.09414805
103_42,0.059179187,0.21062295,0.072847776,0.28417614,0.04373427,0.048168242,0.28127143
77_47,0.10250008,0.14536116,0.08973832,0.43950638,0.038994867,0.05218274,0.1317165
90_52,0.22440477,0.08113357,0.13984892,0.34526074,0.046231445,0.06458812,0.098532476
92_56,0.50219566,0.06864326,0.033446047,0.2816831,0.041221373,0.037642855,0.035167813
63_46,0.17046812,0.05077988,0.1890313,0.028992968,0.2788765,0.19033511,0.091516085
16_42,0.21175028,0.05506617,0.20462303,0.05462893,0.26443696,0.16891326,0.04058141
63_32,0.07685041,0.110997126,0.025837053,0.116260655,0.09909163,0.12953442,0.44142863
36_26,0.068188764,0.042272676,0.0457889,0.0108654415,0.34449837,0.4585656,0.029820377
67_43,0.23091406,0.070123166,0.1401449,0.20056279,0.119225435,0.10850574,0.13052393
100_41,0.08655144,0.17518333,0.118078634,0.2880683,0.06839881,0.06739829,0.19632119
78_32,0.20515569,0.06773475,0.11705511,0.2515085,0.068845786,0.11155676,0.1781434
109_46,0.10064345,0.25118926,0.11346769,0.35518506,0.06732321,0.07183067,0.040360745
41_24,0.18849814,0.0640752,0.23937012,0.2953905,0.06199443,0.06327347,0.08739808
88_26,0.10270508,0.12334197,0.102516904,0.07561856,0.22188084,0.23586376,0.13807282
28_35,0.04680298,0.08517555,0.54983175,0.20195283,0.04539094,0.032769296,0.038076635
74_25,0.015383081,0.72743016,0.08655316,0.09365244,0.022321869,0.024020914,0.030638514
61_26,0.040055357,0.112878606,0.077925496,0.028117638,0.23005837,0.26228014,0.24868439
83_48,0.1631046,0.08182445,0.069010876,0.44248274,0.027325615,0.03733733,0.17891438
67_19,0.096920475,0.07654209,0.13244033,0.28882763,0.03178573,0.044985685,0.32849804
98_24,0.06875541,0.22735678,0.08258331,0.06908107,0.2086899,0.24459298,0.09894055
100_40,0.049816962,0.32440037,0.15329815,0.25914666,0.048033845,0.053318392,0.11198568
107_30,0.23633468,0.071292035,0.1526682,0.27486512,0.07725782,0.06649239,0.121089675
92_47,0.12150036,0.07149707,0.12111312,0.54833156,0.031423714,0.037254695,0.068879545
84_38,0.22999972,0.065145664,0.1040575,0.45034564,0.03658476,0.040045902,0.073820814
109_43,0.07150954,0.29952687,0.1518108,0.31951308,0.05847986,0.057116333,0.04204354
17_48,0.02429626,0.71953905,0.01855906,0.11964691,0.023502585,0.025663646,0.06879256
66_10,0.1318196,0.07963549,0.118487954,0.53078336,0.02649862,0.03368473,0.07909021
42_29,0.07517917,0.25119284,0.21667846,0.086867794,0.14472674,0.15785797,0.06749711
48_33,0.096383795,0.08390518,0.093004145,0.0322174,0.30584082,0.28437343,0.10427526
57_27,0.042635407,0.31307742,0.06831024,0.05403674,0.204728,0.22429053,0.092921615
21_47,0.025193244,0.29595256,0.057326905,0.018380933,0.23397657,0.32564044,0.04352931
51_19,0.1322337,0.056386378,0.115435496,0.27437052,0.03874982,0.050791167,0.33203292
63_10,0.20431924,0.082858466,0.09410527,0.08494999,0.26707006,0.17372926,0.0929677
71_5,0.27058345,0.06621752,0.1137151,0.40318543,0.04913495,0.04257151,0.054591965
105_51,0.13681087,0.09332884,0.23504414,0.37597218,0.05409083,0.054566033,0.05018715
40_43,0.023340046,0.6678678,0.05268894,0.07273246,0.059605733,0.0526052,0.0711599
20_45,0.05462725,0.030691748,0.03831507,0.008092887,0.28555813,0.49720564,0.08550923
104_32,0.1744678,0.08080052,0.16104124,0.29551712,0.0476418,0.058872674,0.18165874
8_51,0.010047068,0.025227543,0.009677857,0.0025779565,0.12619855,0.13665365,0.6896174
77_49,0.100697264,0.090926535,0.07834432,0.47878358,0.03271899,0.044438098,0.17409115
69_36,0.07454193,0.2912153,0.05566742,0.26839846,0.06435301,0.07022437,0.1755995
41_54,0.18612829,0.036187593,0.05705595,0.027567284,0.33606634,0.25159302,0.10540156
90_15,0.12928677,0.12123867,0.1059468,0.45331708,0.047033507,0.058780655,0.08439657
69_20,0.114892274,0.118189834,0.07565127,0.33766818,0.06418324,0.08290225,0.206513
56_33,0.055693414,0.1623798,0.057272203,0.04730428,0.20793848,0.26606178,0.20334998
9_51,0.011793704,0.019934515,0.022755664,0.023627706,0.011671097,0.010198562,0.9000188
81_49,0.18849076,0.064340584,0.050620347,0.4031861,0.02866997,0.0365084,0.22818382
41_51,0.08268201,0.03776454,0.040718168,0.009836738,0.34300405,0.45233375,0.033660736
86_6,0.24072205,0.07071693,0.12826225,0.060853764,0.26086757,0.1496059,0.088971525
99_41,0.06002574,0.20406865,0.076412685,0.29486918,0.042955805,0.04353122,0.27813667
84_6,0.27458358,0.07829728,0.12826002,0.3224432,0.064833395,0.053233407,0.07834916
102_42,0.11941488,0.15089959,0.08044136,0.32157943,0.050577473,0.054261122,0.22282623
75_12,0.0842295,0.061042134,0.1253646,0.030466031,0.30553266,0.28822467,0.1051404
29_41,0.13504605,0.05502048,0.08395554,0.03271974,0.3120895,0.30098417,0.08018443
74_47,0.11764087,0.047980934,0.061624277,0.26164046,0.023606353,0.023888793,0.46361822
88_2,0.14629696,0.12488876,0.1700343,0.25723332,0.11308819,0.12878166,0.059676856
98_36,0.05654759,0.35201782,0.06333798,0.2443348,0.059886973,0.06877894,0.1550959
74_11,0.17567164,0.052413046,0.03759449,0.02288806,0.3209681,0.2792856,0.11117911
91_12,0.26649874,0.0836454,0.068114765,0.40887442,0.047713466,0.042308353,0.08284493
71_43,0.15617585,0.10675935,0.1198531,0.28182122,0.06560762,0.07567522,0.19410765
57_39,0.14087729,0.08587648,0.117269106,0.3501188,0.066742174,0.052295938,0.18682013
69_29,0.052688975,0.24352756,0.073683634,0.02487575,0.23804823,0.28329816,0.083877735
92_28,0.14035523,0.08047197,0.11194314,0.42475444,0.041152958,0.053281166,0.14804111
53_39,0.072642006,0.22623153,0.07556334,0.053051755,0.31097707,0.23253316,0.029001135
58_23,0.04184402,0.32564184,0.048685618,0.02981417,0.21297428,0.24332327,0.097716704
115_38,0.14242893,0.05893461,0.3011511,0.054752544,0.20990333,0.13598372,0.09684581
125_69,0.107136615,0.052160352,0.15492849,0.023300318,0.36014363,0.23696795,0.06536261
86_40,0.19651961,0.06154563,0.10281149,0.42971072,0.0316963,0.041697036,0.13601923
56_21,0.18948826,0.08166299,0.12755814,0.23826914,0.06769651,0.08579612,0.20952883
123_63,0.12988482,0.059524894,0.14936921,0.03265336,0.35071442,0.25799742,0.019855864
70_43,0.20565082,0.08404283,0.16190395,0.2713813,0.063266225,0.080909476,0.13284542
37_27,0.10658931,0.16936634,0.17368428,0.29897988,0.10978565,0.085373856,0.0562206
89_59,0.1126346,0.05790683,0.38154027,0.05889963,0.20718378,0.11662731,0.065207556
125_65,0.05119649,0.022060419,0.026545094,0.003574853,0.31026393,0.5777766,0.008582623
93_13,0.12747934,0.050611682,0.1800741,0.24089545,0.023984876,0.028486488,0.3484681
36_52,0.23305786,0.02456938,0.05842982,0.013831943,0.30849782,0.32385388,0.03775926
26_55,0.13151938,0.03528886,0.090504356,0.015918704,0.33826077,0.30900672,0.07950122
67_13,0.17252296,0.073306836,0.08619429,0.31881985,0.030650446,0.039478876,0.27902678
74_0,0.14744273,0.033733133,0.3021233,0.0380788,0.12294648,0.06800327,0.28767234
101_59,0.24001728,0.05983874,0.08397985,0.099930786,0.22679546,0.12426966,0.16516832
17_43,0.33289614,0.06949533,0.04925851,0.27494916,0.08839243,0.07573092,0.10927753
86_33,0.18610735,0.090913504,0.068953566,0.41579103,0.05287312,0.07104207,0.11431938
63_31,0.04822656,0.076166466,0.046936333,0.017182868,0.31760204,0.359652,0.13423365
51_39,0.059084594,0.19957346,0.08602494,0.051837742,0.20570995,0.1890256,0.20874375
44_36,0.053697333,0.08629263,0.07047755,0.017935667,0.35630772,0.39671224,0.01857685
34_49,0.028539732,0.2801778,0.06920517,0.016768537,0.21393898,0.33505076,0.056319047
116_46,0.06859779,0.14584358,0.09351202,0.052111585,0.35116285,0.26699704,0.021775095
44_45,0.034280013,0.22950424,0.08000955,0.028819075,0.23922007,0.30404416,0.08412286
84_31,0.12776755,0.07008848,0.1080289,0.24014181,0.06399293,0.06670297,0.32327735
54_28,0.04743425,0.5917092,0.11410498,0.070192076,0.06758523,0.059334364,0.049639836
57_37,0.054523315,0.23994198,0.057092343,0.05027352,0.18410724,0.20119415,0.21286738
93_35,0.09892909,0.1250078,0.12194278,0.30892414,0.06569933,0.10229211,0.17720473
73_35,0.03618395,0.69514877,0.054278493,0.09299166,0.039771598,0.040319044,0.041306566
28_44,0.06230527,0.40983173,0.0830849,0.11672372,0.09698758,0.08963114,0.14143562
118_49,0.15581207,0.041599274,0.06250839,0.014376357,0.33448365,0.33912545,0.05209485
69_19,0.11058193,0.13239908,0.04302139,0.36915597,0.060819447,0.079750754,0.2042714
77_41,0.07448542,0.27171952,0.1731317,0.3106445,0.049677406,0.057721823,0.06261966
100_16,0.11866024,0.06477856,0.24060279,0.19924968,0.0416093,0.0350371,0.30006227
20_57,0.23465902,0.06307833,0.18564206,0.3193185,0.056743886,0.06272054,0.07783762
95_61,0.18952864,0.0879765,0.22519265,0.10658251,0.21350592,0.10868124,0.06853248
65_3,0.21754758,0.092012815,0.1670908,0.06947708,0.287432,0.14161308,0.024826605
98_41,0.08962542,0.15789604,0.10359892,0.33445498,0.04248799,0.047777697,0.22415897
98_25,0.035782784,0.46883836,0.18452871,0.1451536,0.043107044,0.046608772,0.075980775
92_4,0.1397002,0.11021016,0.18017143,0.37730813,0.056907915,0.069015115,0.066686936
77_8,0.12811086,0.09306385,0.082082465,0.038748175,0.356875,0.2667768,0.03434284
49_25,0.06525565,0.052929066,0.2337757,0.01613251,0.21511063,0.26374218,0.15305428
26_38,0.23428892,0.068881705,0.15738785,0.1813504,0.15768212,0.11600552,0.084403574
81_15,0.09280067,0.3231598,0.08116519,0.22369266,0.08018922,0.07627793,0.12271453
15_54,0.053407684,0.014594938,0.050426755,0.094552666,0.01325046,0.01677904,0.75698847
95_50,0.30585673,0.065088876,0.044185378,0.41462588,0.044606227,0.047969062,0.07766778
0_49,0.027881255,0.033718783,0.042068373,0.020016165,0.1483965,0.08811402,0.63980484
119_70,0.13639648,0.056923307,0.13092841,0.031918056,0.23331161,0.17242847,0.23809363
100_37,0.06801728,0.46268466,0.07672839,0.2082039,0.04405105,0.046685442,0.09362931
111_51,0.2672137,0.08054134,0.12856644,0.17206244,0.14900997,0.11573485,0.086871296
116_50,0.069305256,0.18245226,0.118252926,0.061116442,0.22874506,0.24872504,0.09140304
21_41,0.17316663,0.0859961,0.2023854,0.2521123,0.105647475,0.090398856,0.09029323
78_16,0.060301226,0.1714751,0.04338362,0.063074864,0.17807987,0.19686007,0.28682524
57_22,0.14614762,0.1426585,0.12208144,0.1848325,0.11734609,0.13901533,0.1479185
64_8,0.35148367,0.07908229,0.08726804,0.2153045,0.10336948,0.060907982,0.10258391
52_26,0.10031237,0.088308424,0.06467804,0.23162909,0.06750262,0.09984372,0.3477258
79_14,0.15499072,0.080678515,0.12999399,0.1991724,0.11844714,0.18136957,0.13534765
72_29,0.020769875,0.7255874,0.04782058,0.08575027,0.041877877,0.04129735,0.036896583
93_34,0.055031322,0.2512192,0.094863206,0.20304894,0.106378555,0.13255544,0.15690339
54_20,0.11273162,0.16261058,0.11627695,0.2642759,0.07427899,0.073226064,0.1965999
74_31,0.025286283,0.764254,0.02095074,0.085980415,0.03176229,0.033385217,0.03838108
41_34,0.0721416,0.09202621,0.09537926,0.02591663,0.33982283,0.3432904,0.031423092
87_17,0.03710912,0.6826625,0.046828017,0.12567395,0.032239098,0.034070943,0.041416377
95_11,0.107600555,0.16486882,0.11535077,0.41724056,0.08435798,0.06904302,0.041538265
67_31,0.027305756,0.036120616,0.014416257,0.06388365,0.024399213,0.0317735,0.802101
41_31,0.057160668,0.20791608,0.10667834,0.03583033,0.24007076,0.28111085,0.071232945
49_24,0.09305719,0.044436578,0.11460284,0.017790906,0.266784,0.37007135,0.0932571
68_42,0.13510276,0.04061934,0.028766286,0.016964799,0.2478833,0.28350696,0.24715653
30_59,0.23403706,0.07456503,0.16437428,0.17244533,0.11961179,0.08153715,0.15342936
70_3,0.17509508,0.07022915,0.31860676,0.31432137,0.048316427,0.029964134,0.043467037
84_44,0.13054727,0.09140819,0.15969644,0.527278,0.03208004,0.04104175,0.017948313
28_57,0.33046767,0.06329203,0.16116261,0.17223337,0.12821327,0.10798733,0.036643725
101_51,0.12086782,0.046739895,0.111252904,0.28585982,0.0255274,0.028163457,0.3815887
99_52,0.30607408,0.055570442,0.09319065,0.3963706,0.049699854,0.05368813,0.045406226
86_30,0.2563277,0.0913205,0.089163706,0.17572871,0.15162045,0.14028443,0.095554456
120_51,0.2010004,0.05573525,0.126929,0.031311348,0.31999645,0.21875821,0.04626935
64_26,0.034931492,0.13918032,0.22056888,0.025174448,0.20744821,0.27662173,0.09607491
11_54,0.020010931,0.0038809262,0.011335407,0.0020669738,0.044400636,0.0334603,0.8848448
83_44,0.098479494,0.12924546,0.09622319,0.5434565,0.04122928,0.05287534,0.03849072
55_21,0.09535534,0.20011973,0.0802666,0.23954944,0.05999924,0.0668232,0.25788647
50_37,0.03763917,0.24667753,0.07943179,0.02213458,0.2874358,0.3109775,0.015703622
104_28,0.37535992,0.05766945,0.12825425,0.23551872,0.083299816,0.07729868,0.042599168
27_33,0.17448005,0.08842797,0.23225057,0.10160036,0.20843601,0.15054291,0.044262104
99_32,0.1892648,0.08873721,0.13645451,0.29388997,0.06641201,0.06893108,0.15631047
57_34,0.039642233,0.22491013,0.09480553,0.0248944,0.21934494,0.29446876,0.10193402
75_2,0.031829294,0.058778,0.6715002,0.0391957,0.11772416,0.06288081,0.018091867
71_38,0.023463571,0.7613009,0.0953119,0.04753219,0.023950415,0.022732478,0.025708547
13_46,0.03279507,0.36977696,0.022164278,0.22459045,0.043522965,0.045151323,0.26199892
93_5,0.11337039,0.15404803,0.15062037,0.38652718,0.056537088,0.06974711,0.06914985
121_53,0.20356649,0.065024756,0.0743167,0.037083056,0.31060442,0.21337722,0.09602743
96_14,0.25231996,0.06728941,0.13175195,0.37384504,0.05797621,0.05792273,0.058894653
110_43,0.033442244,0.6289566,0.03274354,0.17276877,0.03985523,0.040327646,0.05190585
55_41,0.37570632,0.04407839,0.04498296,0.28492653,0.0773887,0.0792099,0.09370722
105_31,0.19778857,0.123246394,0.12069723,0.34242314,0.051540684,0.057726983,0.10657695
27_44,0.067058936,0.23889025,0.1232229,0.12466747,0.08571791,0.07987146,0.28057107
28_33,0.19614351,0.095821925,0.15688409,0.2917565,0.08869635,0.07945303,0.0912446
33_34,0.102891244,0.105646476,0.0836553,0.039730992,0.32554826,0.31991547,0.022612242
93_21,0.08648222,0.23925461,0.0927982,0.31900695,0.055481147,0.06787168,0.13910517
17_49,0.01612447,0.7257572,0.01043886,0.10241078,0.016893586,0.018677637,0.109697536
87_58,0.20865431,0.056094892,0.29739973,0.15714282,0.096102245,0.058005273,0.12660082
68_16,0.15543933,0.0968876,0.10454933,0.43742254,0.056493066,0.06480393,0.08440408
78_37,0.08499243,0.08390407,0.052022055,0.2708315,0.051871452,0.06965969,0.38671872
117_64,0.26143584,0.05367786,0.114836656,0.05120101,0.26347062,0.20152552,0.05385247
82_26,0.13908213,0.05887767,0.03558744,0.02569505,0.33018184,0.34224257,0.068333246
27_49,0.014563258,0.713818,0.021428263,0.09568801,0.04441902,0.0436716,0.066411786
90_25,0.046818104,0.46893397,0.07199707,0.09626238,0.12592591,0.120256834,0.06980568
62_42,0.15768987,0.07020111,0.18913549,0.30509707,0.04842641,0.054343864,0.17510621
17_44,0.14892304,0.090053335,0.23939621,0.25552818,0.10156196,0.09146352,0.07307375
87_7,0.1493617,0.07440692,0.33369264,0.22415273,0.086038,0.061878204,0.07046979
88_29,0.09565718,0.040803984,0.11705717,0.013046091,0.273096,0.35327312,0.10706642
56_26,0.030621158,0.67874,0.03213455,0.05042865,0.081315406,0.07399767,0.05276243
92_15,0.13572495,0.04190742,0.12203072,0.22670932,0.024686158,0.027933469,0.421008
86_16,0.036053117,0.5702202,0.03938885,0.042995214,0.123517744,0.13354994,0.054274943
65_28,0.04859671,0.10484166,0.04433554,0.014734623,0.26311997,0.45782202,0.06654953
102_26,0.25903478,0.07448278,0.18238702,0.18640664,0.11483365,0.10850383,0.07435129
98_23,0.059648108,0.24364549,0.089737006,0.07348711,0.17613234,0.19944814,0.15790185
25_49,0.014194562,0.821822,0.018586937,0.05460383,0.032881785,0.030204933,0.02770597
97_30,0.15354948,0.07603926,0.23480625,0.3214551,0.0456593,0.062216252,0.1062743
75_1,0.1024388,0.058913745,0.43829575,0.09194118,0.11559876,0.06467814,0.12813361
120_69,0.14380406,0.04518145,0.13342668,0.022675367,0.31835362,0.24028221,0.0962766
78_7,0.3338138,0.07451244,0.06819824,0.36598966,0.05411534,0.061352383,0.042018097
110_41,0.026968796,0.5711266,0.031484526,0.1998317,0.045929074,0.049472097,0.07518721
87_27,0.025451975,0.0761344,0.022206672,0.009431375,0.22532862,0.2870162,0.3544307
95_48,0.17489614,0.07712496,0.12584743,0.37668514,0.02574394,0.035104487,0.18459779
106_48,0.22489296,0.0805838,0.083434716,0.40406287,0.043352168,0.05300155,0.11067199
9_53,0.01216896,0.0066861273,0.005389114,0.003095043,0.056450266,0.04080412,0.8754064
66_34,0.07920389,0.10421304,0.09766327,0.03360143,0.31035888,0.31022477,0.06473462
66_25,0.01623993,0.6549846,0.03504655,0.028406417,0.10858868,0.10888998,0.04784373
89_15,0.097283624,0.1592747,0.12414368,0.36134246,0.056611255,0.065637074,0.13570718
114_63,0.31897604,0.06929908,0.17510672,0.23470667,0.09101456,0.06750928,0.043387633
86_52,0.11808625,0.103508666,0.11256645,0.4953818,0.03613116,0.047946133,0.08637958
117_50,0.04945736,0.09383669,0.069772884,0.018067759,0.36104056,0.36944586,0.038378928
68_37,0.0671586,0.53788763,0.04241399,0.13090141,0.05224771,0.049525727,0.11986497
53_34,0.03635819,0.12759268,0.06916146,0.01267966,0.24471952,0.41237456,0.097113945
10_47,0.06281636,0.24151246,0.07816399,0.16734864,0.0545855,0.053678084,0.34189492
31_28,0.22373764,0.069749676,0.15676431,0.35074762,0.051533278,0.048984032,0.098483406
72_43,0.092501424,0.13412537,0.089618154,0.21612953,0.068221755,0.08426607,0.3151377
86_7,0.22494912,0.08585245,0.227043,0.24123026,0.10629513,0.07092146,0.043708522
97_33,0.16076374,0.098611064,0.16647539,0.28868228,0.07494064,0.081834786,0.12869206
60_46,0.17251773,0.10262054,0.11817477,0.3646623,0.055179544,0.048263285,0.13858175
54_42,0.21424119,0.07988883,0.07420485,0.07797361,0.27866456,0.19122016,0.08380685
73_45,0.10576015,0.06477328,0.05264399,0.34756604,0.02365654,0.04978235,0.35581762
92_9,0.2920988,0.08696079,0.13043712,0.36142623,0.06082548,0.047290538,0.020960944
70_10,0.1620158,0.13408922,0.097142376,0.37986407,0.04956826,0.040283523,0.1370368
87_45,0.19234724,0.075097084,0.053587426,0.43745828,0.058776587,0.064034045,0.11869935
44_43,0.023482159,0.41603756,0.022234159,0.016369466,0.20388587,0.26759857,0.050392114
95_45,0.23604946,0.06814786,0.069117375,0.48937517,0.03438197,0.04844223,0.054485984
60_44,0.2958949,0.058772434,0.12978078,0.23413318,0.10125361,0.070926994,0.10923808
18_59,0.020437235,0.02779295,0.57464015,0.07239976,0.011837465,0.008153003,0.2847394
77_6,0.24588434,0.08153098,0.13110054,0.3530908,0.048510138,0.049188755,0.09069442
83_27,0.09084961,0.08588992,0.046389673,0.02747177,0.2959498,0.3359565,0.11749275
107_38,0.037977688,0.48588106,0.09840873,0.2069873,0.040663898,0.04568601,0.084395275
84_21,0.038870953,0.62713397,0.057770398,0.098298416,0.06508332,0.06512669,0.047716204
53_32,0.043034945,0.25797352,0.07267102,0.06534969,0.21366583,0.2021365,0.14516847
34_52,0.10507994,0.01731142,0.061830223,0.005155824,0.2705048,0.47325635,0.066861354
91_36,0.16817203,0.0808735,0.053516395,0.44485927,0.03913009,0.054916967,0.15853171
89_39,0.02915099,0.019456018,0.011117101,0.10025721,0.012603917,0.012312199,0.8151025
70_37,0.05862288,0.5159844,0.039586354,0.19369721,0.05184811,0.053687092,0.086573996
68_23,0.039468415,0.59421074,0.025787974,0.11381012,0.06820774,0.06229544,0.09621954
29_42,0.09403079,0.043333992,0.03692031,0.011962191,0.30317563,0.42464268,0.0859344
96_19,0.10328018,0.06520042,0.09040488,0.03091076,0.2841012,0.28480345,0.14129913
116_56,0.03421758,0.06744417,0.046572406,0.0074047963,0.2740337,0.53322035,0.03710705
80_24,0.09889582,0.13273878,0.13262782,0.14456673,0.15604213,0.19348426,0.14164451
69_28,0.034886017,0.5112126,0.14763048,0.086169966,0.06795873,0.06138583,0.09075642
38_41,0.057261847,0.106706575,0.07677047,0.023664253,0.26659498,0.35625833,0.112743594
111_35,0.23153988,0.073642515,0.116822734,0.1465614,0.19900312,0.12718692,0.10524344
62_36,0.07065717,0.31786135,0.102542914,0.18275422,0.100865446,0.10125451,0.12406433
73_47,0.17043307,0.090737894,0.09990992,0.46973777,0.04196596,0.042781793,0.08443358
120_57,0.06343396,0.08465567,0.09535133,0.028903095,0.2993061,0.32233396,0.10601588
64_43,0.2691763,0.06269111,0.16078062,0.30734375,0.06333548,0.05964383,0.07702892
69_45,0.22605185,0.08877941,0.12517782,0.18541022,0.17738998,0.14553544,0.05165533
57_45,0.22267944,0.06071136,0.051426753,0.048641726,0.25647622,0.19828524,0.16177924
74_49,0.25203824,0.058695104,0.07689917,0.35782453,0.05252579,0.049040575,0.1529766
102_40,0.040332325,0.56636304,0.09120987,0.19132017,0.023052907,0.026913965,0.060807705
101_19,0.15746258,0.062213235,0.31244716,0.20713022,0.04640949,0.036191117,0.17814624
67_11,0.119594306,0.10605116,0.11625777,0.42670065,0.038645327,0.05241026,0.1403405
82_34,0.15990181,0.06709939,0.17832386,0.35277438,0.040788658,0.056340504,0.1447714
46_25,0.17781283,0.061322156,0.14095488,0.20561747,0.088889375,0.117084146,0.20831913
117_67,0.22044241,0.06334341,0.13260904,0.05196255,0.28560087,0.18922448,0.056817178
66_22,0.042177532,0.16736403,0.12141006,0.030548058,0.20097862,0.26760042,0.16992131
119_44,0.1792742,0.03873511,0.063748956,0.019707425,0.35698402,0.28210086,0.05944945
83_33,0.107587524,0.040449765,0.13328484,0.18179294,0.028500527,0.035319302,0.4730651
74_24,0.036542874,0.6827547,0.030059503,0.1349826,0.033934735,0.035950672,0.045774963
36_37,0.102768995,0.08104195,0.095484555,0.034219634,0.31599224,0.25958475,0.11090791
34_56,0.15933166,0.04208541,0.11201043,0.020657187,0.32582775,0.30932525,0.030762319
69_5,0.3523232,0.055947177,0.13360775,0.2982046,0.06031107,0.040434405,0.059171714
92_32,0.13362658,0.10238248,0.11317063,0.2916025,0.07960503,0.11454954,0.16506317
78_6,0.23444968,0.07747794,0.101051055,0.37470943,0.054478236,0.05280831,0.10502534
45_17,0.1981043,0.043853816,0.11941843,0.024049351,0.31286266,0.20073923,0.1009722
88_11,0.24036889,0.07074805,0.090657026,0.37455192,0.056933727,0.06326331,0.103477
31_33,0.21117581,0.11022048,0.11854174,0.36729944,0.08256324,0.08176534,0.028433932
73_33,0.02093873,0.5140454,0.024024352,0.024549378,0.16904478,0.19591947,0.051477928
50_38,0.04108148,0.11940605,0.071010135,0.018035661,0.29458156,0.42244366,0.033441417
92_42,0.24534424,0.04673493,0.061726734,0.3700768,0.046156816,0.04546034,0.18450022
37_41,0.07215046,0.07759755,0.09301434,0.023631185,0.28097498,0.33718994,0.11544157
62_37,0.089013726,0.16965094,0.08144309,0.16576631,0.12476896,0.13314313,0.23621383
31_49,0.05236314,0.41034964,0.10165534,0.09171316,0.1245396,0.109935075,0.109444015
104_56,0.25845593,0.064473614,0.18189003,0.22931977,0.10721093,0.059127986,0.09952174
92_45,0.1267417,0.07999258,0.1459946,0.42880076,0.034514744,0.03457945,0.14937611
83_34,0.042980954,0.037070103,0.04179861,0.15007952,0.021036848,0.027040385,0.6799936
66_13,0.13783921,0.04971007,0.078818865,0.3977841,0.019305915,0.028440638,0.2881012
100_26,0.05473736,0.121057704,0.07394351,0.022689356,0.26968756,0.35770386,0.10018061
59_34,0.05717172,0.3108717,0.04149929,0.04980646,0.22482306,0.19498768,0.120840184
113_39,0.28978235,0.08691418,0.11241284,0.18215644,0.115585074,0.07789812,0.13525099
