,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4
Dnajc5,-0.3133692,-0.6257374,-0.30600384,-0.26584888,-0.70164233,-1.4357345
Zfp704,-0.34033743,-2.8723497,-0.12586182,-0.79017943,-0.6470386,-1.814964
Fabp4,-1.055356,0.5477921,-0.40704885,-0.054294787,-1.7754508,-1.2343227
Pag1,-0.0049655586,-1.6762512,-0.041335136,-0.82060707,0.200357,-1.0484914
Pde7a,-0.83635575,-0.13173471,-0.6879028,-0.7072363,-0.5465268,-0.76753277
Nlgn1,-0.57643133,-1.8895833,-0.3961189,-0.4478905,-0.5952995,-0.91943985
Phc3,-0.57741284,-0.55024296,-0.31649366,-0.60245407,-0.20597431,-0.1848065
Skil,-1.5284939,0.54891676,-1.6297166,-1.5000331,-0.5917283,-0.19961447
Atp11b,-0.26363528,-1.1486691,-0.40692854,-0.8586447,-0.1865913,-0.7820754
Anxa5,-0.34464282,-0.1913602,-0.96177596,-0.055633694,-1.720568,-1.91805
Elf2,-0.30826697,-0.62984633,-0.33282146,-0.3935303,-0.31910092,-0.37163892
Maml3,-0.35560644,-1.0005296,0.056925178,-1.4918244,-0.061934307,-0.8204644
Dhx36,-0.6483598,-1.2072254,-0.63309675,-0.61755645,-0.683985,-0.66545624
Tiparp,-0.39331117,-2.8062153,-0.54493326,-0.64509445,-0.8922504,-1.9982148
Arfip1,-0.60981643,-0.5897453,-0.57981884,-0.5925679,-0.6557978,-0.587504
Fbxw7,-0.3093121,-1.1303842,-0.17953263,-0.56169116,0.015157163,-0.72751474
Gm37240,-0.7831784,-1.6509688,0.41734052,-1.3674235,0.017409205,-0.42588943
Tmem131l,-0.16585538,-1.0079361,-0.059686244,-0.47453398,0.24852572,-0.16105121
Etv3,-0.979244,0.5122567,-1.1465955,-1.0634922,-0.29941648,0.4147883
Ash1l,-0.2268855,-1.2685415,-0.053448364,-0.90498465,0.06073673,-1.4249904
Dpm3,-0.56348985,-0.9289913,-0.5862654,-0.21824138,-2.0441277,-2.1495767
Pygo2,-1.295143,-0.23379876,-1.5270454,-0.8694159,-0.69843537,0.6147735
Pbxip1,-1.7133423,0.21536255,-1.3757997,-1.4187196,-0.83835006,0.36973584
Ube2q1,-0.68891,-0.112420805,-1.1109884,-0.41647676,-0.31571537,0.2880262
Ilf2,-0.5162389,-0.5791577,-0.50570893,-0.4783529,-0.40419018,-0.39765787
S100a16,-2.044695,0.8194767,-1.9045243,-1.1685095,-1.7156448,-0.72769976
S100a4,-3.9381914,0.7226389,-3.6988668,-3.5200577,-3.0475106,-1.8963819
S100a9,-2.3637123,-1.5635198,-1.5212997,0.20588869,-2.7757282,-2.6704795
S100a6,-2.9943829,1.0772557,-0.57873374,-2.3607588,-2.4810624,-1.8032678
S100a10,-0.3389973,-0.4717456,-0.6268208,0.25388515,-1.292589,-0.6342609
Psmb4,-0.63239384,0.0842844,-0.37397152,0.25975913,-0.8692079,0.59413636
Gabpb2,-0.2953636,-1.7606995,-0.4826914,-0.45803952,-0.48359632,-1.4977325
Ctss,-1.808964,0.7283112,-1.16553,-1.0671535,-1.451169,-0.7298869
Cdc42se1,-0.2549602,0.24572855,-0.6579819,-0.26021254,-0.20216574,0.4049186
Anp32e,-0.24327242,-1.1175488,-0.34787005,-0.04619732,0.026954088,0.22778359
Notch2,-0.7633945,-0.36089635,-0.66948926,-1.0274994,-0.39080468,-0.5946162
Man1a2,-0.2024863,-1.2248249,-0.5390589,-0.418858,-0.24371882,-0.5525418
Cd2,-0.68005407,0.53504026,-1.4541566,-0.6482924,-0.43764377,-0.020177454
Bcas2,-0.6678239,-0.026553601,-0.9231088,-0.24325493,-1.0686257,-0.63801515
Trim33,-0.24744451,-1.3079058,-0.35394067,-0.91103303,-0.14632966,-0.865394
Ptpn22,-0.4546871,-0.5691141,-0.46828824,-0.48311943,-0.5691565,-1.1124442
Magi3,-0.116785645,-3.0226665,-0.13287875,-1.1777693,-0.08164201,-1.7626665
Atp5f1,-0.2668965,-0.46353984,-0.54421484,0.19033201,-1.6375487,-1.4670895
Cept1,-0.52880776,-0.48851207,-0.60106665,-0.510414,-0.67394936,-0.562861
AI504432,0.025503345,-3.145565,-0.40044,-0.3536726,-0.77476245,-1.9517938
Vcam1,-0.59303075,-0.1154138,-0.62255156,0.15459397,-0.5738124,1.0145785
Ptbp2,-0.2480658,-2.109167,-0.44982433,-1.209749,0.13330555,-1.3385947
Fnbp1l,-2.1349645,0.4410331,-2.3843734,-1.4769114,-1.7279633,-1.5135987
Camk2d,-0.42379397,-0.8520563,-0.3173045,-0.5652442,-0.10249363,-0.48113766
Nfkb1,-0.59915584,0.24225405,-0.3434235,-0.3006265,-0.3629504,-0.13491827
Ppp3ca,-0.50145817,-0.32929128,-0.47748595,-0.49157423,-0.35110533,-0.3897748
Pdlim5,-0.50299144,-1.2743528,-0.790606,-0.50465846,-0.4224825,-0.38642004
Gtf2b,-0.67389494,-1.0392675,-0.5998498,-0.50440013,-0.54841125,-0.44965726
Pkn2,-0.48155984,-1.8413029,-0.2997224,-0.5058027,-0.46441662,-1.1900773
Sh3glb1,-0.31627724,-0.40043995,-0.33254763,-0.11452322,-1.7366487,-1.7118373
Bcl10,-0.6975299,-0.1610725,-1.3748391,-0.49608606,-0.59282255,-0.02242148
Zzz3,-0.6593643,-0.9110844,-0.3067869,-0.7281609,-0.11128774,-0.5771297
St6galnac3,-0.57827973,-0.5926809,-0.5537841,-1.8780806,-0.0056575835,-0.5058451
Wls,-0.55494773,-1.1803004,-0.46846703,-0.40072608,-0.80631745,-0.7954788
Nsmaf,-0.32081217,-1.4393528,-0.34578305,-0.3244812,-0.7618406,-1.1465117
Tox,0.102264315,-0.85866475,-0.18349603,-0.6762917,0.49946293,0.09021744
Trp53inp1,0.21396822,-1.9697282,-0.6267041,0.034024343,-0.4440196,-0.6924466
Casp8ap2,-0.30692437,-1.488087,-1.7573322,-0.40846342,-0.7766018,-0.9698108
Bach2,-0.8474944,0.68983877,-0.751657,-1.5518004,0.15440337,0.58715427
Mdn1,-0.6755603,-0.23630577,-0.7020527,-0.54974234,-0.71384716,-0.6871139
Ube2j1,-0.55873835,-0.5208504,-0.66136765,-0.52327406,-1.0021788,-0.597012
B4galt1,-1.0496714,0.003223449,-0.54071444,-0.57465124,-0.97509813,-0.79613364
Chmp5,-0.59660494,-0.30376154,-0.58268213,-0.23934229,-1.1261084,-0.6245208
Ubap1,-0.6672698,-0.53217405,-1.6571457,-0.6454257,-0.9457065,-0.9086565
Il11ra1,-2.1701303,0.7799547,-1.0055879,-2.2256203,-1.2859573,-0.0014526248
Glipr2,-2.4609876,0.8738872,-1.7553267,-2.3535948,-2.1211903,-1.1957148
Zcchc7,-0.21748377,-0.89947575,-0.22640479,-0.9098539,0.20750919,-0.9531319
Tgfbr1,-0.2714457,-1.0956397,-0.08127645,-0.62559533,-0.5465058,-1.5257927
Tnc,-1.1912363,0.29108307,-0.44409487,-0.58458376,-0.9028821,0.35626113
Kdm4c,-0.1747089,-1.4255406,-0.4244261,-1.0210824,-0.18938655,-1.4625571
Nfib,-1.2899165,-1.0784862,0.3416173,-0.55056477,-0.55813503,0.18621385
Snapc3,-0.32704064,-3.0237935,-0.49423522,-0.77782047,-0.44207203,-1.7225776
Mllt3,-0.14878275,-0.34672967,-0.15182996,-1.0355725,0.13249005,-0.4913483
Plaa,-0.46502846,-0.5484135,-0.5317128,-0.47540754,-0.57619053,-0.7293827
Nfia,-0.535861,-0.509946,-0.19217907,-0.45480043,-0.26418054,-0.32118884
Dnajc6,-0.09072376,-3.0984893,-0.009061009,-1.5095617,-0.48721898,-1.619092
Wdr78,0.118341714,-3.5943384,-0.16889828,-0.8061323,-0.62847686,-1.8509189
Lrrc42,-0.5124975,-0.020778038,-0.8782854,-0.4785861,-1.1954315,-1.1556656
Magoh,-0.57622504,-0.9662768,-0.71192193,0.23259258,-2.2744617,-2.406849
Uqcrh,-0.425122,0.27745473,-0.94408315,-0.0021065474,-0.7311208,0.76844364
Eri3,-0.6043749,-0.94806457,-0.48720318,-0.75858194,-0.5128709,-0.68425214
Svbp,-0.55689937,-0.7604256,-1.5482681,0.1666092,-2.0829806,-1.4646618
Rlf,-0.26686275,-1.8118298,-1.2454249,-0.56917506,-0.2275643,-0.38439393
Cdca8,-0.6582613,-2.1330495,-0.33864352,-0.54654515,-1.6481044,-2.3209696
Ago1,-0.49529934,-0.61422193,-0.53159964,-0.5571569,-0.51032484,-0.64039564
S100pbp,-0.54138565,-1.0458729,-0.55912185,-0.5864149,-0.39566475,-0.48328805
Bsdc1,-0.6976886,-0.085323825,-2.019216,-1.4235876,-0.51217645,-0.13546652
Txlna,-0.33407557,-1.3158587,-0.69791174,-0.37691343,-0.55374634,-0.35906628
Khdrbs1,0.007655386,-1.3377903,-0.22908008,-0.6703689,0.04224135,-0.5412185
Sdc3,-1.4674927,0.3364156,-1.0789318,-1.2119982,-0.43020645,0.8515835
Srsf4,-0.3283867,-0.40866005,-0.3059762,-0.31678587,-0.31121957,-0.29270065
Gmeb1,-0.28382152,-1.6259723,-0.5209193,-0.90646017,-0.27165866,-0.8678037
Ythdf2,-0.5060455,-0.7117114,-0.50804365,-0.46204114,-0.5271765,-0.56004953
Trnau1ap,-1.155966,0.1625126,-2.1864088,-0.8598369,-1.0163255,-0.07851142
Cd52,-0.63153934,0.95237887,-1.5367216,-0.12487202,-0.9904813,0.5052881
Runx3,-1.8402817,0.41292316,-1.664798,-1.2645893,-1.739378,-1.4075391
Pithd1,-0.4180918,-2.0889416,-0.183386,-0.1748969,-1.1655142,-1.7673726
Lypla2,-0.89301455,0.14946763,-0.52226424,-0.4621403,-0.3844072,0.51694787
Id3,-0.35308892,-0.3262447,-1.3133278,-0.13548571,-1.2821499,-1.60691
E2f2,-0.4278024,-2.8141804,-0.28671867,-0.39567465,-0.6447965,-1.4858013
C1qc,-0.9498546,0.19051659,-1.2029252,-0.0014832765,-1.08074,0.25808966
C1qa,-1.1319249,0.5537628,-0.9150771,-0.5260333,-0.4158576,1.1910353
Ece1,-0.86636937,-0.19250321,-0.36591125,-0.44404155,-0.5338694,-0.10975653
Capzb,-0.23784763,0.09284486,-0.30314568,-0.17893833,-0.33512324,-0.3036047
Spen,-0.5094509,-1.0880948,-0.43832576,-0.5172442,-0.52465296,-0.7636231
Prdm2,-0.4358023,-0.83457905,-0.46065435,-0.54719716,-0.1952392,-0.49550194
Efhd2,-0.91874623,0.52114564,-0.94099146,-0.2520802,-0.26504892,0.90031624
Pik3cd,-0.90428776,0.5870634,-0.9072839,-1.5926403,-0.1194734,0.5822611
Kcnab2,-0.54153323,-0.3446291,-0.8015568,-0.5359237,-0.94272715,-1.7047415
Fam213b,-0.60617554,-1.2126865,-0.56237394,0.48710394,-2.041389,-1.2373573
Ski,-0.78803825,0.33342868,-0.32027972,-0.93624794,-0.21183231,0.44809353
Ube2j2,-0.5183195,-0.528739,-1.6079199,-0.40605652,-0.5416279,-0.36077693
Sdf4,-0.61485636,0.55145144,-0.9421061,-0.28288317,-0.56194365,0.32879668
Noc2l,-0.6072682,-0.5156547,-0.5818119,-0.5278754,-0.9086075,-1.03077
Cdk6,-0.21771964,-1.6337874,-0.19290403,-0.47168714,0.08440788,-0.47964662
Rbm33,-0.26046482,-1.0621984,-0.3543795,-0.692971,-0.010133803,-1.1198776
Hadha,-0.46785948,-1.2427402,-0.24178317,-0.51756,-1.5026383,-2.0324838
Ppm1g,-0.332112,-1.1217706,-0.35121787,-0.25902626,-0.6123544,-0.6017506
Ppp1cb,-0.13448575,-0.27083945,-0.27885664,-0.052737847,-0.7429166,-0.6803443
Nsd2,-0.23124835,-2.0337982,-0.10002522,-0.80293727,-0.23003724,-1.1988542
Rnf4,-0.44674093,-0.4372239,-1.2832648,-0.43921468,-0.49919304,-0.4927322
Htt,-0.5849145,-0.64728594,-0.48236668,-1.2087685,-0.16384903,-0.5959349
Tapt1,0.030088358,-3.1430445,0.1161131,-0.8019779,-0.19488767,-1.5661217
Smim14,-0.50559604,-0.23900416,-0.51160413,-0.3388822,-1.0427802,-0.44371277
Atp8a1,-0.284417,-1.3633571,-0.2073675,-0.749637,-0.11375515,-0.7494956
Paics,-0.5153692,-0.9630673,-1.081583,0.1611351,-1.9316983,-1.7848586
Polr2b,-0.603887,-1.4544852,-1.5245101,0.103710696,-1.744103,-2.0650997
Csn2,-4.127,1.045569,-4.050906,-3.7136083,-3.011457,-2.4580464
Parm1,-2.6171353,0.50023144,-0.7360152,-1.6670327,-1.2761043,-0.35207397
Uso1,-0.5270102,-0.54643404,-0.52555424,-0.51693654,-0.87979126,-1.3263044
Bmp2k,-0.4100201,-0.47291553,-0.4642099,-0.5124732,-0.31138375,-0.35682812
Sec31a,-0.52404356,-0.6522713,-0.4687462,-0.44751975,-0.53158283,-0.44865596
Sparcl1,-2.3023682,-0.052614003,0.033499956,-1.0138807,-1.9241953,-0.5116632
Gbp8,-0.27244276,-0.23017165,-0.31884554,-0.44215402,-0.27663523,-0.6562549
Tgfbr3,-0.5584894,-0.9103643,-0.108036816,-0.5865476,-0.37329543,-0.5564211
Gak,-0.4243102,-0.736743,-0.4678638,-0.37283462,-0.76920396,-1.3141947
Ube3b,-0.83013374,-0.19031331,-0.3868264,-0.5237908,-0.046659455,0.027486742
Oasl2,-1.9497099,0.6060085,-0.80208194,-0.66187155,-1.9793183,-0.9760717
Bicdl1,-0.49080282,-1.460271,-0.26150793,-1.2730112,-0.041488543,-1.3652427
Med13l,-0.020700067,-0.904276,-0.20108554,-0.79797524,0.3074245,-0.6269568
Tpcn1,-0.3221097,-1.5893189,-0.40137494,-0.78106624,-0.02979964,-1.1947649
Ddx54,-0.32239473,-0.84245276,-0.3601766,-0.352597,-0.43588734,-0.4703158
Hectd4,-0.07048109,-1.6152472,0.06660056,-1.2321788,0.10698852,-1.0863655
Trafd1,-1.2241523,0.6628942,-1.680331,-0.7465404,-0.6611066,-0.14886191
Atxn2,-0.33667797,-1.6569077,-0.3822228,-0.73056465,-0.24550474,-0.6091119
Arpc3,-0.47772032,-0.5402591,-0.45075738,-0.39413235,-0.88193774,-1.1647677
Auts2,-1.2110057,-0.14309032,0.42199546,-1.3243306,-0.02592197,-0.4199544
Gtf2i,-0.24966413,-1.0755582,-0.25869784,-0.29128182,-0.53297955,-0.69117236
Mdh2,-0.31383008,-0.2500689,-0.30381674,-0.092288695,-0.95964193,-0.6484872
Trim56,-0.35649732,-0.39072466,-0.46056196,-0.32168376,-0.8482445,-0.45010185
Srrt,-0.30011666,-0.9784867,-0.3227752,-0.31359875,-0.53431463,-0.49417138
Cux1,0.057375614,-2.328878,0.21303758,-0.66644233,0.38201398,-0.7063336
Gnb2,-0.2251287,-0.022612138,-0.14593399,-0.15305167,-0.05280786,0.0014781952
Ppp1r35,-0.6440042,-1.2760143,-1.0453765,-0.18476592,-1.0595675,-0.72182
Mad1l1,0.075808525,-3.0496128,0.17456117,-1.5296502,0.628453,-0.7490094
Tnrc18,-1.1332382,0.0903866,-0.5510614,-1.3707643,-0.40139097,0.12618387
Fscn1,-3.6120863,1.3102245,-3.1696775,-3.3581166,-3.0162158,-2.6116138
Rac1,-0.26418835,-0.7370973,-0.30351284,0.22768265,-1.0360427,-1.3489994
Actb,-0.08898845,0.2293832,-0.37766448,-0.22090156,0.28280357,0.9853606
Pan3,0.091306075,-1.8264365,-0.05525799,-0.8951018,0.27363554,-0.9278031
Uspl1,-0.30231702,-1.4215157,-0.33130205,-0.8154979,0.044014692,-0.6165016
N4bp2l2,-0.1465434,-0.6740778,-0.7380978,-0.21207842,-0.7145867,-1.1181941
Cdk8,-0.13111833,0.15276796,-0.39657253,-0.63307434,0.62754154,1.335787
Phf14,-0.008738391,-1.4081893,-0.25876078,-0.7363442,-0.001225695,-1.2750319
Gm45062,0.29956272,-3.8283236,0.13494864,-0.691761,0.23592609,-1.4710469
Tes,-0.7102642,0.07168521,-0.81952643,-0.6473311,-0.66388226,-0.3755142
Ndufa5,-0.83436733,-0.6187322,-0.58311826,-0.012656599,-1.7642012,-0.84071606
Impdh1,-0.32683727,-2.1973903,-0.44252896,-0.3632171,-0.8866344,-2.0469713
Ahcyl2,-0.65793365,0.28025073,-0.68469375,-0.8973117,-0.7822625,-1.0501211
Nrf1,-0.13317916,-1.2913222,-0.32884255,-0.6603997,0.038225397,-0.28818595
Klhdc10,-0.5223935,-1.1964076,-0.48002252,-0.74531317,-0.6353002,-1.6875068
Lncpint,-0.68763053,-0.70771086,-0.6081588,-0.6942115,-0.58727723,-0.47761536
Mkln1,-0.13392453,-1.0504053,-0.284642,-0.7059895,-0.25057852,-1.719185
Exoc4,0.032857247,-1.4728518,0.19142824,-0.8814571,0.31130365,-1.1157755
Creb3l2,-0.70497406,-1.0582608,-0.64207196,-0.6420655,-0.66066015,-0.5815758
Zc3hav1,-0.38490844,0.10964307,-0.46023414,-0.40199888,-0.52960587,-0.47622424
Ubn2,-0.32561147,-0.75672954,-0.39824757,-0.4575783,0.15972534,-0.2552985
Mkrn1,-0.4708615,-0.4504764,-1.0229049,-0.4263326,-0.6245845,-0.46355313
Trbc1,0.09025706,-2.0949335,-0.046072826,0.28254622,-0.9057427,-1.9246835
Cul1,-0.5045852,-0.4964779,-0.46382746,-0.45562854,-0.34768945,-0.36050397
Gimap4,-2.5564365,0.868491,-3.2277477,-1.9156379,-1.5203792,-0.1376819
Gimap3,-2.7951722,0.81851184,-2.5994878,-2.7479444,-1.4550047,-0.80326056
Tmem176b,-1.2808805,0.45586777,-0.25574782,-0.27537262,-1.9683836,-0.99758875
Aqp1,-2.202944,0.020026825,-0.27662295,-0.62098193,-1.3004625,-0.5845263
Vopp1,-1.9512396,0.4135339,-1.194382,-1.9694003,-0.82596517,-0.036063194
Gng12,-0.6207193,-1.0560306,-0.42962116,-0.59881413,-0.9738649,-0.9823151
Igkc,-0.96533704,-0.9121578,0.4306392,-0.3954181,-0.24177387,0.026683033
Cd8a,0.11127852,-3.1618955,-0.06295965,-0.0009467304,-0.49631196,-1.7886755
Rmnd5a,0.23348057,-2.9623413,-0.43865484,-0.060372062,-0.041493043,-0.8349749
Reg3g,-4.2053833,0.4330058,-3.9143603,-3.9480867,-3.6849904,-3.003974
Dguok,-0.78396213,-1.0678544,-0.8067905,-0.8109976,-1.0163755,-0.93134815
Tet3,-0.3331923,-0.11354121,-0.40099916,-0.741797,0.08001791,0.14540389
Exoc6b,-0.4050688,-1.3199347,-0.3449362,-0.90170884,0.015027583,-0.7178242
Tia1,-0.31871653,-1.2903445,-0.34911713,-0.3933736,-0.29590988,-0.91017455
Gfpt1,-0.99583024,0.13116246,-0.98179585,-0.77700037,-0.78813505,-0.6174802
Arhgap25,-0.48698008,-0.9192519,-0.5625924,-1.5764627,-0.104837954,-1.1930401
Copg1,-0.62351847,-1.3401564,-0.80674934,-0.63329077,-1.0022517,-1.6148968
Eefsec,-0.3301553,-1.6516204,0.17629474,-1.0206844,0.0516996,-1.0595651
Tmem43,-0.67575014,-0.84750307,-0.6324462,-0.58532953,-0.6145678,-0.1435554
Lsm3,-0.59220386,-0.9420403,-0.59507513,0.212745,-1.9279997,-1.1188989
Slc6a6,-0.46204108,-0.3692516,-0.4468708,-0.4454072,-0.4185715,-0.37974963
Gm20696,-0.45032802,-2.4327784,-0.092910856,-1.1954243,-0.0855671,-0.94076014
Itpr1,0.0031573698,-1.9932828,-0.1455097,-1.0350671,0.26831764,-0.7523102
Vgll4,-0.56382656,-0.65321016,-0.5666757,-0.77027774,-0.31281865,-0.37596214
Raf1,-0.35951912,-1.1446009,-0.375679,-0.37741518,-0.46749592,-0.47137618
Cxcl12,-0.09592115,-3.560265,-0.005429998,0.25029632,-1.3710628,-1.5040781
Atp6v1e1,-0.42737815,-0.24372688,-0.49139965,-0.3083889,-0.37490225,-0.16071294
Foxj2,-1.2303423,-0.02671723,-1.0969076,-0.56731623,-0.71252984,-0.26867425
Cd4,0.06700209,-1.6639413,-0.174085,-0.28205636,-0.09340593,-1.2192907
Ccnd2,-1.9400079,1.1654696,-0.9913747,-1.9659753,-0.8137702,0.58984435
Etv6,-0.30572695,-0.32308978,-0.26881903,-0.9039351,0.03559068,-0.31532556
Lockd,-0.49303558,-2.523209,-0.26483878,-0.18994726,-1.5700655,-2.1565886
Mgp,-2.608296,0.9455215,0.04378873,-1.3231525,-2.221001,-1.4615399
C2cd5,-0.34932998,-1.1727401,-0.51495665,-0.5986006,-0.26837024,-0.65593195
Epn1,-0.6026495,-0.510455,-0.55290425,-0.5339154,-0.5873481,-0.5275615
Rps9,-0.44427085,0.57091326,-0.8671864,0.015129,-0.28165454,1.1482942
Trim28,-0.21122998,-0.81933886,-0.6382594,-0.07366459,-0.42279378,-0.31907973
Rps5,-0.3093611,0.3520528,-0.74160993,0.3102248,-0.85485595,0.32724386
Napa,-0.56724155,-1.0948118,-0.59930396,-0.574022,-0.8446348,-1.0295259
Slc1a5,-0.62882686,-1.1372392,-0.42092758,-0.7571504,-0.53081775,-0.8255137
Strn4,-0.6068844,-0.52478266,-0.66066825,-0.56871307,-0.6086335,-0.57537746
Prkd2,-0.32580554,-1.1124439,-0.6441972,-0.15692863,-0.63028044,-1.1076732
Vasp,-0.72125053,0.47538918,-0.8168835,-0.72130245,-0.87763625,0.013900876
Relb,-2.458163,0.7031899,-2.714701,-1.7774994,-2.3598356,-1.6381236
Clptm1,-0.63101315,-0.41136563,-0.603555,-0.63282454,-1.1428949,-1.2823192
Apoe,-0.498234,0.020619933,-0.13798529,0.5365983,-0.7357016,0.4048454
Rabac1,-0.32778972,-0.59785676,-0.43625873,0.13915344,-2.2015119,-2.2463794
Ccdc97,-0.64995766,-0.7586087,-0.6613507,-0.6575612,-0.5917562,-0.5703988
Hnrnpul1,-0.21386603,-0.82707465,-0.3869745,-0.23076114,-0.22636253,-0.30849195
Psmc4,-0.40407908,-1.2557325,-1.0713646,0.16891488,-1.6240023,-1.8051549
Fcgbp,-3.4975853,1.3958293,-3.8253975,-3.3981311,-2.7314005,-1.9863838
Rinl,-0.6671275,-0.2641841,-0.6744511,-0.662048,-0.8522937,-0.9890947
Kmt2b,-0.53933483,-0.9202907,-1.4187458,-0.55875534,-0.57482934,-0.5705143
Cox6b1,-0.14034696,-0.36397523,-0.43857598,0.43511504,-1.5583664,-1.3217363
Uba2,-0.51567745,-0.50803417,-0.5548853,-0.39622518,-1.2466226,-0.6370513
1600014C10Rik,-1.2215736,0.16908465,-0.6683792,-0.54475075,-1.1960127,-0.708623
Rpl13a,-0.32401952,0.44432884,-0.17021129,0.12201688,-0.8939612,-0.35851803
Saa3,-4.2663918,0.66825193,-4.074587,-3.8481698,-3.7048469,-3.4922047
Nav2,-0.17086564,-1.235633,0.36695534,-1.2990761,0.33486456,-0.6062342
Atp10a,-0.022260956,-3.2075696,-0.15478538,-0.9876981,0.10734984,-1.0703664
Mef2a,0.054341316,-1.8619583,-0.08166981,-0.40455753,-0.3049239,-1.5911605
Igf1r,-0.44792575,-0.752286,-0.36202988,-0.61585367,0.2520478,-0.084570765
Slco3a1,-0.015267186,-1.7010577,-0.2123647,-1.0975176,-0.12282592,-0.5333483
AU020206,-0.7858963,0.46838158,-1.2474501,-0.34023815,-0.42153138,0.18652582
Ntrk3,-0.088552006,-3.093115,0.26729798,-0.9439024,0.027584493,-1.4396285
Idh2,-0.23312365,-1.7726741,-1.4695567,-0.46765387,-0.99837315,-1.5774007
Cib1,-1.2248478,0.52630424,-1.247298,-0.49028906,-0.8242062,0.45073432
Sec11a,-0.5946965,-0.14485328,-0.45976388,-0.1966066,-0.9824288,-0.9283988
Zfp592,-0.5777036,-0.705687,-0.5853296,-0.5687271,-0.5537773,-0.585689
Ctsc,-0.67971444,-0.13491988,-1.0434479,-0.74266756,-0.5068369,-0.5604478
Prcp,-1.4678136,0.46046132,-1.9968238,-0.90448004,-1.3848878,-0.690167
Clns1a,-0.5394593,-0.89657915,-0.42733338,-0.30627865,-0.6916317,-1.4183623
Aqp11,0.19221209,-3.8635087,-0.07261802,-0.760023,-0.38322747,-1.5747522
Rnf169,-0.3333252,-1.8124526,-0.012544394,-0.5258323,-0.09727555,-1.0532608
C2cd3,-0.5209029,-1.0342138,-0.5604755,-0.56938624,-0.66515297,-0.6178545
Rab6a,-0.51675355,-0.69793373,-0.5278323,-0.39219558,-0.865581,-0.770895
Nup98,-0.5117599,-0.88221216,-0.51980734,-0.5806134,-0.5736053,-1.3927842
Stim1,-0.25160843,-1.7010624,0.18173999,-0.63141185,0.04105237,-0.92115986
Trim30a,-1.5167117,0.71932566,-2.1484613,-1.0475855,-1.1866508,-0.36149818
Swap70,-1.21802,0.5520969,-0.3391824,-1.8237851,-1.5089741,-0.8020193
Psma1,-0.6029493,-0.75336015,-0.5519085,-0.2214515,-2.007156,-2.2837949
Pde3b,-0.62286377,-0.6519673,-0.69767183,-0.7861546,-0.26755363,-0.47964728
9030624J02Rik,-0.67399865,-0.49711955,-0.6594882,-0.66710746,-0.336879,-0.17243212
Ubfd1,-0.7150852,-0.40448755,-0.6719446,-0.7243216,-0.69996166,-0.7734317
Rbbp6,-0.25362876,-1.0116074,-0.36606303,-0.33898342,-0.4344577,-0.86492276
Xpo6,-0.38150847,-0.44301486,-0.4133844,-0.3772248,-0.31907815,-0.32438022
Sbk1,-0.6814866,-0.42324728,-0.69928896,-0.74568737,-0.31483477,-0.31278667
Ypel3,-0.28203103,-0.7821915,-0.33735135,-0.26010638,-1.0408027,-1.0177869
Maz,-0.49470025,-1.3715867,-0.4775045,-0.49211082,-0.38772207,-0.5358396
Stx4a,-1.1479548,0.07640304,-0.6145491,-0.68128896,-0.920391,-0.12460351
Rgs10,-0.3369215,-0.01515954,-0.94258267,-0.042061,-0.8817817,-0.39559644
Bub3,-0.24224913,-0.66019434,-0.98763126,-0.22853228,-0.47521427,-0.1794317
Oat,-1.1317099,-0.23025373,-0.62122184,-0.19152878,-0.972312,-0.13835362
Adam12,-0.009392422,-3.3342853,0.11784491,-1.2492201,0.0034308657,-1.2289324
Mki67,0.009675372,-3.0229526,-0.114533484,0.019978285,-0.66931117,-1.9960055
Ifitm3,-1.3888563,0.3405724,-0.027460754,-0.026372746,-2.2093456,-1.4354125
Irf7,-3.001474,0.7737207,-1.0620922,-2.3399346,-2.0084114,-1.3229666
Phrf1,-0.3828726,-0.6204549,-0.4240106,-0.38624167,-0.39532065,-0.42751837
Rplp2,-0.92219865,0.8634395,-1.3921293,-0.52772975,-0.6258598,1.1496006
Tollip,-0.45671466,-0.7434219,-0.51466966,-0.42646033,-0.2899473,0.16379946
Mob2,-0.7087424,-1.339134,-0.56353974,-0.5878875,-0.33018732,-0.31410217
Ctsd,-0.4527484,0.23551033,-0.44171864,-0.22717047,-0.2975284,0.6703165
Insr,-0.3537714,-1.2770185,-0.081121415,-1.1805742,-0.20637546,-0.7989174
Ccl25,-0.01792723,-2.2411444,-0.3076965,0.31726778,-1.2071868,-1.5233835
Ing1,-0.6593548,-0.46988365,-1.9043646,-0.046606675,-1.4040072,-0.92832565
Ankrd10,-0.36375442,-0.6095845,-0.42336747,-0.3750923,-0.38175708,-0.539675
Lamp1,-0.77810436,0.5054226,-0.274993,-0.2738501,-0.56758994,0.87115896
Gas6,-0.9558122,-0.2932725,0.24499136,-0.1917164,-0.59886384,0.09009197
Rasa3,-0.6424719,0.59286284,-0.96573,-0.9309623,-0.72586876,-0.3674947
Kbtbd11,-2.2118196,0.4573253,-2.0741124,-1.8468416,-0.6462641,0.17435586
Csmd1,-2.0322232,0.3361764,0.1723327,-2.0760386,-0.46603364,-0.02003342
Dctn6,-0.66301167,-0.9260659,-0.92628574,-0.34536302,-1.159377,-0.78723884
