,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
GCC2,-0.8966738,-0.4875266,-0.6776441,-0.57974803,-0.36009765,-0.5818859,-0.5803065,-1.6831319,-0.27188715,-0.65942234,-0.7376007,-0.7510563,-0.7203816,-0.35639504
LIMS1,-0.37848043,-0.5352098,-0.5846523,-0.9054091,-0.47808132,-0.32259572,-0.13366449,-0.17237356,-0.3014378,-0.34208667,-0.15121806,-0.8997386,-0.41388053,-1.1907161
SEPTIN10,-1.0226442,-0.22555226,-1.2488539,-0.62660766,-1.3017573,-0.3898249,-1.2654109,-0.24752311,-0.26910317,-0.07186198,-0.26741374,-1.9000523,-0.6614024,-2.0444021
MIR4435-2HG,-0.7978299,-0.14431298,-0.6250739,-1.2724785,-1.9624398,-1.0989003,-0.040674925,-0.58551204,-0.6006083,-0.011310756,-0.0043969154,-3.6684783,-0.60579246,-1.0854602
INSIG2,-1.277711,-1.2843654,-0.4444473,-0.40680486,-0.81213,-0.06779936,-0.23326573,-0.26293793,-0.054287106,-0.6316097,-0.23202053,-0.25610626,-0.21536124,-0.682029
INHBB,-1.1244338,-2.245264,-0.23347421,-1.403589,-2.582689,0.46939337,0.013022482,0.26991373,0.090812445,-2.5801919,0.3054611,-1.2856979,0.06663144,-0.7305157
PROC,-1.5314876,-1.8431342,-1.942489,0.36833325,-0.2985986,-0.80078924,-0.8204334,-0.75697315,0.025798917,-0.7323719,-0.58466864,0.68288255,-0.7927282,-0.26984188
MZT2B,-0.31863177,-0.32209396,-0.24014789,-0.22402632,-0.21442905,-0.04538489,-0.078167684,-0.07086446,-0.09504861,-0.21756002,-0.10907929,-0.13348013,-0.035364017,-0.1821909
CCDC115,-1.7515359,-0.5533413,-0.5244678,-0.49155945,-0.63945025,-0.2552786,-0.33077696,-0.30171937,-0.2420578,-1.0966156,0.005555749,-0.47516266,-0.59767383,-0.5617298
PLEKHB2,-0.8251517,-0.9076532,-0.56899583,0.09452669,-0.29525876,-0.14934163,-0.58641857,-0.41925758,-0.4301659,-0.48506162,-0.4834031,-0.19931136,-0.4149062,-0.47222033
MZT2A,-0.66812134,-0.6785853,-0.46624225,-0.41216642,-0.47296053,0.0700773,0.03063491,-0.20673138,-0.0241189,-0.71758014,-0.09788549,-0.078459576,-0.122036204,-0.7506387
MGAT5,-0.60542196,-0.24563217,-0.9681181,-1.6306243,-0.9647063,-2.2933898,-1.0329998,-0.45295787,-0.13754183,-0.49406952,0.14167184,-1.5425572,-1.7544188,-0.14679593
ACMSD,-1.8375192,-1.0653781,-3.4647777,0.10873449,-0.14056641,-0.63626164,-1.1886388,-1.8400055,-0.2210828,-0.23940724,-0.9211548,0.41709673,-0.63048804,-1.2248676
CXCR4,0.07778065,-0.4111553,-0.10616033,-0.9515102,-0.5954155,0.28364757,-0.055750825,0.16140687,-0.11452615,-0.6445667,0.10839081,-0.87278515,0.12566587,-0.45977387
MMADHC,-2.976276,-0.8628597,-1.0807729,-0.7380638,-0.9906658,0.06291634,-0.51221716,-0.50827116,-0.5729149,-0.3482386,-0.49522823,-1.2887988,-0.5992977,-2.7753346
TNFAIP6,-0.6541736,-0.53452325,-1.7854513,0.3990987,-0.6397606,-0.6873909,-1.1908882,-1.0659372,0.010004044,-0.36311847,-0.90277237,0.6881423,-0.2879309,-0.23173562
DPP4,-0.9014155,-0.40432972,-0.24057923,0.07698805,0.0042460263,-0.20518297,-0.20383829,-0.37236565,-0.12925567,-0.68106604,-0.5304814,0.1852805,-0.16589883,-0.21688323
IFIH1,-0.14647245,-0.55780166,-0.29139268,-1.8378971,-0.25662422,-0.85595846,-0.7268965,-0.6140201,-1.0055923,-1.1045069,-0.24825436,-1.1759617,-0.86970437,-1.6805596
LRP2,-0.16758274,-0.09297053,-0.351058,0.33027288,0.09593958,-0.7018683,-0.18655561,-0.6712259,-0.37422836,-0.3116377,-1.125817,0.43196875,-0.098416045,0.20829242
WIPF1,-0.012653917,-0.23534936,0.45175314,-0.33076128,0.18966061,-0.48043337,-0.5754361,-0.9122927,-1.2709012,-0.43420875,-0.5256927,-1.1056172,-1.1440735,0.3813296
HOXD9,0.30670363,-1.8450608,-0.13407156,-0.50415283,-0.79035616,-0.38226923,-0.992608,-0.7403202,0.26913613,-0.75985175,-0.44069153,-0.6177772,-0.40180403,-0.46395445
ITGA4,-0.14982095,-0.582371,0.6319319,-1.4749746,0.29024065,-0.69604677,-0.62637943,-0.5193621,-0.8951245,-0.6999157,-0.43633074,-2.3493142,-2.9329636,-0.04137963
FRZB,0.21425027,-0.09257864,-0.05109498,-0.7513414,-0.77347505,-0.1378552,-0.28834045,-0.29409677,-0.22773562,-0.17651926,-0.2580195,-0.8928353,-0.14019527,-0.07349707
ITGAV,-0.22927701,-0.694314,-0.16730188,-0.8422986,-0.7102083,0.26040924,0.23109972,0.11590636,0.1236316,-0.7636757,0.1354653,-0.72668636,0.23248672,-0.9220021
CALCRL,-0.3405974,0.17829174,-0.7061659,-0.2640262,-0.38354564,-1.167393,-0.29033932,-0.3853463,-1.2949944,-0.022358716,-0.98935753,-1.2188277,-0.6397054,-1.4034237
TFPI,-0.35635695,-0.22296825,-1.7487252,-0.19418529,-0.49932727,-0.4435069,-0.16532192,-0.20557421,-0.694383,-0.2554402,-0.27982596,-0.22607496,-0.29551613,-0.43902445
COL3A1,0.5432779,0.61378056,-0.67764133,-0.547808,-0.9811535,-0.67376125,0.02100426,-0.15248945,-0.6596974,0.5942145,-0.6305064,-0.8786394,0.048749804,-0.828246
COL5A2,-0.013401717,-0.052125007,-1.0401689,-1.0243344,-0.9249747,-0.7716168,-0.36069676,0.07673752,-1.1206534,0.54091847,0.052809954,-3.9734318,-2.2047546,-2.169328
STAT1,0.21362093,-0.33926094,0.50302184,-0.33394593,0.39117068,-0.28736842,-0.010424107,-0.42672947,-0.39454907,-0.74449104,-0.59230983,-0.3380497,-0.10869025,0.45646006
MYO1B,-0.57002324,-0.1940494,-0.9833385,-0.38976562,-1.1715133,-0.49944106,-0.07522875,-0.08388698,-0.49925053,-0.19724417,-0.20865268,-0.50988007,-0.34865758,-0.5095444
SLC39A10,-1.0938321,-0.7181394,-0.46471718,-0.90896505,-0.6472972,-0.88862675,-2.2514226,-0.69009274,-1.5380783,-0.83516395,-0.13782293,-0.71856874,-2.3815012,-0.6287758
ACADL,-4.402658,-0.70216715,-3.376923,0.2970818,-0.56390244,-2.3214388,-2.7043798,-2.1409295,-0.97439885,-1.0208155,-1.6250937,0.6362692,-1.3381848,0.13735569
FN1,0.3567139,0.4076208,-0.03272657,-0.41695964,-0.33766615,-0.57626677,0.02723156,-0.06893488,-0.6035754,0.25934267,-0.63645285,-0.79234505,-0.029868305,-0.27700037
IGFBP5,0.09079346,0.19520181,-0.19679607,0.04544314,0.015406534,-1.1737993,-0.1645215,-1.0220376,-0.7701285,0.08768217,-2.7648935,-0.19879562,-0.23459208,-0.08873897
CYP27A1,-0.51343465,-0.47849497,-2.3184261,0.32818297,-0.112179905,-2.1209798,-1.4545074,-2.551133,0.060041487,-0.67516613,-1.1899588,0.46853203,-2.4265506,-0.0019802153
SLC23A3,-4.8723335,-1.800709,-5.13571,0.8072551,-1.0848188,-5.221447,-5.0162396,-5.1193037,-5.1436105,-2.8749332,-4.845177,0.40469468,-4.920849,-2.1852193
CNPPD1,-0.97070515,-0.39450887,-0.38728073,0.009862006,0.14087111,-0.35920554,-0.6296544,-0.51660335,-0.2279033,-0.41845304,-0.32004866,0.2808351,-0.5045532,-0.2867581
RETREG2,-0.4095723,-0.30350295,-0.2117051,-0.2508536,-0.30277717,-0.2504516,-0.27588582,-0.18052796,-0.28522232,-0.28202358,-0.23375115,-0.19179934,-0.4546704,-0.24299027
ANKZF1,-1.0632077,-0.6976546,-0.7190538,-0.3817076,-0.37615922,-0.50515544,-2.354363,-1.1011448,-1.8209734,-0.39629656,-0.31790915,0.16963983,-2.2960243,-0.41883093
CHPF,-0.32651365,-0.7266446,-0.5131935,0.15404823,-0.16460598,-0.5738638,-0.22068322,-0.24291076,0.041662738,-0.65684223,-0.29111484,0.39697874,-0.18326159,0.0009151995
SGPP2,-1.1129375,-0.7298753,-0.19820155,-1.1545117,-0.22032852,-0.17147934,-0.6764413,-0.39606646,0.11567986,-1.1808784,-0.025835305,-0.6141815,-0.2834955,-0.81930584
WDFY1,-0.29507276,-0.5059358,0.35631347,-0.21597919,0.12173718,-0.48145646,-1.6689675,-0.8461276,-0.8066163,-1.705928,-0.2416438,-0.3802912,-1.5633055,0.24308777
SERPINE2,-0.7798757,-0.36399478,-1.7210121,-0.2927861,-0.6897509,-0.20156884,0.00772959,-0.2162119,0.13944933,-0.44279101,-0.31288582,-0.10687083,-0.042381763,-0.9439048
CCL20,-1.6624067,-2.621821,-0.12353438,-4.480366,-4.874096,-0.49065116,-0.41160157,-0.20883244,0.8519505,-1.6900225,-0.11512321,-3.8056622,0.02752453,-4.2324944
ITM2C,-0.73732847,-0.055850357,-1.2760191,-0.22840732,-0.9739206,-0.26651987,-0.110710755,-0.32705873,-0.6225568,-0.22768435,-0.28873187,-0.3204797,-0.39568517,-0.35265404
EIF4E2,-1.1462569,-0.35048935,-0.31266195,-0.36714643,-0.19369867,-0.5212132,-0.9258257,-0.4024567,-0.38601416,-0.46337938,-0.33487907,-0.4392579,-2.0100164,-0.47203878
ACKR3,0.2360577,-1.030701,-0.10506308,-2.0250902,-1.4408058,0.43686652,0.17244315,0.27704644,0.07886681,-0.9219836,0.4038967,-1.5883303,-0.037064657,-1.7466207
COL6A3,0.41214424,0.48239213,-0.5824487,-0.3418939,-0.9324039,-1.6147033,-0.26043832,-0.9628158,-0.52709067,0.34219128,-0.8956646,-1.0635092,-0.89784044,-0.4143383
COPS9,-0.7159638,-0.6976532,0.13793638,-0.39244306,-0.6427002,0.14483127,-1.0518209,-0.22348054,-0.08791372,-0.20755346,-0.16877094,-0.398923,-0.5858053,-0.34538734
BHLHE40,-0.2694184,-0.48813462,-0.20250729,-0.61243594,-0.14101833,-0.23076886,-0.2990081,-0.16994166,-0.16997927,-0.49596086,-0.19773254,-0.60107136,-0.2029877,-0.2070204
SLC6A6,-0.7223959,-0.60896856,-0.44513166,-2.1874213,-1.4377712,0.14932734,-2.1896725,-0.24289289,0.02068305,-0.7589988,0.05994928,-3.9877787,-0.40519473,-2.2395463
SH3BP5,-0.023312509,-0.13995948,-0.4500355,-1.7782923,-1.0140224,-0.5305543,-0.10237026,0.04379934,-1.1144247,-0.6518074,0.0429945,-3.8825681,-1.5582681,-2.9063818
RAB5A,-0.637449,-0.5890817,-0.07512933,-0.9864309,-0.25730196,-0.38577098,-0.64926875,-1.3832855,-0.8389342,-0.44373196,-0.52387875,-2.1228645,-2.0585322,-0.48264128
ACAA1,-0.7098481,-0.29159963,-0.7728338,-0.026510388,-0.11318201,-1.0242002,-3.1499577,-1.6756111,-0.5704647,-0.4984659,-0.82288074,0.06093484,-1.3426919,-0.87274265
LTF,-1.9937546,-4.3150043,0.28812444,-4.945825,-5.1312776,-1.2704349,0.5076194,-0.1283735,-0.100604296,-4.5539145,0.06897938,-4.402668,-0.15159619,-4.6633215
IP6K2,-0.77879703,0.17252868,-0.025350004,-0.59706074,-0.16342121,-0.6526152,-0.48535678,-0.49900013,-0.49731797,-0.1305567,-0.45601502,-1.7042096,-1.1069053,-0.4134005
MST1,-1.459416,-0.90360594,-1.3263998,0.36565936,-0.054288924,-0.77344525,-1.7189845,-1.5478194,-0.6779909,-0.43997797,-0.8392084,0.65364814,-2.219997,-0.7224033
HYAL2,0.38460904,0.008648694,-0.07233025,-0.17384091,-0.35301983,-0.93965995,-0.31151152,-0.60743475,-0.33920974,0.15212706,-0.8747391,-0.68233514,-0.6554384,-0.46053714
NISCH,-0.85920393,-0.28336322,-0.06941083,-0.5505717,-0.34043205,-0.5137352,-0.66298676,-0.7381288,-0.5327237,-0.026556075,-0.5122219,-1.130574,-1.5498374,-0.34812415
STAB1,0.36999267,0.060344845,-0.026995242,-0.60548854,-0.4789248,-1.1143482,-0.37169042,-0.3093564,-0.04594001,0.08868867,-0.6525774,-0.45911378,-0.8924759,-0.29653472
SELENOK,-0.3312801,-0.34009007,-0.09764016,-0.6037952,-1.0896713,-0.4814667,-0.33951423,-0.389432,-0.57267237,-0.3437724,-0.31991696,-0.2597428,-1.7628537,-0.43156353
ARF4,-0.67224634,-0.48190278,-0.8595861,-2.4586248,-0.7137591,0.19314903,-1.108958,-0.24726042,0.15214854,-0.3975504,-0.31588992,-1.9900261,-0.3011408,-2.920337
ABHD6,-1.7808539,-0.6985009,-2.0366464,0.29425463,-0.008297086,-1.5009286,-0.9446316,-1.9100989,-1.8672801,-0.48117286,-0.9283296,0.47138858,-2.1669047,-0.8908963
PTPRG,-1.3488111,0.1980297,-0.53761494,-0.27962136,-0.4216406,-0.7336845,-0.44515955,-0.8656895,-0.7905017,0.24266696,-0.9994699,-0.655341,-0.5048317,-1.0655849
SUCLG2,-0.40937576,-0.34660453,-0.06763637,-0.03252068,0.124917984,-1.0128242,-1.9831601,-1.3016582,-0.3926099,-0.4148187,-0.67923033,0.0985024,-1.0057993,-0.1416133
FOXP1,-0.09204146,-0.71859634,-0.4961595,-1.0269644,-1.5369287,-1.7540408,0.23306042,-0.27149665,-0.25713354,-0.7776493,-0.57446986,-2.0915172,-0.4737647,-1.3332973
MTRNR2L12,0.3383451,-0.300461,-2.1095328,0.08135606,-0.75868386,-0.9415431,0.69965655,-0.15859854,-0.43988624,-0.74596244,-1.8709317,-0.049800828,0.5439267,-0.21433541
COL8A1,0.4314065,-0.060440093,-0.20097262,-0.3098856,-1.8002017,-4.3407493,-1.4482472,-0.99229074,-0.22219425,0.24596435,-2.0748684,-0.55986774,-1.2648536,0.010677308
NIT2,-0.6164079,-0.5348793,-1.297018,0.0030442625,0.04072684,-0.89934844,-0.45252752,-0.9451349,-0.24796045,-0.22228631,-0.45200366,0.028857559,-0.9039811,-0.8001985
TMEM45A,-2.3147545,-1.6346735,0.14766186,-1.6352427,-4.4726934,-0.5101724,-0.495138,-0.15004516,0.031175613,-0.44317076,0.025157988,-1.5909741,-0.9418213,-3.2300575
HHLA2,-1.3520181,-0.38671982,-3.0343533,0.5098182,0.061769426,-4.0550604,-4.2944555,-3.4343827,-2.1382866,-0.5260434,-2.0729957,0.5517926,-3.8371377,-0.338155
ABHD10,-0.5756089,-1.1571074,-0.5308939,-0.121939436,-0.3157207,-1.2137539,-1.0252519,-0.90327,-1.4928794,-0.30651832,-0.35295713,0.37244946,-1.5934374,-1.695022
CCDC80,0.018160582,0.6708089,-1.3804342,-4.262576,-4.797765,-4.13395,-3.4324138,-1.2733992,-1.3465148,0.5297605,-2.2093759,-4.295604,-2.9298282,-4.1714983
PLA1A,-1.1032407,-1.4818208,0.21573466,0.06955218,0.43360305,-1.3898823,-0.9288811,-3.9955351,-1.67937,-2.2334266,-1.7157692,-0.16180986,-3.7471466,-0.22630328
COX17,-1.9056393,-0.6279669,-0.5314109,-1.1123332,-0.49048564,-0.1378687,-0.4422106,-0.24991146,-0.27068365,-0.42649177,-0.3564969,-1.5212005,-0.46297684,-0.5366019
FSTL1,0.12387249,0.02086486,-0.47451913,-0.41084027,-0.6097962,-0.10526714,0.053407013,-0.094410285,-0.18880403,-0.123881176,-0.25864547,-0.45059827,-0.014050707,-0.32715422
SEMA5B,-0.3878168,-0.15774913,-1.3723636,0.010071792,-0.15731907,-0.4104939,-0.33072367,-0.53871906,-0.73641485,0.00060358644,-0.7097633,0.1915833,-0.35003534,-0.007994935
MYLK,0.15302074,0.24804252,-0.54236656,-0.4553821,-0.6536863,-0.6450993,-0.20067179,-0.38082814,-0.5489356,-0.01617679,-0.5357709,-0.31533936,-0.4206372,-0.74841964
ITGB5,-0.27690253,-0.31739914,-0.9675544,-0.6938614,-1.1767592,0.007998586,-0.29306248,-0.09918812,-0.29959,-0.29111156,-0.37205273,-0.74879295,0.109230965,-1.2729387
HEG1,0.15122592,0.12764168,-0.33639902,-0.737772,-1.3187048,-1.5847706,-0.7183963,-0.2198711,-1.0914233,0.1971311,-1.3688382,-0.9122951,-0.53404605,-1.8363035
RPN1,-0.35686558,-0.41470784,-0.056778133,-0.050947882,-0.039217323,-0.31715643,-1.200676,-0.6624607,-0.1586818,-0.25705993,-0.36264357,-0.039244592,-0.59012586,-0.13083497
CNBP,-0.18633527,-0.16752303,-0.16255641,-0.33109945,-0.17229588,-0.14665169,-0.1246884,-0.17745511,-0.43149194,-0.16811033,-0.22955383,-0.22144064,-0.15611708,-0.1517323
PLXND1,-0.026231647,0.15193945,-0.21244496,-0.26423228,-0.34903345,-0.37322354,-0.1834123,-0.19936082,-0.7139634,-0.045839876,-0.26574606,-0.22700733,-0.18359782,-0.18719722
ACAD11,-0.63103235,-0.31251886,-0.6612191,0.33207256,0.2632007,-0.34175178,-0.35838252,-1.3146238,-1.0312452,-0.4307831,-0.98745364,0.4169315,-0.7848605,0.055418998
UBA5,-0.7295912,-0.61077464,-0.6095498,0.0974856,0.065265566,-0.45678726,-0.70714194,-0.98113024,-0.68410563,-0.30562347,-0.623332,0.21172255,-0.6572964,-0.12736747
SLCO2A1,-0.3890449,0.23774761,-1.4650102,0.3646473,-0.7590563,-4.8775396,-1.1093543,-4.248251,-3.028216,0.45446098,-4.005538,-0.17736265,-3.2471125,-0.5665102
RNF7,-0.68619287,-0.29420847,-0.28009978,-0.5713401,-0.5751781,-0.20240559,-0.39260843,-0.28335828,-0.30525112,-0.30381194,-0.11055088,-0.4978261,-0.7136363,-1.117126
PLOD2,-1.1800964,-1.1943834,-0.88110477,-0.5288743,-2.1383371,-0.21174473,0.42194808,-0.00697881,0.1548754,-0.83561176,-0.27798116,-0.20552184,0.19436502,-1.2743745
CP,-0.2017236,-0.5655273,0.10022424,-0.87872314,-0.5331669,0.05657679,0.24379659,0.121274024,0.25128853,-0.6678016,0.10633254,-0.55227673,0.22581252,-0.33132827
TM4SF18,-0.40154737,-0.4233998,-0.7874645,0.066452935,-0.8250577,-0.6193437,-0.47781616,-0.21247771,-0.0056559592,-0.32198846,-0.2744892,0.17022353,-0.25559998,-0.17386413
TM4SF1,-0.018360406,-0.12655517,-0.8693269,-0.23114154,-0.9719537,-0.26010674,-0.18674055,-0.10122236,-0.21649079,-0.22189772,-0.18208745,-0.46804598,-0.19689658,-1.2331123
PFN2,-0.88981754,-1.6283209,-0.20865399,-1.0805299,-1.0182133,-0.042646974,-0.507153,-0.040241092,0.08044529,-0.44670522,0.043989062,-1.1048784,0.04742977,-2.4511445
SUCNR1,-1.7885656,-0.33915585,-1.4343045,0.14098653,-0.8808649,-0.14365843,-1.6676728,-0.87150323,0.12843466,-0.42072433,-0.99060804,0.04843557,-0.55191356,-0.42771512
MME,-1.9276496,-0.6134269,-3.7265728,0.3725403,-0.14571148,-1.6979345,-1.5915473,-1.290357,-0.7120869,-0.18107173,-1.6787443,0.68618596,-1.2894452,-0.17480907
TNFSF10,-0.20675847,-0.61133313,0.06534651,-0.47022706,-0.073107556,-0.0732054,0.023153111,-0.13252819,0.038109437,-1.0016302,-0.3882174,-0.42642677,0.1778233,-0.017307252
NCEH1,-0.87901545,-2.6691375,0.3017962,-1.5232805,-0.19754675,-1.8059334,-0.0452345,-1.1856493,-0.13495702,-0.75501996,-0.2636505,-0.9229145,-1.5514476,-0.5463755
FXR1,-0.99172616,-0.4989971,-0.06347045,-0.79164904,-0.34830448,-0.41008273,-0.87467706,-0.30461866,-0.3493009,-0.30096292,-0.32154745,-1.0830057,-1.0741789,-1.5726821
EHHADH,-1.1687865,-0.7420657,-0.4694963,0.364689,-0.0029794574,-0.5010637,-1.7854625,-0.77252525,-0.31985497,-0.5701932,-0.91235095,0.43188167,-0.1321962,0.09085238
HES1,-0.43722057,-0.22092503,-0.57571113,-1.6730225,-0.38276643,-0.31071073,0.3300466,-0.15682842,-0.29745242,0.009803772,-0.25898257,-2.0826452,-0.17766774,-0.8741176
SPON2,-0.2640893,-0.15100518,-1.3337439,-0.87856114,-1.541172,0.012206703,-0.20940568,-0.104721785,-0.7051703,-0.30774954,-0.16883135,-2.8255363,-0.8070185,-1.388685
HTT,-1.4957777,-1.3383946,-1.1267502,-0.6408231,-0.79095876,-0.79669017,-0.9927282,-0.78022677,-1.6441716,-0.20917904,-0.22776139,-0.7479603,-1.4126133,-0.56468046
CPEB2,-0.51449305,-0.6318644,-0.302981,-0.25575545,-0.2254828,-0.2569981,-0.63673395,-0.49987045,-0.4939109,-0.37487373,-0.3634189,0.10351181,-0.7801921,0.11007905
LAP3,-0.7416272,-0.9947631,0.68335795,-0.96643794,0.5158156,-0.30291927,-0.20162617,-1.3862939,-1.0607326,-0.961838,-0.702512,-2.5566812,-1.9112236,0.3333531
UGDH,-0.75116193,-1.4880065,-0.6552277,-1.0321922,-1.4444374,0.043409407,0.11539382,-0.06562498,0.138026,-0.96255624,0.15075958,-0.6211232,0.023684472,-1.7780446
RBM47,-1.9951457,-0.28226873,-0.12102309,0.08057149,-0.19258931,-0.4180094,-1.2526727,-1.6729348,-1.1796745,-0.45456702,-0.83328694,0.20927662,-0.92976373,-0.15042508
OCIAD1,-0.40135825,-0.28979072,-0.20348752,-0.23034133,-0.27664915,-0.16898899,-0.5772065,-0.29445115,-0.36173326,-0.2644375,-0.27892524,-0.10685755,-0.8208607,-0.4279003
UGT2A3,-3.6455755,-0.57171243,-3.5943527,0.58238834,-0.2737044,-4.863817,-4.470665,-4.424854,-4.468346,-0.005011797,-4.159247,0.680303,-2.6037452,-0.61870444
UGT2B7,-1.2997098,-0.63129425,-2.9207747,0.6353359,-0.35891923,-1.1390009,-0.7042599,-0.99623436,-0.5055158,-0.48573947,-1.9323628,0.7552755,-0.2565755,0.04526031
JCHAIN,0.40110457,-4.099682,-1.0360489,-2.7036483,-3.5072782,-0.8883112,-0.9584014,-2.8410442,-4.519825,-1.3149439,-3.9245808,-4.6749744,-3.8955007,-1.3677216
MOB1B,-0.7907434,-1.4454634,-0.33141637,-0.53237295,-0.7614887,-0.9522765,-1.1131892,-1.1532174,-1.2920582,-0.734321,-0.37897614,-0.8302235,-0.715474,-0.50822306
SLC4A4,-0.7245004,-0.46388486,-2.257738,0.36449626,0.1566475,-1.3198211,-2.7617936,-1.5462128,-1.3478198,-0.3586365,-0.9743174,0.43457168,-1.5262905,0.0019840896
PARM1,0.47114766,-0.19813171,-0.4017238,-0.36992848,-0.7438781,-1.3583994,-1.8172009,-1.2169886,-1.2149569,-0.3022256,-0.44372153,-1.0917222,-2.7442403,-2.2569818
USO1,-0.4830116,-1.0339787,-0.47153187,-0.53979456,-0.22801614,-0.4732099,-0.8451427,-0.53720516,-0.4518047,-0.5798085,-0.3607641,-1.7145877,-1.9843065,-4.041688
CXCL9,0.182863,-3.4296372,1.41504,-4.4484396,0.92789114,-1.3267546,-0.6838327,-4.596921,-4.659866,-4.4714584,-4.1937733,-4.279787,-4.0027494,0.82402575
CXCL10,-0.368081,-2.3656685,1.1043061,-3.5226426,0.9704577,-1.2584888,-3.4033554,-4.652463,-3.8817062,-3.9125583,-3.4088466,-4.105695,-3.0640912,0.6434015
CCNI,-0.20048195,-0.5214878,-0.4426356,-0.33728692,-0.54725087,0.11604333,0.39152318,0.15703815,-0.20313898,-0.62434214,-0.22583584,-0.48594224,0.37228173,-0.33314112
BMP2K,-0.63195974,-0.5659015,-0.12130201,-0.6917844,-0.74183804,-0.9213152,-2.7921255,-0.55199116,0.0041721463,-0.52534896,-0.3838905,-1.2506675,-0.47400013,-0.5780595
SPARCL1,-0.03360127,-0.38738713,-0.08922759,-0.28370583,-0.27406532,-0.115932606,-0.036862686,-0.10265297,-0.09571383,-1.1603978,-0.14973089,-0.2780106,-0.051115148,-0.10599491
SPP1,-0.18536937,-0.15120664,-0.085289925,-0.35330626,-0.14593053,0.14353408,0.19722733,0.04385773,0.09869018,-0.32593068,-0.0464926,-0.31921205,0.17046024,-0.10375066
ADH5,-0.6664293,-0.25491184,-0.72745323,-0.073866904,-0.3479054,-0.14723676,-0.9728041,-0.5105533,-0.2239205,-0.25267136,-0.3455902,0.04957086,-0.4631495,-1.1429464
H2AFZ,-0.28074986,-0.29499626,-0.8563999,-0.5974525,-0.7398928,-0.07960898,-0.28007835,-0.18323475,-0.45539927,-0.29024622,-0.3259298,-0.5499099,-0.393544,-1.3357471
EMCN,-0.83023614,-0.26060835,-0.87982917,0.10683341,-0.41330317,-0.5661319,-0.66318613,-0.23125885,-1.7067081,-0.4010815,-0.8233937,-0.031990975,-0.25072026,-0.88716245
SLC39A8,-0.62862015,-2.4088671,-1.2231457,-0.26403832,-1.7419691,-0.88107985,-1.1402583,-0.67059654,-0.3696279,-1.4904109,-0.15581965,0.04422772,-0.89108086,-1.5556799
CFI,-0.84107924,-0.662927,-0.6770023,-0.27566534,-0.49436417,-0.53721285,-1.0023072,-0.46468616,0.19814557,-0.35279444,-0.43118435,-0.08718613,-0.41672418,-0.42943975
SNHG8,-1.7769421,-0.18509652,-0.6268264,-1.1106093,-0.20392784,0.13342077,-1.2271585,-0.009463042,-0.57399607,-0.20963825,0.08754939,-0.47930914,-1.0694783,-0.9011987
SPRY1,-0.3069607,0.016704798,-1.5790294,-0.7026719,-1.238019,-0.0736866,-0.4268728,-0.3581808,-0.8720715,0.07597184,-0.29021537,-0.68357265,-0.72373134,-1.6440109
NDUFC1,-0.43537262,-0.22127934,-0.6102803,-0.21860094,-0.32284117,0.005031243,-0.33527333,-0.15139139,-0.15111718,-0.25789037,-0.22487591,-0.2435393,-0.16578001,-1.0359404
EDNRA,-0.8211312,0.15648156,-0.6730018,-1.7478461,-1.218245,-0.5725934,-2.2651277,-0.150109,-0.92319375,-0.3675964,0.38970625,-1.3248916,-1.7328483,-1.1237798
AC104083.1,-0.27663857,0.0014865994,-1.6034865,-0.7134739,-1.3271292,-2.0045857,-1.1545814,-3.439614,-0.6611087,0.4274205,-0.5378394,-1.0394574,-3.7737963,-1.1697152
GUCY1B1,-0.18061411,-0.12367499,-0.39852986,-0.27868462,-0.6597545,-0.42895183,-0.7017654,-0.6716179,-1.0273507,0.14227378,-0.46418083,-0.50997484,-1.1565366,-0.79659736
GASK1B,0.123447,-0.18332538,-0.4511062,-0.807443,-0.49199638,-1.1153234,-0.94823694,-0.16692442,-0.9841751,0.30023128,-0.26234072,-2.309383,-0.99852,-2.0296683
FNIP2,-0.6117782,-0.52428216,-1.0832781,-0.16993135,-0.54447114,-0.66252893,-0.85074914,-0.59586304,-0.81774163,-0.5067732,-0.479406,-0.35511482,-0.48921183,-0.48849598
CPE,0.12720132,0.23990262,-0.12546158,-0.32017097,-0.18577842,-0.25521395,-0.2951138,-0.25307772,-0.5593337,0.015506893,-0.28705904,-0.32317352,-0.21860683,-0.22800651
PALLD,-0.2725001,0.3395331,-3.2150176,-2.7282758,-4.772343,-4.876064,-1.0083784,-0.45236552,-0.31276178,0.57723606,-1.1579832,-4.2877026,-2.292254,-4.1027513
CLCN3,-1.5748886,-0.7192664,-0.6248973,-0.30493286,-0.4433366,-0.51685536,0.14650011,-0.4297736,-0.38497534,-0.50217277,-0.44301376,-1.2563105,-0.8709984,-0.91132736
HMGB2,-0.4804475,-0.48364678,-0.06997329,-0.38600367,0.16771626,-0.867244,-0.5402007,-0.5060322,-0.5897554,-0.49524692,-0.5042586,-1.3258145,-3.0463107,-0.52426004
