,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
FOS,0.2726313,-0.22387594,-0.4799314,-1.1277158,-0.74198836,-0.53990185,0.016847461,-0.060122855,0.2531703,-0.30381766,-0.19134855,-0.69943583,0.088473886,-0.0027985722
IFI27L2,-0.21519962,-0.69167054,-0.012148663,-0.68655664,-0.33488417,0.038295656,-0.3273059,-0.13536626,-0.17527203,-0.60378087,-0.18400963,-0.50710577,0.018796057,-0.27277333
SERPINA1,-0.3532244,-0.58706355,0.123052,-0.42558175,-0.07731043,0.08478005,0.15607014,-0.115977824,-0.09901829,-0.9372414,-0.10093901,-0.33164614,-0.0050989687,-0.0501394
EVL,0.23666346,-0.32479638,0.6020074,-0.6085284,0.34494233,-0.59261316,-2.4962707,-1.5748433,-1.0349005,-0.47551596,-0.38326505,-2.2236738,-1.0252225,0.28095925
WARS,0.11568573,-0.7184652,0.7230337,-0.51838994,0.49272984,-0.49358562,-0.13042289,-1.0028481,-0.57027566,-1.0186205,-1.0527947,-0.743747,-0.31467402,0.5168978
AMN,-1.0892174,-0.15393844,-1.2241321,0.7549119,0.55866003,-3.5764358,-4.043887,-3.5812094,-1.9958762,-0.12470123,-3.8017437,0.91275537,-2.373625,0.25891548
AHNAK2,-0.40208548,-0.66782796,-1.3201914,-3.9762716,-1.2566599,-0.40956563,-0.1389398,-0.27089024,0.04916507,-1.1022669,0.15236115,-3.9595208,-0.9236261,-2.4924393
CRIP1,0.13874611,0.16641489,0.023416594,-0.28689837,-0.020740971,-0.26752368,-0.09619118,-0.24972332,-0.7810834,-0.118516296,-0.39034593,-0.67322546,-0.17257749,-0.120911986
IGHA2,-4.7116604,-5.589106,-3.853849,-5.594858,-5.525914,-4.0358467,-0.0732913,-1.7539353,-5.081638,-0.89596,-5.2715373,-5.0490193,-3.2328904,-4.866581
IGHG4,0.5194886,-0.41187143,-0.19421017,-3.1080065,-4.8766904,-4.949231,-4.9896646,-5.2804766,-4.961664,0.030751586,-4.8388596,-4.68985,-4.7676344,-4.440776
IGHA1,1.2369318,-2.2949667,0.3342477,-2.6103897,-5.088439,-0.068181574,-0.92805874,-3.35556,-1.640821,-2.3045187,-3.5575688,-2.8625703,-0.5214723,-4.504526
IGHG1,-0.33130074,-0.9481919,-0.08712685,-2.1870775,-4.3089814,-5.176337,-1.8291366,-5.300127,-5.1757555,-1.0360302,-4.903226,-4.0379705,-4.7899218,-0.6876291
IGHG3,-2.4654324,0.09967768,-0.5683812,-2.8999546,-4.246814,-5.650285,-2.2797112,-5.4283104,-5.581674,0.23415422,-4.9690933,-4.431608,-5.0389676,-4.6140747
IGHM,1.3893723,-3.1375937,-5.126039,-2.81504,-4.993852,-4.7116413,-1.5424511,-4.3069105,-1.1193569,-2.5964394,-3.715887,-4.0729866,-1.7054462,-4.0849876
NDN,-1.7644764,-0.4153208,-0.40304235,-0.5407794,-1.672987,-0.3101229,-2.0373013,-0.2991397,-0.40231833,0.019659847,0.124471605,-0.77779263,-1.3583031,-2.0000772
SNRPN,-1.2541211,-0.42390454,-0.20466919,-0.43932867,-0.26129508,-0.10754192,-1.2577488,-0.35648492,-0.41861612,-0.31440303,-0.37848234,-0.37236172,-0.4892192,-0.5867183
NOP10,-0.6772231,-0.31929767,-0.77658576,-0.84609675,-0.5310635,-0.2963068,-0.9480519,-0.14131564,-0.3135002,-0.47421786,-0.13043156,-0.5284849,-0.418103,-2.034513
ZNF770,-1.377671,-0.6258341,-0.95499027,-0.28567988,-0.9702438,-1.5323684,-3.3478081,-0.7322354,-0.75266623,-0.508997,-0.07826078,0.23247093,-0.42664832,-0.92476285
THBS1,0.114037484,-0.96339107,-0.49120882,-0.3958172,-0.8096308,-0.10498254,-0.18459433,-0.099749885,-0.061024442,-1.036528,-0.22120056,-0.19924478,0.17974839,-0.31889212
DLL4,-0.7041248,-0.31422013,-0.25044495,-0.59429514,-0.24130608,0.16867888,-0.49337822,-0.055152625,-0.32654515,-0.46603447,-0.096934915,-0.96260226,-0.3551492,-0.77355343
GATM,-0.2671423,-0.33914247,-0.6590439,0.06906246,0.16446385,-0.34281045,-0.85494554,-0.43977886,-0.92422324,-0.28971225,-0.4304871,0.10389176,-0.31408694,-0.004288435
FBN1,0.55499184,0.20198828,-0.6576936,-2.615875,-3.5182016,-1.283403,-2.800367,-0.47661072,-0.29272258,0.23958069,-0.83204323,-3.9900074,-1.2075626,-1.4376544
EID1,-0.72428507,-0.65688634,-0.38901764,-0.30959943,-0.42941296,-0.05507715,0.17930984,-0.036891907,-0.3793321,-0.47893298,-0.20403305,-0.21048844,0.0027554035,-0.31578487
RSL24D1,-0.61902434,-0.4530387,-0.47813654,-0.7546036,-0.7522697,-0.42487404,-0.34706545,-0.1656731,-0.75039375,-0.4166738,-0.35896072,-1.9642153,-0.4275381,-0.82796323
ADAM10,-0.49541953,-1.0416126,-0.12686093,-0.58810914,-0.34499002,-0.14552368,-0.41928673,-0.28047526,-0.36384648,-0.2972646,-0.2948177,-0.73017615,-0.2661124,-0.58063793
ANXA2,-0.12402694,-0.14789222,-0.31865093,-0.26922268,-0.488567,-0.16638023,-0.024173409,-0.115974694,-0.038304776,-0.25448605,-0.18379205,-0.24264774,-0.09781188,-0.54215235
SPG21,-1.6251112,-0.8688989,-0.46982557,-0.64761496,-0.34583125,-0.08471832,-0.432168,-0.4136882,-0.6016083,-0.6343265,-0.37204167,-0.36664888,-0.6329578,-0.37917903
MAP2K1,-0.5000417,-0.3727655,-1.3400502,-0.8890166,-0.87679106,-1.292935,-0.82458186,-0.47049996,-1.2364228,-0.46908376,-0.126441,-0.8477088,-1.8908497,-1.6963686
AC087482.1,-1.3384883,-2.800561,-3.1981304,0.15603274,-0.38685963,-0.21022588,-0.47536442,-1.323581,-0.9678999,-0.9002075,-0.34349787,0.5775038,-1.7581354,-0.586839
UACA,0.12434,0.0789426,-0.8484805,-0.4383691,-0.7105222,-0.36620378,0.11697203,-0.24741802,-0.76012367,-0.13859569,-0.5473374,-1.0684103,-0.1566574,-0.23192397
MYO9A,-1.0955586,-0.7204286,-2.7990842,-0.8225548,-1.3857541,-1.0191151,0.30137807,-0.01318568,-1.2015216,0.019384265,-0.3664603,-1.9878821,-0.4475544,-2.0792394
PARP6,-1.2295523,-0.31045535,-0.30194077,-0.26637235,-0.1127913,-0.89648813,-0.75335085,-1.1629435,-1.3748083,-0.54637957,-0.42023388,-0.1009894,-2.9616058,-1.7947125
CSPG4,-0.10258716,0.1477662,-0.34397689,-0.29343706,-0.70721793,-0.18320002,-0.02229555,-0.25929576,-0.750994,0.025916249,-0.23694313,-0.3134444,-0.3442386,-0.3870287
CTSH,-0.22945796,-0.5726665,0.6208669,-0.20829095,-0.08892435,-0.71068734,-0.8029957,-1.137301,-0.7315218,-0.5500085,-0.8304564,-0.5661725,-1.2894281,0.53513277
NMB,-1.0741539,-1.6625519,-3.4245374,-0.6241029,-0.8978958,-0.06675762,-1.0934597,-0.22881511,0.122198224,-1.206075,-0.28342286,-0.4955017,-0.6517555,-1.1184446
SLC28A1,-0.43757185,-0.6240305,-0.48987034,0.100183964,0.3467422,-0.5862481,-3.4281237,-0.80261767,-1.0341897,-0.2635888,-1.5569397,0.016621083,-1.3358762,0.15793854
MFGE8,0.1272035,0.14235276,-0.27744573,-0.06795054,-0.3560359,-0.3639645,-0.2768945,-0.24952736,-0.31498608,-0.06109771,-0.27889124,-0.32810926,-0.5961997,-0.2684456
ANPEP,-0.47677204,-0.20501763,-0.60671973,0.43881145,0.21398333,-0.9571478,-1.2421858,-1.2678214,-0.76469845,-0.07752623,-1.3692213,0.41792172,-0.74062675,0.18116432
ARRDC4,-1.033012,-1.4389732,-1.7355038,-0.4697643,-1.0882431,-0.9210869,-1.3853421,-0.7550529,-0.51082367,-0.4881042,-0.22878745,-0.23516935,-3.362127,-0.7791601
HBA2,-4.653239,-2.2831507,-1.6730771,0.050484017,-1.0344195,-2.840976,0.62364805,-0.8289512,-1.0346993,-1.2368892,-1.5321685,-0.119111896,-0.11581218,-0.21697202
DECR2,-1.5952579,-0.3338007,-1.7830405,0.2978959,0.3385015,-1.2004598,-3.3311799,-1.2576673,-0.836504,-0.5792272,-0.9461038,0.41823906,-0.7692631,0.080314994
RAB11FIP3,-0.14285693,-0.80501616,-0.5662297,0.38369605,0.14382559,-0.7458909,-0.45875698,-1.2582315,-1.1680014,-0.33058658,-1.187022,0.40439707,-1.0652609,-0.14779317
CAPN15,-0.6762366,-0.47353968,-0.40616035,0.1426364,0.30732435,-1.2874061,-3.61694,-1.2208273,-0.26535782,-0.8757235,-0.4261111,0.364366,-1.8120522,0.14691806
JMJD8,-1.4240031,-0.75630236,-0.86134696,0.015054956,-0.4057956,-0.4034615,-0.25389227,-1.2341893,-0.27378118,-1.0105181,-0.47145087,0.37138963,-0.15303734,-0.35882416
FBXL16,-1.2225308,-0.6453048,-1.0172797,-0.19693343,-0.38232377,-0.25161856,-0.091460094,-0.41084948,-0.16193818,-1.2032542,-0.22383581,0.30334443,-0.35792774,-1.384595
TPSB2,-0.47957113,0.23877871,-0.7125938,-0.60165775,-1.7222506,-1.6923237,-2.4535694,-2.849634,-1.3447322,0.29989386,-2.2925,-1.1098297,-3.4199712,0.023364902
TSR3,-1.2175676,-0.7338418,-0.080807775,-0.32612747,-0.7717037,0.030830055,-2.1696181,-0.35147408,-0.092138946,-1.2280197,-0.04377088,-0.72784626,-0.5568226,-0.9863235
GNPTG,-0.93672276,-0.35550746,-0.9483551,-0.10689169,-0.54997766,-0.5153177,-0.85753316,-0.30459368,0.013786882,-0.3405118,-0.20536332,-0.17783017,-0.41466027,-1.1425803
JPT2,-1.0219414,-0.45287207,-0.8459501,0.062885284,-0.564566,-0.27353892,-0.75004053,-0.60804313,-0.1596922,-0.3130367,-0.22804207,0.067605436,-0.672335,-0.43529803
SLC9A3R2,-0.27557147,-0.03329304,-0.56336516,-0.0022828877,-0.31792128,-1.6349695,-1.0513035,-0.9997542,-0.5790255,0.29051173,-1.1131985,-0.24341348,-0.41404858,-0.33788916
RNPS1,-0.24811956,-0.48599917,0.058432966,-0.29611027,-0.20191298,-0.29727668,-0.64991075,-0.2994725,-0.24301612,-0.4457332,-0.31659004,-0.23011851,-0.28915325,-0.16314459
PDPK1,-0.2938715,-0.52672124,-0.21505034,-0.42317098,-0.69241655,-0.8631169,-2.9257882,-0.73818016,-0.8112227,-0.2277103,-0.5823413,-0.0030128956,-2.0917163,-0.53994113
TNFRSF12A,-0.73623395,-1.1038525,-3.5208437,-0.20163664,-0.6899859,-0.4006125,-0.09963474,-0.26302204,0.6410012,-1.2537974,-0.4131632,0.46930236,-0.054603666,-1.2925296
GLIS2,-0.6694524,-1.0751029,-0.6227724,-0.39764878,-0.5077814,-0.82182735,-0.5792558,-0.31177968,0.07427877,-1.2511446,0.1788801,-0.27627766,-1.4753245,-0.96707916
VASN,-0.011983812,-0.058861434,-0.26981354,-0.36130744,-0.2780693,-0.24860422,-0.28266588,-0.2555554,-0.09824468,-0.25090587,-0.19609919,-0.30987588,-0.2609108,-0.31473547
CIITA,-0.9055086,-1.6490219,0.85773563,-0.65624833,0.7094338,-1.1635356,-1.156538,-3.7916024,-3.8109968,-3.9449887,-1.6132138,-0.45555833,-2.3687067,0.77767956
SNX29,-1.6315852,-1.2653699,-0.30930677,-0.23275161,-0.5087147,-0.57449996,-0.5759954,-0.5077515,-1.9671742,-0.22097543,-1.4507787,0.08205843,-0.97725314,-1.0011477
PDXDC1,-0.7117952,-0.54365265,-0.5500551,-0.26167184,-0.4444981,-0.26034963,-0.7822219,-0.47618595,-0.39151156,-0.4367241,-0.32821614,-0.30292177,-0.31651658,-0.4175219
MARF1,-1.5006227,-1.1907449,-0.46940342,-0.65284455,-0.49344108,-0.37281916,-0.7078513,-0.2088311,-0.5417275,-0.59158516,-0.3343625,-0.8670499,-0.48187006,-3.287643
MYH11,0.36898226,0.39883727,-0.50295603,-4.5388,-3.2210996,-0.4111861,-0.2751403,0.17770606,0.030609727,0.06789881,-0.17804986,-4.054268,-0.66172284,-4.073099
FOPNL,-1.1982293,-0.26673093,-1.3579376,-1.0439465,-0.57764626,-0.67838144,-0.7502902,-0.4100908,-0.3501826,-0.27513146,0.03374201,-1.1585637,-2.565383,-1.9617761
VPS35L,-1.2113619,-0.796477,-0.06969184,-0.5556328,-0.7378986,-0.72176456,-1.3765595,-0.6403043,-0.3129882,-0.74110264,-0.08786589,-1.1778824,-2.1358113,-0.9082846
ACSM2A,-1.9918146,-1.6786097,-2.0992482,0.516167,0.31322837,-3.1043706,-3.3611813,-3.0025206,-1.4520357,-0.59799474,-3.6118362,0.7827091,-1.2491565,-0.005885899
ACSM2B,-1.5403794,-0.52856517,-1.644358,0.52449214,0.17759371,-0.5120356,-3.2809024,-2.9177718,-0.88119906,-0.6048679,-1.936987,0.80987453,-0.8345765,0.32480502
UBFD1,-3.432727,-0.38333392,-1.1650703,-0.3776363,-0.43285167,-0.64614046,-1.5399623,-0.82562184,-1.1414033,-0.5905704,-0.652498,-0.38176525,-0.9462388,-2.5163465
NUPR1,-0.069316946,-0.5244521,-0.15495858,-0.19114228,-0.2162027,-0.15140942,-0.008554712,-0.13274659,-0.05720236,-0.5337659,-0.20825592,-0.18401672,0.02642648,-0.19631502
SEZ6L2,-0.789641,-0.9112816,-0.91116726,0.09842045,-0.24268235,-0.43760663,-0.07768679,-0.5362779,-0.10123727,-0.49411136,-0.5951078,0.3089062,-0.22893623,0.019592166
DOC2A,-0.71314734,-0.3509443,-0.36624235,0.2505953,0.14736235,-0.20166986,-0.5331906,-0.37658507,-0.63503045,-0.5668144,-0.5830823,0.46408308,-0.14554012,0.1311335
ALDOA,-1.3086755,-0.5871975,-1.9076524,-0.35169116,-0.6676149,-0.0010419786,0.09701884,0.07509503,0.08971566,-0.35485935,-0.05796221,-0.31124887,-0.100891635,-2.1616764
CORO1A,-0.3717518,-0.70087636,0.7246283,-1.4105487,0.266307,-0.95924234,0.0053973496,-1.4481097,-0.92712766,-1.305137,-0.74862576,-3.6922407,-2.3200698,0.61883533
ITGAL,-0.94912297,-1.367449,0.7892684,-1.4312791,0.5859175,-1.5906644,-1.0436594,-1.5990641,-3.6267781,-1.9531281,-1.3734682,-2.654563,-3.1917043,0.27078938
ZNF768,-1.4314375,-0.7013111,-1.1403391,-0.5773809,-0.7227212,-0.584816,-1.748618,-1.5805594,-0.3792367,-0.4203254,-0.13559848,-0.32242298,-1.550554,-0.9766567
VKORC1,-0.47781578,-0.4065296,-0.39573675,-0.13256222,-0.5409898,-0.12687634,0.07779238,-0.18650289,-0.06671271,-0.26418772,-0.2416232,-0.10402049,-0.025088891,-0.40308458
BCKDK,-0.5535608,-0.662801,-0.2479946,-0.32398516,-0.24365856,-0.26926288,-0.37919372,-0.24034029,-0.13913803,-0.29850513,-0.15958396,-0.2397398,-0.25947765,-0.16947418
VPS35,-0.4845255,-0.324004,-0.8961866,-0.11815878,-0.66058856,-0.29426047,-0.053958803,-0.27069685,-0.2521686,-0.5852549,-0.2656447,-0.216241,-0.3606466,-0.5490756
NETO2,-0.86298895,-1.0091096,-1.4619033,-0.25748038,-0.8391556,0.035078824,-1.1020377,0.023702443,-1.1387122,-0.8398833,0.21452707,-0.7942107,-0.7844969,-0.62603736
FTO,-1.2549918,-0.45983848,-1.0662322,-0.80090046,-0.74087137,-0.32648525,-1.1374412,-0.46700984,-0.2130158,-0.18263948,0.0930661,-0.96460146,-0.54316556,-1.431623
MT3,-0.6526377,-0.7743623,-0.92729044,-1.1462519,-4.3209734,-0.55816966,0.33214462,0.29950124,0.17755991,-0.04303208,0.46673357,-0.5794077,-0.090723604,-3.7827792
MT2A,-0.26154694,-0.1779444,0.05471264,-0.31569275,0.038609996,-0.15753157,0.16951537,-0.12853292,0.015802652,-0.47724858,-0.1665215,-0.35417557,-0.06904767,-0.065853424
MT1E,-0.29914042,-0.64594316,-0.63442254,-0.030937783,-0.049674824,-0.41374952,-0.06205578,-0.22649719,-0.2481192,-0.5858787,-0.4012738,0.0065045357,-0.28742823,-0.4113937
MT1F,-1.5257585,-1.0871298,-0.9239213,-0.640904,-1.1808267,-0.60265565,-0.24193972,-0.27888137,-0.1694369,-0.5638874,0.007746041,-1.7972339,-0.16843784,-0.7225589
NLRC5,0.17273128,-1.184583,0.7184335,-0.8422049,0.50617653,-0.9555743,-0.8501189,-1.3122613,-1.4233716,-0.861208,-0.50084823,-1.3928064,-2.14367,0.5968995
ADGRG1,-0.44004658,-0.44823584,-0.36567867,-0.4468096,-0.34906036,0.18398046,0.09966338,0.016385376,0.039028928,-0.53585947,-0.12359882,-0.3498723,0.13052115,-0.40603715
KIFC3,-1.0878232,-0.2484053,-0.6430419,-0.27797902,-0.55836093,-0.42364573,-0.70823836,-0.36123794,0.060043752,-0.2653643,-0.37593195,-0.42205346,-0.6024358,-0.66174513
CDH5,0.10669017,0.00077944994,-0.4692068,-0.5809555,-0.42660707,-0.10017319,-0.0058038384,-0.1267809,-0.35532784,-0.2924378,-0.21036637,-0.6138447,-0.39048415,-0.6683544
CKLF,-0.7627357,-0.34709108,-0.33160654,-0.8789216,-0.6264075,-0.35813248,-0.77804816,-0.58441675,-0.7703037,-0.64285576,-0.25583607,-0.6636978,-0.70780754,-0.8501795
CDH16,-2.3034022,-0.22014554,-0.66145074,0.39951122,0.3007927,-1.3068533,-0.688928,-1.8430947,-0.8598057,-0.05033222,-1.3468013,0.58577394,-1.8223403,-0.23072419
CES2,-0.8063024,-0.5990011,-0.58989215,0.45779586,-0.005007416,-0.55218315,-0.30376765,-0.8710049,-0.79380715,-0.5010625,-1.4309818,0.5560035,-0.40463206,0.0662334
CES3,-2.490084,-0.05055511,-1.2208873,0.2862401,0.18996495,-1.1377261,-3.0674653,-1.3338339,-1.2645006,-0.17095,-1.6263694,0.46673882,-1.2985979,-0.17055202
NOL3,-0.5299349,-0.33677328,-0.58773583,-0.39664525,-0.08169298,-0.21607175,0.17601207,-0.030499622,-0.27631307,-0.35339162,-0.19202282,-0.62010396,-0.121368244,-0.31714666
E2F4,-1.7397089,-1.0615509,-0.027525336,-0.59828025,-0.041356087,-0.7050234,-0.74268717,-0.69736606,-0.44356307,-0.44565135,-0.32806027,-0.52745426,-0.4803535,-0.17973235
FHOD1,-0.8644297,-0.04981315,-1.1638428,-1.4014966,-0.5754693,-0.6188414,-0.4925924,-0.63603204,-0.660525,0.20754844,-0.33311498,-0.67843056,-2.5882998,-0.82809067
TPPP3,-0.3795819,-0.020146161,-0.06908257,-0.40022382,-0.1612134,-0.31094712,-0.2189228,-0.2597915,-0.73491704,-0.18217632,-0.3527588,-0.8801571,-0.40653795,-0.26583657
HSD11B2,-0.54816675,-0.51870775,-1.2604866,-0.79454947,-0.0536713,0.16983822,-0.5930648,-0.28242436,-0.11489162,-1.0373175,-0.3460581,-0.2016792,-0.40726674,0.18501908
PSMB10,-0.028370425,-0.5071603,0.5253379,-0.4075539,0.5267213,-0.39544576,-0.29979122,-0.92582536,-0.61329293,-1.0946567,-0.85575557,-0.89797145,-0.281293,0.53164536
NQO1,-1.863581,-2.1036878,-0.7888943,-1.0889742,-4.703251,0.16893989,-0.20148212,-0.09992707,0.6092763,-0.39738303,0.0018829703,-1.4018037,0.27591157,-3.936099
CLEC18A,-2.5167723,-0.449777,-2.0947738,0.25538123,-0.19933099,-0.6808004,-1.1272756,-1.2025111,-2.7824452,0.08884138,-0.5691235,0.38067693,-1.8045821,-1.6931113
CLEC18B,-3.738655,-0.4268397,-4.2308283,0.10797441,0.0077888966,-0.22584215,-1.1871662,-0.7899914,-2.4788735,-0.50943017,-0.31651092,0.21985823,-0.77888614,-0.27173558
CFDP1,-0.8589073,-0.876905,-0.558954,-0.15977937,-0.4941824,-0.04764685,-0.49347746,-0.22410448,-0.25463283,-0.36596704,-0.18623096,0.15216997,-0.34339914,-1.1315064
GABARAPL2,-0.27303293,-0.60992324,-0.13343316,-0.4752304,-0.4109908,-0.1538917,-0.7604428,-0.4568237,-0.10492621,-0.39932698,-0.18399143,-0.055218697,-0.7597382,-0.323205
GCSH,-0.80545926,-0.76883346,-1.0829012,0.07014257,-0.6408454,-0.5419746,-0.824872,-0.69834447,0.30748713,-0.83003783,-0.376529,0.3175335,-0.5593053,-1.0466218
PLCG2,-0.7744776,-0.7554984,-0.6062141,-2.6279466,-1.6050229,-1.4784856,0.9392469,-0.20024145,-3.5242617,-1.151918,-2.2694306,-3.6038468,0.43809462,-1.4457779
CDH13,-0.29656166,-0.16873112,-0.34947932,-0.58684444,-1.2774189,-0.24951409,-0.66114503,-0.23261447,-0.9228489,-0.16682954,-0.26873693,-0.5995465,-0.08320612,-0.7459812
GAS8,-0.96114683,-0.46293432,-0.8254765,-0.5027237,-0.3434898,-0.24748248,-2.4228225,-1.05949,-0.48825157,-0.74987316,-0.18355808,0.10347265,-2.912045,-1.3422573
SERPINF2,-0.4390321,0.17536855,-0.0067253113,-0.96664673,0.28319377,-4.3033876,-1.9128053,-4.413969,-0.3690483,0.33810234,-2.4686418,-1.9669316,-3.5451841,0.6863705
ASPA,-3.0150928,-0.7115835,-0.627954,0.063403696,0.3289497,-2.0633564,-1.2887444,-1.5950793,-1.0451704,-0.5882189,-0.8459109,-0.058154047,-1.075419,0.14130116
PSMB6,-0.32518828,-0.65587854,-0.04297921,-0.68257916,-0.24373415,0.06598133,-0.8532328,-0.3300827,-0.15176444,-0.7084173,-0.07549003,-0.85073525,-0.19691867,-0.57238483
SNHG29,-0.40584502,-0.097612604,-0.32756078,-0.22267003,-0.38954604,-0.0011128932,-0.120919555,-0.14138216,-0.23765576,-0.17894226,-0.1729487,-0.15962975,-0.050001204,-0.3078065
RASD1,-0.5307348,-0.14229521,-3.4948804,-1.6993847,-1.6568781,-0.18052074,-0.37422818,-0.060482502,0.2047168,-0.17315692,0.009370923,-4.0084476,-0.9252552,-3.5604584
SREBF1,-1.0465064,-0.28487596,-0.45070022,-0.62611294,-0.3442353,0.17539889,-0.31124848,-0.3473062,-0.5194252,-0.45483553,-0.35765055,-0.6331699,-0.41357598,-0.096030176
SHMT1,-2.9772763,-0.58113813,-2.43324,0.14453563,-0.04949236,-0.9331187,-1.7732842,-1.5700899,-0.5690847,-0.105159104,-0.41472906,0.06686145,-2.2903976,-0.29608512
SLC5A10,-2.4115434,-0.6721846,-2.5898457,0.11167288,-0.0065044165,-0.398562,-0.52223825,-0.501044,-0.4180789,-0.50098485,-1.045398,-0.030346155,-0.37563214,-0.18748975
SLC47A1,-0.56707394,-0.21804157,-0.600245,0.18472989,-0.15493976,-0.27330768,-0.43946183,-0.26884478,-0.42409673,-0.21989709,-0.7692569,0.31387043,-0.124263786,-0.06319551
ALDH3A2,-0.9452275,-0.8464386,-0.6128216,-0.3199972,-0.24614966,-0.113282934,-0.42251813,-0.31327096,-0.15153366,-0.59273684,-0.28035548,-0.18498713,-0.29832786,-0.26283285
CCL2,0.27409577,-0.081273586,-0.21081766,-1.4661411,-0.30103013,-2.0912695,-0.31450033,-0.5010234,0.38356894,-0.2781363,-0.35475478,-1.6777327,-0.79500604,-0.28655165
CCL5,0.18363011,-0.8935831,0.8327061,-0.77983904,0.5199788,-0.45583588,-0.030748487,-0.8480895,-1.4001502,-1.555771,-1.8169832,-1.0402653,-0.48727354,0.61533755
CCL14,0.08451986,-1.8769927,-0.8682232,-2.4631264,-3.820453,-1.49103,-0.46758506,0.10792154,0.40075386,-2.017374,0.37079334,-3.336265,-0.9022761,-2.913682
CCL3,0.13540328,-3.316061,0.5771601,-3.6859283,-0.013634384,-3.2632513,-4.636306,-2.7904968,-0.11901003,-3.746144,-1.0396241,-3.12858,-4.35938,0.68362665
CCL4,0.17536396,-2.3418636,0.9654261,-4.041651,0.57214594,-1.7353361,-0.6981893,-2.113748,-1.531594,-3.8383882,-1.8113074,-3.8665948,-1.7335232,0.47205102
CCL3L1,0.4946369,-1.9992057,-0.50553703,-4.8127804,-1.2831515,-4.5146427,-4.121693,-1.3288391,-0.2627896,-3.385108,-0.20582467,-4.104883,-4.449318,-0.03872943
CCL4L2,0.12532061,-1.8911755,0.8412458,-4.5331464,0.35798,-3.6677265,-2.2710285,-0.88739765,-1.9058601,-3.8876078,-0.7049901,-4.273841,-2.1726177,0.6483457
PLXDC1,0.16891998,0.37112015,-0.2629131,-0.8701909,-1.2679055,-0.40060365,-1.2534729,-0.13279644,-1.05236,0.3087386,-0.08412483,-1.6665602,-0.56225103,-0.35300735
KRT10,-0.87404656,-0.6762018,-0.18843094,-1.2531265,-0.9593748,-0.55141145,-0.73155284,-0.5268451,-0.5819039,-0.3039663,0.09480256,-3.7380204,-2.1097574,-0.8801888
EIF1,-0.1184982,-0.07930918,-0.09337498,-0.271069,-0.12740922,-0.025075018,0.0057083443,-0.07376326,-0.14916831,-0.13318783,-0.12338485,-0.16389662,-0.03615412,-0.101923436
JUP,-0.29874572,-0.2113585,-0.22955672,-0.23407975,-0.62940776,-0.24815463,-0.061091065,-0.22732198,-0.27526763,-0.22938852,-0.23814887,-0.26947278,-0.24881756,-0.28024724
LINC00671,-0.7356863,-1.7684085,-0.4380256,0.21053506,0.10662857,-0.3208578,-1.4652659,-0.8477716,-0.3770923,-1.0533798,-0.2496338,0.29519534,-0.6806992,0.244012
IFI35,-0.6013148,-0.3302639,0.3704121,-0.18545793,0.14965945,-0.5633342,-0.7807107,-1.0950212,-0.3352503,-0.56026506,-0.7540684,-0.048366338,-1.3999276,0.24092013
HDAC5,-1.3935428,-0.43919122,-0.68168557,-0.60969436,-1.1095049,-0.3121643,-0.33097234,-0.44568455,-0.8544736,-0.08795717,-0.22175767,-0.4810685,-1.0792361,-0.55319697
GJC1,-0.8293935,0.29525685,-0.4949783,-0.41654986,-1.1867983,-0.9385379,-0.65258825,-0.5823659,-4.2506156,0.46292138,-1.1166642,-0.62942827,-1.9504259,-1.543585
HEXIM1,-1.392903,-0.40393737,-1.0785977,-0.28079408,-2.2195945,-0.43568474,-0.66441035,-0.81321007,-0.65799546,-0.43284893,-0.8701727,-0.91926587,-0.6132603,-2.104919
NPEPPS,-0.6184854,-0.42428803,-0.35141718,-1.0337999,-0.7508223,-0.14624983,-0.16416469,-0.40752006,-0.41483873,-0.45849878,-0.1560269,-1.0517185,-0.46771806,-1.3027147
HOXB2,-3.4212852,-0.26340017,-1.2668009,-0.9347756,-0.30030683,-0.119564176,-2.1850843,-0.64136016,-0.49724787,-0.26260036,-0.28428027,-1.7238328,-1.1484629,-1.9770509
NGFR,-0.22407752,-0.23651418,-2.0631738,-0.22106978,-1.0085381,-0.7419057,-1.5149846,-0.8529444,0.04016635,-0.32795095,-0.029962808,-0.20622316,-1.3661742,-0.8591175
SPOP,-0.55420214,-1.802902,-1.8281385,-0.5577274,-0.5880174,-0.59767604,-0.73772246,-0.41439408,-0.08299136,-1.1654204,-0.43654826,-1.2582972,-0.8590452,-1.0234556
ITGA3,-0.3609887,-0.15109482,-0.35824656,-0.29051825,-0.33559793,-0.6055776,-0.07129671,-0.2271827,0.06484726,-0.2520511,-0.21776532,-0.24342692,-0.2574305,-0.1708552
COL1A1,0.7161151,0.5670988,-1.072885,-1.614198,-3.434606,-0.8866163,0.15061083,0.15546149,-0.18851468,0.69527763,-0.49194455,-2.287076,-0.05104272,-1.7649604
ABCC3,-0.8008121,-0.48323625,-0.8607509,-0.19528064,-1.0298893,-0.17124756,-0.4261471,-0.19724844,0.2834574,-0.39613724,-0.106583014,0.15265447,-0.026292115,-0.684433
